DATE,investment long,earning long,investment short,earning short,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2018-12-31,0,0,0,0,0,0,0,333,333
2019-01-09,10000.0,9964.36572634666,10000.000000000004,9971.020938983129,35,45,0.0,198,198
2019-01-10,10000.0,10012.184313153797,9999.999999999998,10092.18406743772,31,47,0.0,227,227
2019-01-11,9999.999999999995,9842.842627231023,10000.000000000002,9927.068489069305,39,43,0.0,268,268
2019-01-14,9999.999999999998,10019.532010273884,10000.0,10081.284083308612,36,47,0.0,285,285
2019-01-15,10000.0,10184.549587467418,9999.999999999998,10101.07622762425,35,45,0.0,244,244
2019-01-16,10000.000000000002,9974.322867250772,10000.000000000004,10122.163459456102,35,45,0.0,226,226
2019-01-17,10000.000000000002,10149.17860875023,9999.999999999995,10111.152952421155,32,46,0.0,263,263
2019-01-18,10000.0,9969.442463211066,10000.0,10029.478450549883,48,45,0.0,293,293
2019-01-22,9999.999999999996,9986.266902745449,9999.999999999998,10027.105001624524,31,46,0.0,190,190
2019-01-23,10000.000000000002,9916.63012791963,10000.000000000002,10000.531097527006,33,48,0.0,250,250
2019-01-24,10000.000000000002,10052.372250672988,10000.000000000002,10106.969539811564,33,49,0.0,200,200
2019-01-25,10000.0,9926.403773172528,9999.999999999998,9944.01045562675,31,45,0.0,242,242
2019-01-28,10000.0,10066.31673465571,10000.0,10020.289237525785,45,48,0.0,276,276
2019-01-29,10000.000000000002,9973.525444981044,9999.999999999996,10102.928643312185,31,49,0.0,270,270
2019-01-30,9999.999999999998,10127.854206460048,10000.0,10098.349215799597,31,42,0.0,275,275
2019-01-31,10000.000000000002,10031.352738386151,10000.000000000005,9771.491170773821,32,50,0.0,223,223
2019-02-01,9999.999999999998,9993.6319473293,10000.000000000002,9965.187927819661,34,48,0.0,304,304
2019-02-04,10000.0,10132.280494059807,9999.999999999996,10069.808256326793,32,49,0.0,273,273
2019-02-05,10000.000000000002,10150.919829972698,10000.0,10028.165003084783,33,43,0.0,267,267
2019-02-06,10000.0,9977.000299735435,10000.000000000004,10005.057433533419,32,49,0.0,218,218
2019-02-07,10000.0,9844.4139717056,9999.999999999998,9770.344188892755,45,49,0.0,238,238
2019-02-08,10000.0,10040.9463481404,10000.0,10072.871130852618,31,46,0.0,222,222
2019-02-11,10000.000000000002,10048.964063629364,9999.999999999996,10087.960091218796,42,48,0.0,265,265
2019-02-12,10000.0,10149.280920309397,9999.999999999996,10094.013506115854,33,48,0.0,285,285
2019-02-13,10000.0,9970.352111498385,10000.000000000002,10049.391327763056,32,45,0.0,247,247
2019-02-14,10000.000000000002,10111.605714742042,9999.999999999998,10095.736328950057,38,46,0.0,220,220
2019-02-15,10000.000000000002,10029.127691793614,10000.000000000002,9970.098439445723,34,46,0.0,264,264
2019-02-19,10000.0,10181.252914396864,9999.999999999998,10056.869974671969,32,46,0.0,256,256
2019-02-20,10000.000000000004,9992.292135260155,10000.0,10003.871701658847,37,44,0.0,303,303
2019-02-21,9999.999999999998,9935.9953358668,10000.0,9992.195404396633,37,47,0.0,370,370
2019-02-22,9999.999999999998,10081.035146555925,10000.0,10118.914934801758,33,46,0.0,319,319
2019-02-25,9999.999999999998,9917.085333532978,9999.999999999996,9951.356276128887,40,48,0.0,294,294
2019-02-26,9999.999999999996,9985.374059569505,9999.999999999998,9993.387293748183,35,46,0.0,337,337
2019-02-27,9999.999999999993,9996.569352512632,10000.000000000002,10033.132054799607,42,47,0.0,249,249
2019-02-28,10000.000000000004,10084.413468461846,10000.000000000004,10079.423614155363,31,49,0.0,260,260
2019-03-01,9999.999999999996,10145.74136395639,10000.000000000005,10025.63880441997,33,47,0.0,292,292
2019-03-04,9999.999999999995,9950.669775120117,10000.000000000002,9962.412076329663,46,49,0.0,270,270
2019-03-05,9999.999999999998,10066.145757670076,10000.000000000002,9969.951037912368,39,48,0.0,286,286
2019-03-06,9999.999999999998,9926.489942705964,10000.000000000005,9861.879776298438,35,49,0.0,258,258
2019-03-07,9999.999999999996,9846.72580409149,10000.000000000002,9892.895903738132,39,46,0.0,228,228
2019-03-08,10000.000000000002,10245.258189006892,10000.000000000002,10157.3198186652,30,48,0.0,226,226
2019-03-11,10000.000000000002,10226.617551932624,10000.0,10122.560105882298,39,47,0.0,239,239
2019-03-12,10000.0,9947.757371326055,10000.000000000005,10053.188775831883,31,47,0.0,249,249
2019-03-13,10000.000000000002,10042.519839169585,10000.000000000002,9951.326601385517,33,45,0.0,206,206
2019-03-14,10000.0,10017.690077577081,9999.999999999998,10027.352531053484,30,47,0.0,225,225
2019-03-15,10000.0,10210.393021636723,10000.000000000007,10188.884956181852,32,47,0.0,197,197
2019-03-18,10000.0,10106.930483289902,10000.0,10038.83990700423,31,47,0.0,193,193
2019-03-19,10000.000000000002,10017.833969805228,9999.999999999998,9898.88849025853,29,47,0.0,175,175
2019-03-20,9999.999999999998,9925.605857101727,10000.0,10026.982057330657,32,46,0.0,172,172
2019-03-21,10000.000000000004,10100.082073261647,9999.999999999998,10120.99224602708,39,42,0.0,194,194
2019-03-22,10000.0,9813.802210401052,9999.999999999998,9768.054784398248,33,47,0.0,213,213
2019-03-25,10000.000000000002,10037.686304762306,10000.0,10109.477648372584,33,49,0.0,186,186
2019-03-26,10000.000000000004,9971.26721249619,10000.000000000005,9953.969342645807,38,47,0.0,216,216
2019-03-27,10000.0,9914.323189397845,9999.999999999998,9922.364627616194,34,46,0.0,211,211
2019-03-28,10000.0,10065.645366351191,10000.0,10203.325049436235,33,44,0.0,198,198
2019-03-29,9999.999999999998,10067.714716684724,10000.000000000004,10069.547678520543,49,48,0.0,211,211
2019-04-01,9999.999999999998,10053.63961025792,10000.000000000002,9915.152025027795,34,48,0.0,192,192
2019-04-02,9999.999999999995,10065.494804149756,9999.999999999998,10021.875751038442,47,46,0.0,219,219
2019-04-03,10000.000000000004,9856.185354595065,10000.000000000005,9975.45058383337,42,44,0.0,221,221
2019-04-04,10000.0,10034.465435433453,9999.999999999998,10033.936072155337,36,47,0.0,257,257
2019-04-05,10000.0,9992.837098254176,9999.999999999998,10023.225642511663,40,47,0.0,272,272
2019-04-08,10000.000000000004,10094.354551207245,10000.000000000005,10024.605602008385,44,46,0.0,219,219
2019-04-09,10000.0,9845.369377730778,9999.999999999996,9948.761355995526,37,47,0.0,182,182
2019-04-10,9999.999999999995,10032.227209528479,10000.000000000005,9975.497172195555,45,46,0.0,188,188
2019-04-11,10000.0,10020.699184107925,10000.0,9994.020579834001,31,45,0.0,202,202
2019-04-12,10000.0,9957.372335253669,10000.000000000002,9910.984867081888,36,47,0.0,202,202
2019-04-15,9999.999999999998,10038.234832083464,9999.999999999996,10032.94264773957,33,46,0.0,209,209
2019-04-16,10000.0,10127.011685300651,10000.000000000002,10151.548882219366,37,49,0.0,205,205
2019-04-17,10000.000000000002,9835.912556350753,9999.999999999998,10034.970554203592,36,45,0.0,225,225
2019-04-18,10000.0,9952.219539631793,10000.000000000004,10060.527408952496,38,48,0.0,194,194
2019-04-22,9999.999999999998,10047.274632841934,9999.999999999998,10011.423122031902,35,47,0.0,256,256
2019-04-23,9999.999999999998,9958.73557235159,10000.0,9982.74611431457,40,44,0.0,227,227
2019-04-24,10000.000000000002,9997.212253945661,10000.0,9919.2512087077,34,49,0.0,314,314
2019-04-25,10000.0,9978.121234983204,10000.000000000002,10047.126401898646,32,48,0.0,277,277
2019-04-26,10000.000000000004,10059.061663163093,9999.999999999995,10134.771420849533,35,46,0.0,235,235
2019-04-29,10000.0,9847.371660967543,10000.0,9880.012004034033,36,49,0.0,341,341
2019-04-30,10000.000000000004,10025.177461830008,9999.999999999996,10073.306227483166,36,49,0.0,406,406
2019-05-01,9999.999999999998,9719.197073189658,10000.0,9837.325436476676,50,47,0.0,321,321
2019-05-02,10000.0,10044.250412437865,10000.0,10006.157219188437,36,46,0.0,325,325
2019-05-03,10000.0,9859.033638489094,10000.0,9770.242214483358,44,33,0.0,283,283
2019-05-06,10000.0,10039.789960444912,10000.000000000004,10046.969639963107,48,44,0.0,376,376
2019-05-07,9999.999999999995,9787.585655844938,10000.0,9921.137985155348,37,47,0.0,407,407
2019-05-08,9999.999999999996,9674.231305831265,10000.0,9820.497202793567,38,46,0.0,309,309
2019-05-09,10000.000000000002,10164.610265723837,9999.999999999996,10052.566585553244,45,47,0.0,315,315
2019-05-10,10000.0,9898.558621559174,10000.000000000002,9758.62846720065,39,49,0.0,393,393
2019-05-13,9999.999999999996,10017.034338365687,10000.000000000002,9977.013762257615,35,48,0.0,402,402
2019-05-14,10000.0,10225.005584949924,10000.000000000004,9930.00707106407,31,46,0.0,413,413
2019-05-15,10000.000000000002,10295.545734453579,10000.000000000007,10053.657861307574,34,48,0.0,381,381
2019-05-16,10000.0,9920.524417027627,10000.000000000002,9936.183641265545,35,48,0.0,315,315
2019-05-17,10000.000000000002,9833.642009941803,10000.000000000002,9876.801885765955,44,46,0.0,238,238
2019-05-20,10000.000000000002,10053.30506040737,9999.999999999996,9961.580809404726,34,46,0.0,298,298
2019-05-21,9999.999999999998,9980.408803888608,9999.999999999996,9981.558841549315,46,45,0.0,302,302
2019-05-22,10000.0,9752.588972247775,10000.0,9768.463410555134,39,48,0.0,247,247
2019-05-23,10000.000000000005,10037.786035061037,10000.0,10180.43440847994,46,49,0.0,268,268
2019-05-24,10000.0,10027.681531720951,10000.0,9971.679381976317,33,43,0.0,243,243
2019-05-28,10000.000000000002,9835.705921075472,9999.999999999995,9803.394117789681,38,47,0.0,232,232
2019-05-29,10000.000000000004,10054.401934008158,9999.999999999993,10142.626801922648,43,47,0.0,271,271
2019-05-30,10000.0,9787.201589778026,10000.0,9868.373698429004,47,47,0.0,269,269
2019-05-31,9999.999999999996,9902.142393605993,9999.999999999996,9910.001038897839,33,47,0.0,189,189
2019-06-03,10000.000000000002,10130.860138371661,10000.0,9991.20817525091,35,46,0.0,218,218
2019-06-04,9999.999999999996,10088.45969037141,10000.0,10192.413646183988,38,47,0.0,220,220
2019-06-05,9999.999999999993,9846.526627061536,10000.0,10014.93449030565,33,45,0.0,292,292
2019-06-06,10000.000000000004,10011.212601073496,10000.000000000002,10106.598306951551,33,49,0.0,265,265
2019-06-07,9999.999999999998,10126.6033261724,10000.000000000002,10223.752194711498,44,50,0.0,290,290
2019-06-10,10000.0,10044.36567269071,10000.0,10042.348319070079,34,44,0.0,332,332
2019-06-11,9999.999999999998,9807.881644196865,10000.000000000002,9767.571874155496,47,44,0.0,266,266
2019-06-12,10000.0,9992.901975651392,10000.000000000002,9999.705805882002,43,49,0.0,183,183
2019-06-13,9999.999999999998,9950.9867934092,9999.999999999998,9917.533340651114,35,46,0.0,234,234
2019-06-14,10000.000000000004,9935.791259893913,9999.999999999998,9974.283892751004,44,45,0.0,223,223
2019-06-17,9999.999999999993,10085.618314923158,10000.000000000005,10083.570543531741,41,49,0.0,229,229
2019-06-18,9999.999999999998,10128.063113861577,10000.0,10029.412106505746,36,46,0.0,229,229
