DATE,LONG CORRECT,SHORT CORRECT,EARNING LONG,INVESTMENT LONG,EARNING SHORT,INVESTMENT SHORT,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2019-01-01,0,0,0,0,0,0,0,0,0,7,0
2019-01-02,0,0,0,0,0,0,0,0,0,282,186
2019-01-03,27,22,47.8100895881579,47.8361262083158,88.29578176259996,88.92286730527601,38,50,1.0,220,163
2019-01-04,47,1,117.49469683647204,113.839877190588,100.23986106395598,96.74647887229798,50,50,0.81,182,126
2019-01-07,44,4,118.1185514124061,116.34499597549998,88.06220050335003,85.95359974861198,49,50,0.9494949494949495,263,152
2019-01-08,39,21,80.31393150806198,79.81036828994998,66.35880037426801,66.31280000806201,50,50,0.87,296,204
2019-01-09,23,26,38.485142354962,38.50016458034799,57.860114057070014,58.13266800165199,50,50,0.84,246,163
2019-01-10,32,16,66.747912263872,66.66152048588401,51.08189724623801,50.39581857264802,50,50,0.82,221,143
2019-01-11,27,26,120.10078513622041,120.5546263067061,49.90463162184,50.336697287554,49,50,0.898989898989899,249,143
2019-01-14,24,25,107.77111125469197,108.739277658458,57.735399699214,57.74322996258,50,50,0.89,266,176
2019-01-15,33,19,45.482066459656,45.031000263692,86.26460733652199,84.69670732736998,50,50,0.92,187,132
2019-01-16,24,29,72.69404546141399,72.63964233755999,80.69138281345198,80.81136626243203,50,50,0.81,216,137
2019-01-17,44,4,67.34888856769001,66.16619022250597,65.30482302144001,63.89901938460602,50,50,0.88,208,156
2019-01-18,24,28,86.47705138798798,86.52373191550197,61.272785221336,61.417195141315986,50,50,0.87,186,119
2019-01-22,16,26,76.457992925646,77.39313493728399,74.163399629592,74.52720027685002,50,50,0.92,263,187
2019-01-23,21,30,65.9374896574,66.198630733496,45.418600134856,45.72013315201002,50,50,0.89,261,181
2019-01-24,39,17,61.204640240664,60.008443017002016,55.53175673246999,55.21870425224201,50,50,0.91,294,207
2019-01-25,18,33,99.613998007772,100.03300004006,47.83397015333402,48.04703065156599,50,50,0.9,194,141
2019-01-28,32,19,120.12410641670196,117.92240906715999,105.85914937496,106.21483801842001,50,50,0.94,273,198
2019-01-29,34,26,41.974177222249985,41.71680952071998,48.11705829858602,48.19692119836001,50,50,0.95,256,162
2019-01-30,34,13,104.38644595622998,102.18695627689,65.08627113581001,64.58345576047999,50,50,0.86,252,189
2019-01-31,28,17,59.945422488448,59.437599134450004,63.281900291449986,62.62367958069001,50,50,0.92,237,166
2019-02-01,20,28,95.00263770818398,94.992287762162,59.48619073752042,59.650204395755104,50,49,0.9191919191919192,224,147
2019-02-04,36,13,89.73541570663602,89.03361909389602,83.904253253944,83.65024430275602,50,50,0.93,194,116
2019-02-05,24,26,97.071218640808,97.309927990446,83.418941302296,82.81043192387601,50,50,0.94,247,178
2019-02-06,23,32,65.438800106046,66.11799959182399,69.953278493888,70.36958489894799,50,50,0.93,248,193
2019-02-07,18,26,68.350772752764,68.73691183090601,63.99539792120998,63.387152323726,50,50,0.95,280,208
2019-02-08,32,13,83.315507416732,82.89164399624003,52.909450081582015,51.94704966902799,50,50,0.9,185,138
2019-02-11,32,13,60.899699649808,60.22219974040598,64.79764312744199,64.40658343315602,50,50,0.91,232,157
2019-02-12,33,10,72.97375141381403,72.760146204234,106.22448301315401,104.77066208361997,50,50,0.87,214,153
2019-02-13,17,31,45.289000158908,45.93230026841399,81.37123689310799,81.27941374985403,50,50,0.94,272,214
2019-02-14,38,13,56.276442756656024,55.335664458273996,41.29499203577,40.762744521066004,50,50,0.89,393,226
2019-02-15,29,22,69.83571032047399,69.505429472932,84.11199985503998,83.98480036258799,50,50,0.85,279,150
2019-02-19,32,23,54.471621249913994,54.241517775058,89.445493621824,89.57727931499599,50,50,0.95,264,177
2019-02-20,27,21,46.02570001601602,46.331279883384,55.774046430592,55.7200330472,50,50,0.91,288,206
2019-02-21,26,19,60.26519970894002,61.027000095842006,51.39535022497,50.469654672148,50,50,0.93,309,222
2019-02-22,32,15,50.798776702872,50.233209609983994,88.59401698112798,87.53586320876798,50,50,0.97,242,162
2019-02-25,11,36,109.51009964942796,110.47260078430001,51.844700059888,52.302899780271986,50,50,0.91,237,164
2019-02-26,25,29,57.411614513398,57.17260480880001,92.1612334013,92.18838162422,50,50,0.88,274,211
2019-02-27,21,25,57.5012083006,57.33068496704201,76.47580102921204,76.620599391458,50,50,0.87,250,186
2019-02-28,28,25,59.11425511479001,58.648741246456,69.246913976674,68.99939051627803,50,50,0.94,268,189
2019-03-01,29,31,62.403567457193994,63.408435564043984,53.55119964956401,53.339200148581995,50,50,0.93,226,153
2019-03-04,12,31,65.93500013828802,67.012400355338,35.19693875551601,35.673655924799995,50,50,0.79,225,153
2019-03-05,20,30,68.69395534277,68.77013457536998,79.25797423601001,79.62122116327198,50,50,0.88,217,144
2019-03-06,8,37,88.679459951825,90.12214450538333,61.70545172691601,62.654125406742004,48,50,0.8163265306122449,243,183
2019-03-07,7,35,55.34076976825399,56.301577417958015,108.70377146244002,110.18177703381,50,50,0.89,230,160
2019-03-08,38,9,47.075899803636005,46.61769992350799,71.15535818457602,70.11282579183802,50,50,0.72,191,122
2019-03-11,32,3,108.41370890736754,106.25806876719251,50.729599680901984,49.93660009861401,40,50,1.011111111111111,210,123
2019-03-12,34,14,53.71328346490801,53.632106099130006,58.1710004282,57.805099287026,50,50,0.76,190,126
2019-03-13,20,19,103.74944495095109,107.72248302035555,62.14707996845601,62.13048021793202,45,50,0.8315789473684211,185,124
2019-03-14,20,21,53.559638599123396,53.67436201521701,52.45613307475802,52.51146654367601,47,50,0.9072164948453608,171,108
2019-03-15,21,20,49.94952356531429,49.7591667828119,77.25335361719402,77.08794361233598,42,50,0.8913043478260869,197,132
2019-03-18,35,15,62.627557034498,62.28148377418201,59.421306618456,58.98395404458003,50,50,0.81,221,155
2019-03-19,11,26,80.66528792182709,80.84387470657916,40.635781962868,40.784101474282004,48,50,0.8163265306122449,188,122
2019-03-20,12,27,124.81203525010697,124.55162865061861,64.33075642823802,64.46313131332002,43,50,0.9032258064516129,236,160
2019-03-21,36,17,122.80858553887198,122.91316985130399,65.177772974966,64.85339953422601,50,50,0.9,213,170
2019-03-22,9,44,78.871582264898,80.69259719371799,44.58261145830001,45.75156121969401,50,50,0.6,218,156
2019-03-25,21,11,106.13177313803666,105.24230877558001,52.705229899879996,52.371540427214015,30,50,0.875,178,100
2019-03-26,19,25,34.88092580334827,34.61643283532413,79.62251691818199,79.47473062038401,29,50,1.1645569620253164,221,149
2019-03-27,20,38,58.66001205541224,59.215655769620405,64.20637963295403,64.92761655689199,49,50,0.9292929292929293,221,162
2019-03-28,38,13,58.46456206817959,57.956331868559175,62.01350800037799,62.40838843345801,49,50,0.9292929292929293,213,150
2019-03-29,30,16,51.104991261958,51.13521705866199,47.437071347232,46.910092558864,50,50,0.93,244,160
2019-04-01,33,22,40.66312007904401,40.36609986305,69.10976977944802,68.657745590206,50,50,0.99,284,219
