word,O+ value,O- value
raise,0.059738257479087106,0.033077829016916374
buy,0.12251036578985078,0.08187544464292013
l,0.0027513402446060456,0.0007139005727790076
miss,0.00944427197144813,0.013925506260031967
volume,0.03760342925938712,0.012695823269898397
lower,0.035636236029458535,0.058402810505154196
unveil,0.0013982853201392248,0.001623412644717781
image,0.0012211413283094304,0.0010425378940466625
outperform,0.03893770576033796,0.026919515141837578
impact,0.004362385114703509,0.006873808277890328
upgrade,0.10927347929315762,0.05808787456283289
myriad,0.0028633505825985507,5.517648244315408e-06
stake,0.026697540556856202,0.01828942966587401
accretive,0.0010478142802024667,0.0008002397125881665
longer,0.0009265069703172715,0.001695967658756309
spike,0.03138878532463545,0.0204271441037103
cut,0.008128268513998293,0.0186769308780039
fall,0.007934929950840178,0.02043813442733778
neutral,0.03060567953802956,0.04555148275632387
replace,0.002926427347482907,0.0013083320189193073
proceed,0.002406496461230785,0.0034212176122830756
pressure,0.0017922988019147268,0.0036868039280973505
explain,0.0010106002655762589,0.0025210004673254104
resign,0.0012924776830474127,0.0036876288617022322
dividend,0.02600532787974535,0.017918106448814364
boost,0.006107919018935957,0.004965664427057944
low,0.01576676869129764,0.0360920947175099
rise,0.02103812884865292,0.01588233825402594
plunge,0.0008559415665647515,0.0028945782743271305
weak,0.005692152410444081,0.007896725469758354
worst,0.005537820405107574,0.03463686427612563
elect,0.0014199562115428859,0.0011879024312561705
yesterday,0.0016250434948715308,0.001963529242419604
sport,0.0007286582931817778,0.005652983491176938
favorable,0.0024936654870091938,0.0011870042544173804
seven,0.0007587369115978395,0.0006697702308994189
ge,0.0012984163952061993,0.0012330151418046072
starboard,0.0018533607488966086,5.428332784824488e-05
smith,0.00408968786820481,0.0011201655834325308
downgrade,0.07102001562078009,0.14924260515827598
bright,0.0002931724194160935,0.0015244936855190036
f,0.007455649929919151,0.00432698115478888
explore,0.0029665827979407523,0.002535432493911153
twitter,0.0029776852467326533,0.004104424177258876
dip,0.0032729701440634357,0.0043672483059812375
standard,0.0013607549977482807,0.0008223293179724953
promote,0.001271758441239387,0.0009984563113088767
overweight,0.017729959970363324,0.010632695818942713
high,0.013445174863609207,0.010048102397187075
common,0.007968385134156944,0.011961046274579355
recession,0.000383690089847442,0.0012827828348377305
warn,0.0035607196253600163,0.006228640025949794
fleet,0.0010938396037077941,0.0005147426038318361
plummet,0.0005741275193740422,0.0023569798881010757
tumble,0.0052547906222113906,0.009723516764625972
laboratory,0.001645874263504739,2.4796479854922393e-05
clearance,0.0021320935723950574,0.001362783704297366
join,0.0037866499294503513,0.0036068018801611334
stand,0.0006680428429722702,0.0010562701772999655
significantly,0.001348873784196264,0.0005575863288820326
survival,0.0006948474167812891,0.0011460686815379052
reinstate,0.0022880790308696737,0.0009276663076517896
hep,0.0001958484887612788,0.0014305160054486207
milestone,0.002201134478690304,0.002028816518234285
ash,0.00018025294914799227,0.0017179483373675835
warrant,0.0006764506835805687,0.0013735392105872605
sign,0.011459239374228538,0.008197027628213397
tender,0.0028910360114197415,0.0018780954522168776
pain,0.0012465076158301538,0.0018375368350606867
generic,0.0006729178918706919,0.0011961789689483987
cantor,0.002085815457457304,0.0018447243741644757
car,0.0022210819175436675,0.0010261379160961953
article,0.0015075831423669577,0.002140642254827892
majority,0.0009510999537947455,0.0010117826080744048
wainwright,0.001348255579117254,0.00044971958375190734
bed,0.0006042362569298017,0.0010788679543274453
lakeland,0.0029549274535944597,0.0
solution,0.002208629130026818,0.001233404012945179
county,0.0006696544441376852,0.0012475380757077834
reverse,0.001000912767230585,0.0018892169656339042
negative,0.003726558902795999,0.006707151859418872
trouble,0.0011814900326537821,0.0015821905400218873
generation,0.000986269688612173,0.001406839823056759
standpoint,0.0011450425793431561,0.0010977400521236668
solid,0.002914361264728631,0.0023858289294145926
corn,0.0012570179947124821,0.0008174621417649146
avoid,0.0014516297487560457,0.0018707541180000614
train,0.0014190696767360526,0.0011911692414963426
ownership,0.001329429777999772,0.0005739612609389216
jobless,0.0015942101209987835,0.0010484759788352473
foreign,0.0007042451238893096,0.0015081772984016687
structure,0.001286162968481989,0.0008158180232213887
successful,0.0015196876448751258,0.001318119154542638
science,0.0013450026390043723,0.0005998912993847013
sun,0.0021850294614958223,0.0
defend,0.0010563630770862946,0.0017363404894718722
emergency,0.0004213575955074606,0.0017718393527146065
seaport,0.0009042951190420033,0.0005195022904329224
anticipate,0.0006296281197544891,0.0014308269821616932
ackman,0.0013867843444978593,0.0008439418833543715
display,0.00238242409584603,0.00017657443815983665
loan,0.002931318332262355,0.004500161496039384
proposal,0.004217448236225419,0.003725206050701421
underweight,0.0023655787742152927,0.004881868510256788
resistance,0.0011441547544115357,0.0010879924281285893
strength,0.002709464579080864,0.0016003767330931165
downside,0.002394423327417135,0.0026664027366896637
crowd,0.0018754305890773392,0.0015745962775558298
shoot,0.0014785933568156027,0.0006588309110066265
different,0.0012149068611285938,0.0021235599467776204
beyond,0.001861733950871462,0.0018886357153777413
bounce,0.001017039554266604,0.0013105878504239877
sink,0.00024638129731046466,0.0014612355190387098
quarterly,0.002450296749519203,0.0022156850773449375
coal,0.00039183129655232326,0.0016465874441187107
disappoint,0.0010141225902359744,0.004457898020454818
premier,0.003228010844990253,0.0
cirrus,0.0002108200217910075,0.0006809067823047116
logic,0.00025965927785179656,0.000657825312500126
weakness,0.001829737144088113,0.0037841652391449113
hurt,0.001534214652832621,0.0016632206951059496
slash,0.0016226385075317408,0.001462097701387771
poor,0.00035878410911412216,0.001087506678896789
dry,0.0005102264702323493,0.0007522267842454351
flight,0.0004942631152307371,0.0021159774037515957
vale,0.002102467966287248,0.00023927682620145414
blizzard,0.0009790918481079193,0.001777731474303603
retirement,0.0014270149386390828,0.0010195920013091964
