TRI,69.1699981689,70.0
QTWO,75.2600021362,77.9400024414
ACN,194.0,195.8999938965
KMB,132.1699981689,131.7400054932
UAL,92.75,93.0
FIS,133.6699981689,136.3999938965
FLT,290.0899963379,294.7600097656
EPAM,200.0,208.0500030518
ALL,110.3600006104,110.9700012207
ALK,70.2600021362,70.9400024414
ESNT,53.8600006104,54.5900001526
RE,267.4400024414,268.2300109863
AMP,157.8300018311,160.5500030518
DD,69.8899993896,70.5
HEES,34.9900016785,35.7999992371
GSK,43.7999992371,43.4300003052
STAA,34.4799995422,35.1899986267
SAVE,37.3499984741,37.9399986267
JBHT,116.4100036621,117.4000015259
EXPD,75.7600021362,76.6100006104
DAL,56.2700004578,56.8899993896
BCC,38.7200012207,38.8499984741
QRVO,103.5599975586,104.4000015259
JBLU,19.6100006104,19.5799999237
ALGT,172.7200012207,171.1000061035
WPC,85.1100006104,84.5899963379
MYGN,24.1100006104,24.5499992371
NVDA,52.2324981689,52.4249992371
CTSH,62.2900009155,63.4000015259
W,84.0,83.8099975586
HP,39.3899993896,40.3199996948
ADS,85.2354354858,85.2912979126
BK,48.3199996948,48.5600013733
TGT,110.7099990845,112.0500030518
TSLA,69.2220001221,70.1279983521
PLUG,3.6199998856,3.4300000668
URI,150.7899932861,154.2700042725
SMPL,25.2199993134,25.4400005341
BURL,199.9700012207,204.5800018311
EA,96.1999969482,98.8499984741
AVGO,310.75,312.2699890137
OSK,90.8799972534,91.3600006104
TEX,29.4099998474,29.2099990845
WBA,62.2999992371,61.8800010681
BABA,182.8699951172,184.0
BIDU,118.0,118.7399978638
KEY,18.8099994659,18.9599990845
DE,173.2200012207,175.5299987793
DISCA,29.7399997711,30.0
NKTR,19.7999992371,19.5
