DATE,long value,EARNING LONG,short value,EARNING SHORT,NUMBER LONG,NUMBER SHORT,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2019-01-09,0,0,0,0,0,0,333,226
2019-01-10,10000.0,10039.516914388338,10000.0,9961.544756852949,50,48,198,145
2019-01-11,10000.0,10100.450881218512,10000.0,10097.36197900041,50,50,227,127
2019-01-14,10000.0,9935.622122771269,10000.000000000007,9890.217114020203,50,49,268,178
2019-01-15,10000.0,9992.362119701855,10000.00000000001,10046.283478276202,50,47,285,164
2019-01-16,10000.000000000007,10144.850841357149,10000.000000000007,10088.15365447123,49,49,244,155
2019-01-17,10000.0,9925.971559565192,10000.0,9942.087841777298,50,50,226,147
2019-01-18,10000.0,10202.086081898338,10000.0,10127.526075093243,50,50,263,143
2019-01-22,10000.0,9966.716269043362,9800.0,9884.772344673289,50,50,293,167
2019-01-23,10000.0,9978.84919309346,10000.0,9960.848996879036,50,50,190,121
2019-01-24,10000.000000000007,9903.831269634788,10000.0,9877.621238569747,49,50,250,148
2019-01-25,10000.0,10078.488772533632,10000.000000000007,10185.001127013144,50,49,200,138
2019-01-28,10000.0,9967.951163547981,10000.000000000007,9905.357292210922,50,49,242,142
2019-01-29,10000.0,10139.311129329402,10000.0,10015.615472480089,50,50,276,178
2019-01-30,10000.0,9989.699332707072,10000.0,10019.559490727022,50,50,270,163
2019-01-31,10000.0,10015.63561149121,10000.0,10020.05746354142,50,50,275,174
2019-02-01,10000.0,10087.627041965325,10000.0,10098.679740577232,50,50,223,144
2019-02-04,10000.0,9994.918505257147,10000.0,9994.580681747824,50,50,304,189
2019-02-05,10000.0,10103.529241310998,10000.0,10068.074496853293,50,50,273,146
2019-02-06,10000.0,10000.444087662398,10000.0,10003.355599244143,50,50,267,159
2019-02-07,10000.0,10010.89552581844,10000.0,9956.287303854435,50,50,218,147
2019-02-08,10000.0,9862.521087992209,10000.000000000007,9869.25379543271,50,49,238,128
2019-02-11,10000.0,10119.78152957114,10000.0,10053.387802494797,50,50,222,125
2019-02-12,10000.0,10075.951887080724,10000.0,10039.892522157523,50,50,265,143
2019-02-13,10000.0,10083.557046775908,10000.0,10116.520630837545,50,50,285,175
2019-02-14,10000.0,9958.679019675077,10000.000000000007,9991.16918188297,50,49,247,145
2019-02-15,10000.0,10111.928845313421,10000.0,10139.265920302594,50,50,220,144
2019-02-19,10000.0,10009.10367674927,10000.0,10002.602323451541,50,50,264,141
2019-02-20,10000.0,10050.033500568472,10000.0,10013.225828520892,50,50,256,132
2019-02-21,10000.0,9952.171537692398,10000.0,9974.395695927422,50,50,303,189
2019-02-22,10000.0,10017.25832812699,10000.0,10050.154467288814,50,50,370,187
2019-02-25,10000.0,10143.742790144051,10000.0,10090.03844927545,48,50,319,170
2019-02-26,10000.000000000007,9936.073788016776,10000.0,9890.080652144095,49,50,294,161
2019-02-27,10000.0,9968.661787830648,10000.0,9996.27290977972,50,50,337,196
2019-02-28,10000.000000000007,10035.333730125376,10000.0,10044.591673584886,49,50,249,139
2019-03-01,10000.0,10020.087480020009,10000.0,9987.830970802772,50,50,260,162
2019-03-04,10000.000000000007,10037.648033446547,10000.0,9975.647660906496,49,50,292,175
2019-03-05,10000.0,9939.45286930999,10000.000000000007,9977.355576929587,50,49,270,173
2019-03-06,10000.000000000007,10008.784891258845,10000.0,9957.71215907915,49,50,286,186
2019-03-07,10000.0,9840.20399534865,10000.0,9805.658215040952,50,50,258,161
2019-03-08,10000.0,10049.796900687537,10000.0,9839.649223056562,50,50,228,144
2019-03-11,10000.0,10085.770642697731,10000.0,10051.744316078488,50,50,226,156
2019-03-12,10000.0,10179.945235283878,10000.000000000007,10197.573366261262,50,49,239,132
2019-03-13,10000.000000000007,9990.69971927337,10000.000000000007,9964.05185499011,49,49,249,160
2019-03-14,10000.0,9995.417920328313,10000.0,9999.76874768661,50,50,206,131
2019-03-15,10000.0,9991.282260965752,10000.000000000007,9999.80840489027,50,49,225,143
2019-03-18,10000.0,10000.673720537892,10000.0,10075.423953938775,50,50,197,105
2019-03-19,10000.0,10051.0422232316,10000.000000000002,10078.081934614182,50,44,193,117
2019-03-20,10000.0,9913.636787430465,10000.000000000007,9974.548949260285,50,49,175,101
2019-03-21,10000.0,9857.692313198282,10000.00000000001,9965.32107895801,50,47,172,114
2019-03-22,10000.0,10098.993224745129,9999.999999999995,10184.264293964234,50,37,194,104
2019-03-25,10000.0,9766.768965583982,10000.0,9704.726042591688,48,50,213,117
2019-03-26,10000.0,10076.955953280434,10000.00000000001,10080.637364599183,50,47,186,100
2019-03-27,10000.0,9973.117214716021,9999.999999999989,9993.113700065185,50,38,216,143
2019-03-28,10000.0,9909.12476381873,10000.0,9948.798285998048,50,50,211,149
2019-03-29,10000.0,10086.843163968586,10000.0,10190.00273823687,50,50,198,150
2019-04-01,10000.0,10222.95695534691,10000.0,10057.289027039375,50,50,211,132
2019-04-02,10000.0,9886.55453622292,10000.000000000007,10091.607768883749,48,49,192,117
2019-04-03,10000.0,10205.377314404746,10000.0,10017.293493445783,50,50,219,145
2019-04-04,10000.0,10099.201304980232,10000.0,9947.973729476427,50,50,221,142
2019-04-05,10000.0,10165.207513297406,10000.0,10147.819963132813,50,48,257,175
2019-04-08,10000.0,10096.691821182112,10000.000000000007,10012.173466312512,50,49,272,180
2019-04-09,10000.0,10003.539121158574,10000.0,10003.977726520061,50,50,219,128
2019-04-10,10000.0,9920.549580984505,10000.0,9968.841635293476,50,50,182,115
