DATE,long value,EARNING LONG,short value,EARNING SHORT,NUMBER LONG,NUMBER SHORT,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2019-01-09,0,0,0,0,0,0,282,177
2019-01-10,10000.000000000007,9998.323195293728,10000.0,9942.960384604477,49,48,219,163
2019-01-11,10000.0,10002.775717706907,10000.0,10104.6116216405,50,50,180,115
2019-01-14,10000.0,9943.725849315377,10000.000000000007,9892.81738523672,50,49,266,148
2019-01-15,10000.0,9947.08230322198,10000.00000000001,9894.797875651284,50,47,293,171
2019-01-16,10000.000000000007,10058.302792291857,10000.000000000007,10080.940089952146,49,49,248,150
2019-01-17,10000.0,9969.214757481453,10000.0,9934.247643400537,50,50,221,141
2019-01-18,10000.0,10210.129741409924,10000.0,10133.677271120865,50,50,245,117
2019-01-22,10000.0,9985.972036611236,10000.0,10063.448113583896,50,50,269,163
2019-01-23,10000.0,9944.822891217744,10000.0,9939.240175265773,50,50,187,111
2019-01-24,10000.000000000007,9959.09629376821,10000.00000000001,9921.992086255186,49,45,218,134
2019-01-25,10000.0,10114.729092619576,10000.000000000007,10117.70819985902,50,49,208,137
2019-01-28,10000.0,10033.075624331394,10000.000000000007,9906.724355931601,50,49,182,107
2019-01-29,10000.0,10097.13784633107,10000.000000000002,10019.630540438302,50,44,265,155
2019-01-30,10000.0,10001.690017135708,10000.0,10013.145456052554,50,50,263,163
2019-01-31,10000.0,10046.011852827163,10000.0,10043.793686976265,50,50,293,172
2019-02-01,10000.0,10127.783305641504,10000.0,10065.154836124293,50,50,192,129
2019-02-04,10000.0,10064.078174356204,10000.0,10029.863121713044,50,50,274,182
2019-02-05,10000.0,10038.407841459933,10000.0,10095.522166840708,50,50,256,132
2019-02-06,10000.0,9977.356070670854,10000.0,9997.6034899855,50,50,251,164
2019-02-07,10000.0,9942.748123841377,10000.0,9950.567915931033,50,50,239,145
2019-02-08,10000.0,9870.71216614909,10000.000000000007,9899.689552792419,50,49,222,135
2019-02-11,10000.0,10160.17206902456,10000.0,10059.114425004447,50,50,195,116
2019-02-12,10000.0,10047.160175266936,10000.0,10010.290637567317,50,50,245,121
2019-02-13,10000.0,10193.289321807344,10000.0,10142.501871296834,50,50,249,157
2019-02-14,10000.0,9958.443835035194,10000.000000000007,9978.819252152502,50,49,279,171
2019-02-15,10000.0,10129.516204269188,10000.0,10112.169334081218,50,50,185,130
2019-02-19,10000.0,10053.755872918635,10000.0,10021.605160101186,50,50,233,131
2019-02-20,10000.0,10100.050909171063,10000.0,10068.631640636277,50,50,214,123
2019-02-21,10000.0,10013.941276081141,10000.0,9978.285315445339,50,50,272,174
2019-02-22,10000.0,10019.051869867404,10000.0,10015.62002976548,50,50,392,198
2019-02-25,10000.0,10118.855735852649,10000.0,10095.939844714689,50,50,276,155
2019-02-26,10000.000000000007,9902.913414254568,10000.0,9895.63474270781,49,50,266,148
2019-02-27,10000.0,10040.874311045141,10000.0,10028.836940241965,50,50,287,186
