date,SESTM EW,SESTM VW,SESTM EW + bigram,SESTM VW + bigram,LM EW,LM VW,H4 EW,H4 VW
2019-02-22,-2.026368363756015,-3.7947613487923917,-0.8833650840889828,-3.4007353706129333,-4.798555438829586,-8.779795958943776,-6.530828783506866,-4.31602878431581
2019-02-25,-3.0465682590878913,-4.154161673457452,-1.583980211368624,-3.694405420711946,-5.432778649228903,-8.143056454547608,-7.768643735523857,-4.038100770697524
2019-02-26,-2.658643778919462,-5.270507655894899,-1.0129429524692872,-4.262365731907458,-6.344516390926472,-8.363217022043031,-8.051334418051145,-3.8267755381696555
2019-02-27,-2.087338944736616,-6.2482537150022175,0.012444347835688895,-4.807674425848043,-5.578339392467586,-8.746059549165494,-8.365108165791101,-3.358288142269787
2019-02-28,-2.305029334186698,-5.235639150853646,-0.4023234167465244,-3.936789326451435,-5.737242525572574,-7.247958516824385,-8.656194716383022,-2.8675421816373925
2019-03-01,-2.3324897294549345,-5.4273682642851835,-0.33915280856757185,-4.153973287377993,-5.870366911619093,-7.320029777851811,-9.270368796731532,-1.801300251427352
2019-03-04,1.9155853533162663,-5.556526502732813,3.972711693275462,-4.115229229455905,-5.6831120596774785,-7.204352554178599,-11.928367110569283,-1.8483181257499302
2019-03-05,3.4077320127561324,-6.0386661937478925,5.950613058865488,-4.124818442298676,-5.505010129169466,-5.809910093232934,-10.927144057600517,-0.7915942031016764
2019-03-06,3.6084370597192357,-6.3426436496893,5.920636440895263,-3.7981560978227233,-6.021745480654333,-6.105324701764885,-11.202486809412582,-0.02671925643654904
2019-03-07,3.753978739794307,-6.26803915172465,5.75910795951311,-3.467605763257237,-0.2398973098995942,-6.039786404867935,-7.583951100626635,-0.7185746643573241
2019-03-08,2.3048187754380245,-5.194507773323592,3.6294285972277325,-3.9997617192903427,1.1265546450615898,-5.871104715247881,-5.384379928218676,1.7567467599457531
2019-03-11,2.568446613872885,-5.244268919815942,4.0808025231303064,-3.99204403235201,0.0031779093433215166,-6.811218008896732,-6.371540530564783,1.7207077571984148
2019-03-12,3.1653447714285505,-5.121685669445666,3.136276616918428,-4.149720686543929,-0.88023357693311,-6.750582248076746,-7.349177002886437,1.6704972811396737
2019-03-13,3.0024801092591353,-3.7296477956855867,2.8947896238799897,-2.5253564835258637,-2.5354647921426974,-6.536815782950193,-6.3874576570861015,1.412059611473477
2019-03-14,0.7655748679026776,-3.032215067997824,0.866523572211958,-1.8090595104631533,-4.909205654363977,-6.1057963487750655,-4.354693698148333,1.1149546229579843
2019-03-15,0.3157483570590258,-4.794000500007802,0.4722096080786895,-3.372224723036385,-5.287556275393645,-7.3784145604433595,-4.519304883048522,1.9666351591786189
2019-03-18,-0.6941225102463757,-5.417636936832702,-0.3242620924473855,-3.316792911316898,-3.8535058668021844,-6.740936656317109,-3.636547704273543,2.071620519499715
2019-03-19,0.1223627808113404,-5.41822304656709,-0.08487243387401873,-3.6063492273477307,-4.8225854371447126,-7.390935004611357,-3.2393578267498606,1.6214705617567278
2019-03-20,-0.3165014767881724,-5.255162555746855,-0.4027467417705181,-3.1723290842613543,-6.789431725828976,-6.968882782941087,-3.080992720025197,2.584128560857036
2019-03-21,-0.4886600949730498,-6.717075153858292,-0.8144797849109228,-4.5168672132216345,-7.250844591408748,-7.0740670023286905,-1.4154944567807286,3.0110589270393278
2019-03-22,0.20914594859947933,-4.8910258939593305,-0.23448816152108598,-2.750090103726418,-6.995191392167585,-5.88666727290011,-1.9867858414493729,3.4565137353451543
2019-03-25,1.6457988649869082,-5.336704010236533,0.4668285033796045,-3.2626598397833195,-6.740627424303602,-7.130734061836402,-1.8305105441684226,2.957532241143299
2019-03-26,-1.1111476973254022,-4.761904167503592,-1.504660730877641,-2.5350531283141295,-7.254922514261178,-7.770269910796227,-7.52547230128322,2.878398090550763
2019-03-27,-2.2754591835367926,-5.839142263137799,-2.559659398213772,-3.622896876482823,-7.634495805305212,-10.193971051224924,-7.708720163012317,0.45334622942535646
2019-03-28,-2.2785979558384075,-6.09555958310682,-2.7600640423568374,-3.642629789395129,-8.688147611687901,-9.912047582250288,-6.9491987811650935,0.018246042267312107
2019-03-29,-3.4509944838201996,-7.0150906855652355,-3.5939682332379626,-4.553572637711733,-7.244098593688434,-9.913870552859832,-5.577601159288767,2.847578066646897
2019-04-01,-3.252424751896598,-6.028938354220656,-3.545533468030304,-3.572305677046101,-6.750819595186444,-9.050208710770518,-6.221856761391917,2.8283047746569276
2019-04-02,-1.6993640831568673,-5.906984865644858,-1.8441147307786656,-3.023705902206705,-4.726938551875037,-10.380555446324252,-5.581674421691367,2.6281819727446813
2019-04-03,-2.6474509544346496,-5.434982797412104,-2.449167676313199,-2.383375207787729,-3.1088147938921935,-9.849500509793652,-5.43824036518225,1.354476023724306
2019-04-04,-3.0207060686904326,-4.815691081759197,-2.943284010017648,-1.7373107308084148,-2.415287884421412,-10.403627536385631,-4.144870640885589,2.0802542239370037
2019-04-05,-2.216591398470904,-5.3559795490321385,-2.079365568942481,-2.3747785934149697,-1.8640717398091435,-10.71611902928716,-4.032134278424001,1.9078948667099738
2019-04-08,-1.7145232326657698,-4.834153454170401,-1.9017744723048065,-1.9151876898078457,-1.462987503003386,-9.78223243392845,-3.6971311484157656,1.8335744006048955
2019-04-09,-0.8676284330479838,-4.132975546956784,-1.2631018483871044,-1.6351266446202057,0.5288273029894923,-9.358298945153448,-3.0136287748903805,1.8452476776275588
2019-04-10,-1.0157707500642628,-3.494933195844336,-1.5031527435547798,-0.8851794067145988,0.7368523198672889,-9.370241697630027,-3.280579124908815,1.968199026221131
2019-04-11,-1.153685593907584,-3.4904871560832205,-1.6751881276303,-1.1753496779333663,0.3310102561605375,-9.872508564045676,-2.6739591817080273,2.3700330801004137
2019-04-12,-0.05266557850650208,-2.4751675528451473,-0.9395815966564525,0.03093154743735345,-0.06736010576667154,-10.060752136221604,-2.089087089860502,2.540090100039585
2019-04-15,0.6408487881558615,-0.6953119595616157,-0.42314002670571244,1.7409945515653367,0.07978759270686085,-9.151567643949745,-1.367864113138449,4.053221588771458
2019-04-16,0.35902967904633976,-1.704493720376262,-0.563690991157398,1.9812204052517175,-1.8912309483933454,-9.081966696988802,-0.8516155037706372,4.578406400587485
2019-04-17,2.0757704460380006,-2.3760527506995843,1.0201655926087294,1.276309001414915,-1.1751070601251068,-9.00860574195182,0.04631489045164323,4.854994802457887
2019-04-18,2.259941098074022,-1.7868278711743764,1.38208758081389,1.838323633786726,-0.35172659211971846,-7.235414554322937,0.432067851125812,5.608195076342476
2019-04-22,2.0190541093255505,-1.5547339600374508,1.5161849481362808,2.53864484351779,-1.107673289452952,-8.043209662594617,0.11353667273422534,5.388291888559971
2019-04-23,1.3686100856410632,-1.7339213206807071,1.4131108038918216,1.408020364511754,-0.7072249593609916,-7.006202927176066,-0.35689995837023863,5.727974496030187
2019-04-24,2.7090372906843503,0.8484585624955812,2.6368599951080056,3.7240295923598232,0.26830355569803044,-6.651152990267457,-0.018950141466398666,6.441923413635068
2019-04-25,2.2881056085715348,0.507306405163965,1.6985469046778316,3.9207386406997404,0.401868953119827,-6.953042400924272,-0.200064652770191,6.192027359238639
2019-04-26,2.134983403467788,-1.474745644388751,1.4167895700830744,1.9382924505596353,-1.4078935114640807,-7.3453316239460635,-0.17030737755858832,4.271461815990095
2019-04-29,2.4654325200906233,-1.3472016323945537,2.0023472872858115,2.203094927867751,-0.6402262219953485,-7.106861196535634,-0.4138998512632438,5.8365386726658315
2019-04-30,1.8350481326916608,-1.7735662781978814,1.5701916837855994,2.1918527724089345,0.6232370051758063,-5.976581124258495,-0.6885996165879171,6.29412968001814
2019-05-01,2.667945636321325,-1.6777379853558876,2.745610896765361,2.480308774097507,2.8595940275936287,-5.126768662663491,0.30626156235733765,6.4280782681950175
2019-05-02,2.257801085437263,-1.290455622820693,3.254034374766822,2.5237426758207397,1.3117934843749826,-5.434286275655211,0.6925490021200406,8.210422183871415
2019-05-03,0.9671209832655077,-0.13072166338180882,3.295534361469394,3.220529744799916,2.0865701829354815,-4.886468061586424,0.8087694453843015,9.853010816238339
2019-05-06,1.353212753931422,-0.12441957854510116,2.9962448433544306,3.1908437425333545,1.7729387348451136,-3.558470671090276,0.7352983081510828,10.537810477227843
2019-05-07,3.718092198103806,0.9402164265765081,6.286545897200344,4.632573692815391,0.3039011122930615,-3.3227849227034802,0.5956155142322714,11.103443984338682
2019-05-08,3.7427539620423484,1.5829262073891717,6.351018593586234,5.557587730883686,1.6094167711750607,-4.510811530313633,-0.2542134941916613,10.987215517717544
2019-05-09,3.1460142354259277,2.4027125761564907,6.032117278029866,8.698901341989018,1.501636806876539,-4.887413893372972,-1.4080200826782752,8.548329453168959
2019-05-10,5.83127362906139,1.7603928992082956,8.009476737567926,8.371600546489088,0.22876804986968827,-6.7951334508824175,-2.2021184549578807,7.951026604745762
2019-05-13,6.946497865207101,3.5871806792180263,8.869444000717884,10.303825271404005,2.333314773697198,-4.779434801188362,-1.2988071603612228,7.918873442603827
2019-05-14,7.40152628045099,4.9010026342621655,9.379485163569218,11.299900709799228,2.693131227633134,-6.224844109390338,-0.3403480944847614,8.672243402437395
2019-05-15,6.048704726440649,6.313129107678166,7.848654598144324,12.704007517680893,2.2029281516855628,-8.286379461635084,-1.267136217436205,6.872417415416819
2019-05-16,5.437538205117375,5.649453285769078,7.149360308644821,11.943572687559573,1.1754454204662574,-7.969536268825913,-0.30872159963236806,6.92046270059187
2019-05-17,5.179290130115354,7.872464684362238,7.065642067392018,14.133262049707074,2.616041875561549,-6.265569100399046,0.27795549394917984,6.634173767520385
2019-05-20,5.748661515582527,7.563633658279957,7.939872004410159,12.997170040629408,2.231258132940313,-8.426562771716611,-0.9182404050409682,5.98796982937514
2019-05-21,8.216063193764672,8.000469238060154,11.358157903691685,14.024971940726685,2.29799055642216,-7.9345849580855905,-0.5044827407871606,6.746580254223443
2019-05-22,6.742534316668854,8.866636051635455,10.085567927380577,14.918998867137345,0.8705694798139846,-8.582579996643691,-1.4533737515430274,5.694595023301235
2019-05-23,4.473623128602743,7.2609269516886235,7.7952020977844,15.037874049244538,1.3870565551170966,-5.902140228204442,0.9672612480047291,5.60868527168899
2019-05-24,4.069951205777484,7.868045167938689,7.008817741312523,15.50170595986176,0.6144829294583981,-5.889984027731575,1.2959237185266472,4.89764385330721
2019-05-28,4.184992852925236,8.407137666293613,7.097338682148048,14.963688772255656,-0.2528874954192236,-6.295226024537379,1.3174173505112248,5.255657167318323
2019-05-29,6.15624987272149,8.914951150376638,8.873460246361875,15.48868281696581,-0.06143012797680085,-7.1848213697953796,2.055138199905832,4.979897241668164
2019-05-30,6.457509487675324,8.840402064638866,8.99925322399854,15.422270548650129,-1.9958378671911092,-5.464933528632835,2.30276591598463,6.569070525681485
2019-05-31,6.577593136153934,7.874833077148896,8.913101835360022,14.450989089443379,-2.5967190198435697,-6.222412493759853,1.5869299382703705,6.34289509112078
2019-06-03,6.15946336473598,8.894102213722826,8.820979708044007,15.827099488749171,-2.0676082433914105,-6.441563366710333,2.5122094412981153,7.748585242668783
2019-06-04,7.654276298197551,8.51874610163403,10.389426721371228,15.771095586768475,-2.8881253498626727,-4.772163998251516,3.495959592115526,6.396058903054816
2019-06-05,9.322732646520246,5.798943346915859,11.697639448065962,13.17474284723343,-3.4931299740636157,-5.768110375362375,1.8827460226545811,8.157129464517668
2019-06-06,7.2991237546202585,6.784856978592623,10.042840375254475,14.231827685620663,-3.397267533664969,-6.441004231372246,2.268213816570832,7.9549961050847315
2019-06-07,9.224263442885986,6.231717142319558,12.635035462101213,13.68053144445582,-3.6660965783694843,-6.49416661612498,4.9967575239014055,7.916858594971118
2019-06-10,9.742184724337646,8.595987191245863,12.959627596378464,13.45826863531045,-4.90164950981357,-7.430910684624294,4.361124377732164,5.831786851207718
2019-06-11,9.042957343092226,8.306095470417638,12.341255505303208,12.961432089388259,-5.637001558565875,-9.181943295270823,0.5015957480115817,4.86175157766852
2019-06-12,7.878533717826072,7.759280388714264,11.712094118493285,12.198877327138433,-4.782964254507829,-8.731004647879297,2.9912424155038138,5.775910951331611
2019-06-13,8.625155027081716,8.709456894151192,12.508150531361306,12.682333567648252,-4.56499183466457,-8.88706007065666,3.1684600472213207,5.853044805375114
2019-06-14,9.945029620331496,8.675286051923809,14.088438750159444,12.653808079498216,-4.088031575967579,-8.755696948225673,4.804147188071782,5.865303770038991
2019-06-17,10.224536908081207,9.253665099812775,13.769040694009405,13.22782502851311,-2.6253608842390355,-7.950834412976093,5.143632963421457,5.859186164084816
2019-06-18,8.302548050048287,8.882775060564628,12.10418777222496,13.092551767052353,-4.986229354965399,-8.86645995433639,4.745442941181326,6.2590636225003795
2019-06-19,8.312766888087138,7.3086826851104085,12.055462690603306,11.49229859878355,-5.136814776336854,-10.435349260824326,4.319871928650532,4.204988675526015
2019-06-20,8.057163688983861,5.923565623884156,11.194366608449267,10.177537909882668,-6.47475613902081,-10.570244412607979,4.0822499712046145,4.4848351332463325
2019-06-21,6.768490039185752,5.207932404214461,9.685205871013528,9.414090718662662,-8.057898735952941,-11.358209058354435,4.822135203786475,3.17683289803673
2019-06-24,5.8810383261826065,5.109817165451975,9.029599186615018,9.373286965350019,-10.996363889279104,-12.91053862135006,2.325906567652579,2.004914223014217
2019-06-25,4.343072571201488,4.814149481166012,6.975591867772282,9.137240695691526,-16.246885087552403,-12.97210285602422,3.374205255694049,2.0153891477375665
2019-06-26,3.1632226966861765,5.4114664349691575,5.822231505371865,8.92371275130008,-16.638574244108266,-11.525482521364633,5.003559666026409,2.6367881321202433
2019-06-27,3.4903538384025388,5.312485741487456,6.090771541797784,8.841622838243875,-16.36644232974755,-11.265459405763432,5.652390488655971,3.467101935400877
2019-06-28,3.8029885362785896,5.423800044313012,6.224906433665265,9.256688047026126,-16.40442171962277,-11.457095122725669,5.294862023967023,3.5270423098893637
2019-07-01,3.7258586833816283,6.196093798300914,5.90497528493249,9.938550476743917,-16.97765941910148,-12.302868706412701,4.586198068281281,2.3318515061915526
2019-07-02,4.036445850049162,6.699706956638761,6.3325586773419955,10.545882370311402,-18.303661406757247,-13.258086123396884,4.1089240213499805,2.050463054249909
2019-07-03,4.606266349210485,7.526015446480749,6.9830006519266465,11.355243651218675,-18.148929206604464,-11.98091552413346,4.212568343768389,2.4012962863292993
2019-07-05,6.771332274358939,7.783200116093915,7.606131411967453,11.266326090563464,-19.70102169569854,-13.580944282052734,1.4511266216733425,3.332578052492551
2019-07-08,5.772234859905011,7.643416150262819,6.607033997513537,11.126542124732367,-19.43514798009512,-12.870864557594217,2.0367221436253145,3.68532710688393
2019-07-09,5.735642329454476,7.9230374986024685,6.418593023057293,11.339122477802158,-19.731188133816968,-12.578109162737588,2.502200241131788,3.6252635041472954
2019-07-10,4.722475947107891,8.194102056962189,5.489242559822184,11.779374700342908,-19.274715164386922,-12.457963860154567,2.642319778259916,3.874198450922762
2019-07-11,4.053006787096561,8.30135158923341,4.551862691909089,11.69681129581766,-19.663356531120282,-12.439834093244073,3.15372569770434,5.101872987884063
2019-07-12,3.8070832746275283,8.194495379988775,4.074355311885773,11.803006700372034,-19.56976364159205,-13.295888302696603,3.1718961597352275,5.329023346917396
2019-07-15,4.009566198433865,8.852049977339215,4.488110623193372,12.660166482781374,-18.94954123403761,-12.432263260862248,3.778309435735494,5.549955943012845
2019-07-16,4.629865638172663,9.341530034445954,4.776986639997358,12.91176655091749,-17.765113285166827,-12.074242576244629,3.4752865125572,6.028743036787184
2019-07-17,5.731965543506111,10.090682827367644,5.620356840696044,13.483084979526657,-17.69235919297496,-12.173278914172805,2.7207809793954127,5.4881345933474055
2019-07-18,5.939527465574372,10.657860387786574,5.9477347385707455,13.777442212647381,-16.193429557238616,-11.10193077379289,4.208636038473868,5.933866028646585
2019-07-19,6.963745634820412,11.68658420033652,6.720967589806656,14.19884153167484,-17.013400192075668,-11.244025930094855,4.085591471943466,6.0464176451771445
2019-07-22,6.91182031447555,11.507226531814657,6.698896614006481,14.106403728711472,-15.719508330741045,-10.599062852529896,1.8879614006695966,6.2099222653640895
2019-07-23,8.314269100308715,11.842596067213043,8.235225484471204,14.607630309461255,-15.213007179141592,-10.200054251130144,3.3424947288323277,6.196072351009767
2019-07-24,7.859485983451584,10.035182013030063,7.517772062260142,12.885559536083214,-14.859921083772127,-10.680916087219517,3.0967626653792726,4.6662994678927285
2019-07-25,7.107344387005894,9.81704882799729,7.102133188268317,13.473770893747764,-14.096259935024207,-10.097756322528005,2.1293023490389986,4.34870737620775
2019-07-26,8.50014234352805,11.78115152465037,8.93654189412804,15.825488330890328,-12.60038652603209,-11.024165575833079,1.6492225075366393,1.5715233085098872
2019-07-29,9.611144121098109,12.535517968148577,9.29703729015528,16.04806418113835,-12.137802899044313,-10.766391382393858,2.2556878452728277,3.903040349600563
2019-07-30,10.041978619945525,16.848303538340808,10.158975478776005,20.5224944696128,-10.780606046916446,-10.66163355094999,2.271430671812179,3.0869393135567416
2019-07-31,8.65045424965664,12.118457957151993,9.084180607566465,15.784673241371383,-10.780240532955126,-11.816715079451697,1.8758833476619476,3.3962671936422764
2019-08-01,8.525828954960815,12.460667357591367,9.20041302653545,16.12530666342979,-11.462261541432458,-12.033443655196837,0.7689333662628318,3.221428750664205
2019-08-02,9.625807481457976,14.207675350483093,9.554829608563608,18.245599563522287,-9.724657683752493,-10.390870537765013,3.721933560770221,3.26512260641125
2019-08-05,11.171273473666668,15.098427395413363,11.173693394841836,19.166729386090033,-8.759036487720381,-8.666713110987978,3.508041286015305,3.4233210575395954
2019-08-06,11.790969421564544,16.497236151496512,12.572589444275756,20.686387092579295,-8.732936844348425,-8.080749980089445,3.6498999108162358,2.128847807665637
2019-08-07,15.017685718911633,18.810512982528444,14.792582064176859,22.976144927383338,-6.889708109749374,-8.428191731283908,4.123032990255647,3.2828943648177638
2019-08-08,15.097287890726516,20.581677408554945,15.983817555818764,23.321516874390056,-5.490547165584176,-9.120792242154623,3.82308692692685,2.9349377368334646
2019-08-09,15.103381105694513,21.351229074317718,16.001676939764835,24.03698521944583,-4.507628809671747,-8.851889606437648,3.3415054208899995,1.724942816694403
2019-08-12,15.158792580186493,22.191723351778403,16.377010686960443,24.54868175215734,-6.60702042419179,-10.342053959689768,2.0175716375606187,2.3322002345813537
2019-08-13,16.1168751001425,23.078891782548716,17.191441539075505,25.424973543153357,-5.313248620074972,-10.727051775417035,3.0871014554204317,3.405830598239496
2019-08-14,17.143541382665695,22.993934722983468,17.531320488389678,26.086617539887776,-4.951178449227203,-10.902156347787166,4.469731010637602,3.387403077177511
2019-08-15,17.596304079440436,22.339165173334926,17.608550805917023,25.519374582871844,-4.461415519163467,-10.532280156550835,4.983536408273581,2.141027400965769
2019-08-16,19.47662483156011,23.428890857584136,17.61052512846108,26.49115928017037,-5.124343366436709,-10.374397668000668,3.602807645240497,2.3649367517278113
2019-08-19,18.272404456213586,23.998044435351453,16.58818671571568,27.08158859864096,-7.758587341624351,-11.525195933334302,0.18483798658893644,1.325728830444151
2019-08-20,17.605987314498307,23.266214783223322,16.570813099968642,26.252582458736107,-8.357644134618008,-11.539605415181626,-0.5470666120928164,1.356728477566154
2019-08-21,17.039907257686345,19.422923160858694,16.28113295682384,22.50039818438872,-7.8293722106954915,-10.987551061992795,-0.6236074880369215,2.2147140517376958
2019-08-22,17.046762366861973,19.467835335690072,16.948426662228535,22.629600538465912,-6.97379843216204,-8.662245193338531,-1.6023448358300254,3.5579649077948377
2019-08-23,17.577452376514636,21.0394150019201,17.324826247109705,23.422729619407697,-6.632858715147119,-7.725786617098867,-0.44713488398309564,5.4328808811282405
2019-08-26,18.278478806182157,20.188785614640363,17.27037879376698,23.876343469187912,-8.647276420925495,-8.8295911277273,-0.2737030401394761,5.362841444738916
2019-08-27,18.73265790207383,21.415927633770504,17.49789641615723,24.41930293347742,-7.803689922363945,-9.669420837514139,-1.0338080315830847,5.590028040639015
2019-08-28,19.99312539034852,19.48082654397696,18.726133377251543,22.047620443625906,-7.736433913955311,-10.07986778696451,-1.2167556802123274,5.401324034125544
2019-08-29,18.59810718767044,20.20418883074184,17.20214063627675,22.812110005540113,-6.813563072319405,-9.611287847861373,-2.8839883233573906,5.449316992716879
2019-08-30,17.15094081162723,18.3760672132716,16.037272816706498,21.472889870215155,-7.678110374616604,-8.684437324212428,-1.9914746874322713,4.86797589558856
2019-09-03,16.8624316301013,18.284844838858312,15.468293543856888,21.35210256387812,-6.213746786918632,-9.025383044619574,-2.8065709502383123,4.689885783637705
2019-09-04,15.334190202137126,19.204516952928163,14.04722820294094,22.377817914267954,-6.013216661794022,-6.566613519202674,-3.539053310168568,5.409929409927419
2019-09-05,14.321936876396602,17.19248446950171,12.811103898230758,20.645898408616596,-6.708221478362643,-6.394680285113309,-3.6669897825370152,4.263131014785121
2019-09-06,15.392356765968163,17.794079127885098,14.592203040389123,22.043509379193672,-8.038756567768022,-5.5554333104983495,-6.338986215264701,2.828196425105939
2019-09-09,15.782495736794505,17.796678992560157,15.082325005444266,21.70061653862898,-9.615912890320486,-5.921602096879374,-6.460578158988148,2.583084814162892
2019-09-10,12.101162878704477,15.21392697842105,12.920628633670459,19.694542758725227,-13.04041640600831,-7.99773291422247,-5.719726344669448,4.810136910658778
2019-09-11,12.358521178669715,14.89826979568734,15.294138633322419,19.544982173963614,-12.722270240404823,-8.600307420961597,-6.929590581257294,3.0354555794131404
2019-09-12,12.8638681241725,14.484172292956703,15.556451571785093,19.65150180611718,-13.26050480340818,-8.684468845310496,-5.887857442695514,4.402842289955585
2019-09-13,12.465412923695771,13.938171412828998,15.240207074251833,20.01846021523106,-12.74919511624808,-7.679755751419809,-6.010353769557045,5.070808980679981
2019-09-16,13.58724917209398,12.986563305924742,15.987419015799398,20.09376984060618,-12.42331118321404,-8.412797164232433,-7.1643436113325105,3.91815589111303
2019-09-17,13.15557521785505,12.122585597033028,16.033335063325207,20.51732391527417,-12.643954596266834,-8.934981192742452,-9.258634994213995,3.047901480282616
2019-09-18,12.857240582306384,13.75170433484721,15.910478033762901,22.228387535663245,-12.689668356682487,-8.12616851250923,-8.44331686537361,5.325343588145345
2019-09-19,13.610927065082166,14.86340301068527,17.199965088544435,22.728949746129672,-12.938296157831394,-7.653815292242928,-9.40598945180047,5.067124593521081
