date,EW-L,EW-S,EW-LS,VW-L,VW-S,VW-LS
2020-03-27,14.81192842,8.917876347,23.72980476,-3.619675778,19.59131481,22.02805576
2020-03-30,15.20739955,7.07869333,22.28609288,-3.141015886,16.89817004,19.82660497
2020-03-31,14.74842765,7.531590106,22.28001775,-1.969035997,15.22240647,19.34250883
2020-04-01,9.632946273,12.85633798,22.48928426,-6.294425089,20.56632949,20.59079524
2020-04-02,8.069942769,16.40698929,24.47693205,-7.763056113,23.29496037,21.89061061
2020-04-03,9.372385219,14.57622658,23.9486118,-6.085751825,21.57351308,21.87534441
2020-04-06,11.2520521,12.26111175,23.51316384,-4.094181646,19.39918712,21.73592362
2020-04-07,18.19990718,2.526759015,20.72666619,0.763783564,11.37082876,18.96113894
2020-04-08,17.36808261,4.461532765,21.82961537,-0.551658573,14.69026479,21.0083557
2020-04-09,24.27420572,-3.140825613,21.13338011,3.893188292,7.334210002,18.42845995
2020-04-13,26.05160169,-3.788124275,22.26347742,4.777064355,6.839420586,18.82191135
2020-04-14,25.36110387,-1.864319325,23.49678455,4.866661189,7.02893384,19.10085188
2020-04-15,23.15448455,1.524218222,24.67870277,4.344740454,9.834835071,21.39931011
2020-04-16,23.58824532,2.516149559,26.10439488,4.97827105,9.669328429,21.86838014
2020-04-17,25.40384699,-1.982346969,23.42150003,7.963478168,8.170698986,23.39935592
2020-04-20,25.32857235,-0.796620366,24.53195198,7.516632933,8.518175009,23.30154015
2020-04-21,22.76940175,2.416780278,25.18618203,4.700731725,11.32380487,23.37025063
2020-04-22,26.06208237,-1.486743124,24.57533925,5.936286953,9.440388828,22.74573373
2020-04-23,26.5966338,-0.804796011,25.79183778,6.678333141,9.244130373,23.29297382
2020-04-24,26.45150546,-4.709938781,21.74156668,5.62771289,7.769176577,20.75170524
2020-04-27,28.48841913,-5.328071467,23.16034766,7.615550176,6.777300965,21.76728432
2020-04-28,30.92072161,-12.28835392,18.63236769,9.870811383,1.724727016,19.08547328
2020-04-29,31.41673918,-15.73015704,15.68658213,9.255677766,0.478225122,17.21609805
2020-04-30,30.71654352,-17.01852719,13.69801633,7.630980779,0.375660627,15.48715572
2020-05-01,27.63857676,-12.84883118,14.78974558,5.506579031,3.720120727,16.77781143
2020-05-04,25.34791082,-8.332011957,17.01589886,4.278293434,7.1571707,19.02832253
2020-05-05,28.90642828,-12.51516274,16.39126554,7.814711404,3.21342619,18.76066637
2020-05-06,28.07513109,-12.38129128,15.69383981,7.829766635,2.621967519,18.18435223
2020-05-07,27.54804859,-11.66468542,15.88336317,7.459330464,2.401224067,17.59235247
2020-05-08,29.47887258,-13.95168996,15.52718261,9.411980674,-0.337915578,16.85954771
2020-05-11,29.55534471,-14.01045999,15.54488471,8.775893529,0.217834103,16.78274667
2020-05-12,30.25814729,-14.16323445,16.09491284,9.478606037,0.263922728,17.53122514
2020-05-13,27.17665194,-9.353357413,17.82329453,6.654230106,3.829991735,18.37322292
2020-05-14,22.58390761,-3.530788179,19.05311943,3.472387881,8.786443812,20.30404663
2020-05-15,23.16097478,-6.062726411,17.09824837,3.916008012,5.710457126,17.68550616
2020-05-18,28.86462583,-11.33728765,17.52733818,9.041229762,0.131350131,17.51787064
2020-05-19,30.73692478,-13.96792223,16.76900255,9.102795776,-1.900023711,15.54932584
2020-05-20,31.18300262,-13.94873374,17.23426888,9.570164941,-1.581199857,16.33403461
2020-05-21,31.69699949,-13.94760182,17.74939767,9.26729289,-0.727197964,16.88774384
2020-05-22,30.74646869,-13.9897899,16.75667879,9.064848751,-0.046300973,17.36757183
2020-05-26,33.44120428,-17.05750811,16.38369617,11.73665708,-2.165779952,17.97636022
2020-05-27,32.09073588,-18.19392704,13.89680884,10.02423655,-2.118219708,16.31232118
2020-05-28,33.54447778,-19.70055481,13.84392297,11.22317433,-3.487033775,16.15886894
2020-05-29,28.46338902,-19.16132217,9.302066851,6.369156619,-4.653830252,10.07966423
2020-06-01,29.33281673,-20.00752015,9.325296588,7.667401223,-5.710390538,10.33504794
2020-06-02,31.82966987,-23.38263692,8.447032947,8.50749462,-7.070127229,9.826856887
2020-06-03,32.52606957,-26.06296407,6.463105496,9.161353937,-8.663416121,8.897893811
2020-06-04,32.96601339,-26.45500967,6.511003718,8.242418279,-8.894076514,7.746165889
2020-06-05,38.11933092,-32.47175186,5.647579057,10.77231657,-12.33615153,6.921436636
2020-06-08,39.22487679,-37.9106812,1.314195585,10.72288264,-12.28671932,6.921459361
