day,SESTM-LS-EW,SESTM-LS-VW,LM-LS-EW,LM-LS-VW,H4-LS-EW,H4-LS-VW
1,9.227660350652737,6.308034041039264,11.369624953145575,2.4591100281695812,17.049590693544246,15.131118344932375
2,2.5831827536087695,0.7487938153981968,9.886962269194111,1.4224566251010624,15.245559464225721,3.7318608596398506
3,7.5394705988486805,-3.417593006762752,6.383875664659023,8.42340939653185,7.466986433211455,-4.0795265815702315
4,8.019838412423903,-1.0536957798675737,1.4667458715962076,-2.0327470234877576,-1.5695543016593982,11.117860206389667
5,-1.237398555015549,3.4542841052945508,-0.6448958527813203,11.103513592982985,14.745138731195286,12.432400148248806
6,9.415415777162913,3.0732683157827343,10.623758904865012,8.087806998526597,20.631810667896733,14.457272282676975
7,-5.2684388868575525,-4.035302379810952,10.701101877339989,11.550050544199435,9.127588417899158,4.277305867333498
