date,EW-L,EW-S,EW-LS,VW-L,VW-S,VW-LS
2019-03-08,15.52168050909217,-13.216861733654136,2.3048187754380245,8.334303387899112,-13.528811161222706,-5.194507773323592
2019-03-11,16.811371565746814,-14.242924951873917,2.568446613872885,9.828303691385038,-15.072572611200982,-5.244268919815942
2019-03-12,18.99110426837163,-15.825759496943068,3.1653447714285505,11.438036491019176,-16.559722160464847,-5.121685669445666
2019-03-13,18.157870490036583,-15.155390380777437,3.0024801092591353,12.326716890814415,-16.056364686500004,-3.7296477956855867
2019-03-14,17.296126826993902,-16.530551959091216,0.7655748679026776,12.9168328162175,-15.949047884215329,-3.032215067997824
2019-03-15,16.699787339151683,-16.38403898209265,0.3157483570590258,12.671864460343862,-17.465864960351666,-4.794000500007802
2019-03-18,16.066623547925264,-16.760746058171634,-0.6941225102463757,13.401904374243484,-18.81954131107619,-5.417636936832702
2019-03-19,17.53116839245789,-17.408805611646542,0.1223627808113404,13.864130111194303,-19.2823531577614,-5.41822304656709
2019-03-20,16.180005144643705,-16.49650662143187,-0.3165014767881724,13.639457318416664,-18.894619874163524,-5.255162555746855
2019-03-21,16.25729778406819,-16.74595787904123,-0.4886600949730498,12.820040334720334,-19.53711548857863,-6.717075153858292
2019-03-22,17.045111541084523,-16.835965592485035,0.20914594859947933,13.992524041474233,-18.883549935433567,-4.8910258939593305
2019-03-25,16.003332954726037,-14.357534089739122,1.6457988649869082,11.832734920506999,-17.16943893074353,-5.336704010236533
2019-03-26,14.35525562656732,-15.466403323892713,-1.1111476973254022,12.461323731432831,-17.223227898936425,-4.761904167503592
2019-03-27,13.418779484449484,-15.694238667986266,-2.2754591835367926,12.79940471338586,-18.63854697652366,-5.839142263137799
2019-03-28,12.574357286565508,-14.852955242403906,-2.2785979558384075,11.394069654659088,-17.489629237765907,-6.09555958310682
2019-03-29,12.805153153969345,-16.256147637789535,-3.4509944838201996,11.94864860064664,-18.963739286211876,-7.0150906855652355
2019-04-01,13.623268272452524,-16.875693024349115,-3.252424751896598,14.09551429314285,-20.1244526473635,-6.028938354220656
2019-04-02,15.266000321042181,-16.96536440419904,-1.6993640831568673,14.245342351869962,-20.152327217514816,-5.906984865644858
2019-04-03,15.577714098702172,-18.225165053136813,-2.6474509544346496,14.891469145849351,-20.326451943261453,-5.434982797412104
2019-04-04,14.804980280001857,-17.82568634869228,-3.0207060686904326,15.009947604279647,-19.825638686038843,-4.815691081759197
2019-04-05,16.079241193432967,-18.295832591903864,-2.216591398470904,14.753196503613065,-20.1091760526452,-5.3559795490321385
2019-04-08,16.70957132994431,-18.424094562610073,-1.7145232326657698,15.005785922582577,-19.839939376752973,-4.834153454170401
2019-04-09,16.91486439661856,-17.782492829666538,-0.8676284330479838,15.165060912213235,-19.298036459170014,-4.132975546956784
2019-04-10,15.951297797631476,-16.967068547695728,-1.0157707500642628,15.234809799260574,-18.729742995104903,-3.494933195844336
2019-04-11,16.225454721011882,-17.37914031491946,-1.153685593907584,15.12783961136778,-18.618326767450995,-3.4904871560832205
2019-04-12,16.946057235384867,-16.998722813891366,-0.05266557850650208,15.60244099932167,-18.07760855216681,-2.4751675528451473
2019-04-15,17.21358939832823,-16.572740610172367,0.6408487881558615,16.079714875929017,-16.775026835490625,-0.6953119595616157
2019-04-16,16.54055484086402,-16.181525161817675,0.35902967904633976,15.082035663675985,-16.78652938405224,-1.704493720376262
2019-04-17,17.178690476510518,-15.102920030472514,2.0757704460380006,14.899789035116207,-17.275841785815782,-2.3760527506995843
2019-04-18,16.22320143328929,-13.963260335215264,2.259941098074022,13.46158872176311,-15.248416592937478,-1.7868278711743764
2019-04-22,15.506999149269166,-13.487945039943611,2.0190541093255505,12.720109452122013,-14.274843412159457,-1.5547339600374508
2019-04-23,15.685877648328397,-14.31726756268733,1.3686100856410632,12.649978122908493,-14.38389944358919,-1.7339213206807071
2019-04-24,17.40201739800631,-14.692980107321956,2.7090372906843503,14.390234345053358,-13.541775782557766,0.8484585624955812
2019-04-25,17.135339254055417,-14.847233645483879,2.2881056085715348,14.279441602721024,-13.77213519755705,0.507306405163965
2019-04-26,15.899872786054628,-13.764889382586837,2.134983403467788,12.759250217036659,-14.2339958614254,-1.474745644388751
2019-04-29,16.738001354287587,-14.272568834196958,2.4654325200906233,13.388078909320894,-14.735280541715436,-1.3472016323945537
2019-04-30,16.57908984098667,-14.744041708295006,1.8350481326916608,12.927559463968208,-14.701125742166079,-1.7735662781978814
2019-05-01,17.19474142318276,-14.52679578686143,2.667945636321325,12.91605438871693,-14.593792374072809,-1.6777379853558876
2019-05-02,15.545293808391719,-13.287492722954452,2.257801085437263,12.032560449851667,-13.323016072672353,-1.290455622820693
2019-05-03,15.192615083012681,-14.225494099747168,0.9671209832655077,12.694032475107425,-12.824754138489228,-0.13072166338180882
2019-05-06,14.359445495469972,-13.006232741538545,1.353212753931422,11.524259266170263,-11.648678844715358,-0.12441957854510116
2019-05-07,16.785112508298848,-13.06702031019504,3.718092198103806,12.675136884845548,-11.734920458269032,0.9402164265765081
2019-05-08,14.874281934524186,-11.131527972481834,3.7427539620423484,12.352402059384533,-10.769475851995352,1.5829262073891717
2019-05-09,13.00934528623124,-9.86333105080531,3.1460142354259277,11.841978517664584,-9.439265941508088,2.4027125761564907
2019-05-10,12.594096722844478,-6.762823093783086,5.83127362906139,13.397780291144045,-11.637387391935743,1.7603928992082956
2019-05-13,12.167074496582401,-5.220576631375297,6.946497865207101,13.731176492810102,-10.143995813592067,3.5871806792180263
2019-05-14,12.071421565772967,-4.669895285321974,7.40152628045099,14.781442998128345,-9.880440363866171,4.9010026342621655
2019-05-15,12.078773487292091,-6.03006876085144,6.048704726440649,15.709755868510605,-9.396626760832433,6.313129107678166
2019-05-16,12.916505009440687,-7.478966804323312,5.437538205117375,16.401516535819148,-10.752063250050064,5.649453285769078
