BIIB,230.9600067139,229.6699981689
ADI,114.25,114.4599990845
BBBY,16.7999992371,16.9200000763
JBL,30.1900005341,30.3299999237
CAT,139.5,139.9900054932
TOL,37.5099983215,37.5800018311
LEN,52.0099983215,51.9799995422
KBH,25.6100006104,25.8500003815
DHI,43.8699989319,44.0299987793
BSBR,11.6400003433,11.7100000381
PBR,15.5100002289,15.5200004578
GOL,11.7399997711,11.5200004578
CIG,3.6900000572,3.6600000858
BBD,9.1499996185,9.0399999619
BBDO,7.8499999046,7.8400001526
TAL,38.5,38.8699989319
ITUB,7.1145920753,7.0898599625
EBR,8.6300001144,8.4300003052
SEM,14.5600004196,14.6499996185
VCEL,17.9200000763,17.8400001526
CERS,6.0500001907,6.1100001335
VEEV,140.0,141.0299987793
ENSG,48.2694091797,48.1571578979
NVO,49.5400009155,48.7200012207
PFE,37.9221992493,38.3301696777
DVA,55.7400016785,56.2200012207
MOH,128.0500030518,132.5
INCY,74.4300003052,74.6100006104
PRQR,11.5500001907,11.0100002289
CNMD,82.1100006104,79.0
OMCL,78.2699966431,80.9899978638
IART,52.5999984741,51.9099998474
DHR,130.9900054932,131.7100067139
CBAY,13.0600004196,13.3400001526
UTHR,105.4599990845,102.1900024414
BSX,37.2700004578,36.7799987793
RARE,68.3000030518,67.6500015259
THC,24.1900005341,24.2800006866
GSK,40.5900001526,40.7999992371
BDSI,4.8400001526,4.8400001526
ACHC,32.4000015259,32.5200004578
ACAD,25.1299991608,25.1700000763
STAA,32.8100013733,32.9000015259
PINC,33.5600013733,33.5999984741
STE,129.4400024414,130.75
ALNY,86.9800033569,88.5
FOLD,13.5200004578,13.4200000763
NUVA,60.0900001526,60.7599983215
USPH,117.3899993896,115.8899993896
