DATE,EARNING LONG,INVESTMENT LONG,EARNING SHORT,INVESTMENT SHORT,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2018-12-31,0,0,0,0,0,0,0,333,333
2019-01-02,10238.313597338582,10000.0,10220.560404384623,10000.0,50,50,0.89,198,198
2019-01-03,10103.659478825122,10000.0,9904.639974535421,10000.0,50,50,0.81,227,227
2019-01-04,10300.797897283466,10000.0,10135.686028085598,10000.0,50,50,0.82,268,268
2019-01-07,10259.844260510805,10000.0,10100.227296326992,10000.0,50,50,0.81,285,285
2019-01-08,10128.141805337631,10000.0,9967.208811270577,10000.0,50,50,0.93,244,244
2019-01-09,10003.2339955095,10000.0,9921.075123938324,10000.0,50,50,0.85,226,226
2019-01-10,10047.186334965121,10000.0,10029.933562458471,10000.0,50,50,0.89,263,263
2019-01-11,10054.000085211777,10000.0,9969.177862628057,10000.0,50,50,0.77,293,293
2019-01-14,10069.13594341209,10000.0,10132.837921869663,10000.0,50,50,0.83,190,190
2019-01-15,10048.688024521542,10000.0,10076.988038006602,10000.0,50,50,0.83,250,250
2019-01-16,10116.606788615294,10000.0,9930.418854711083,10000.0,50,50,0.79,200,200
2019-01-17,9877.484775856079,9800.0,10139.61207798688,10000.0,50,50,0.85,242,242
2019-01-18,9991.909762384152,10000.0,10007.864370935928,10000.0,50,50,0.9,276,276
2019-01-22,9963.58302329273,10000.0,9850.591047689046,10000.0,50,50,0.86,270,270
2019-01-23,10119.926909164498,10000.0,9817.016575140731,10000.0,50,50,0.86,275,275
2019-01-24,10249.831945187527,10000.0,10139.918840051983,10000.0,50,50,0.78,223,223
2019-01-25,10000.230237380578,10000.0,9758.691295280518,10000.0,50,50,0.83,304,304
2019-01-28,10130.326858508459,10000.0,10005.995079199161,10000.0,50,50,0.91,273,273
2019-01-29,10124.054442215593,10000.0,9929.499727697917,10000.0,50,50,0.85,267,267
2019-01-30,10135.917349426309,10000.0,9969.502230933223,10000.0,50,50,0.88,218,218
2019-01-31,10256.39940326529,10000.0,10017.125835559447,10000.000000000007,50,49,0.8282828282828283,238,238
2019-02-01,10041.145679090321,10000.0,9955.510107541442,10000.0,50,50,0.76,222,222
2019-02-04,10121.222932867924,10000.0,10056.879691162463,10000.0,50,50,0.87,265,265
2019-02-05,10334.482454300147,10000.0,9863.877396649681,10000.0,50,50,0.88,285,285
2019-02-06,9898.468222937854,10000.0,9832.363436645606,10000.0,50,50,0.9,247,247
2019-02-07,10115.889446487447,10000.0,9806.077116455861,10000.0,50,50,0.78,220,220
2019-02-08,10233.753892499779,10000.0,10060.171114972458,10000.0,50,50,0.85,264,264
2019-02-11,10142.699098260115,10000.0,9999.073366610468,10000.0,50,50,0.86,256,256
2019-02-12,10156.130854237479,10000.0,9912.951558325574,10000.0,50,50,0.81,303,303
2019-02-13,10019.078028486492,10000.0,9813.419458892575,10000.0,50,50,0.84,370,370
2019-02-14,10203.304455087226,10000.0,10136.482709228561,10000.0,50,50,0.88,319,319
2019-02-15,10115.547671193666,10000.0,10153.091981595182,10000.0,50,50,0.91,294,294
2019-02-19,10174.358750574556,10000.0,10036.039061328598,10000.0,50,50,0.89,337,337
2019-02-20,10104.084107758981,10000.0,9876.151685083501,10000.0,50,50,0.84,249,249
2019-02-21,10038.879236163632,10000.0,9895.559941266314,10000.0,50,50,0.86,260,260
2019-02-22,10131.619520001384,10000.0,10180.626054847638,10000.0,50,50,0.83,292,292
2019-02-25,9998.794469897111,10000.0,9791.0806555355,10000.0,50,50,0.87,270,270
2019-02-26,10026.71761659254,10000.0,9935.997936117456,10000.0,50,50,0.85,286,286
2019-02-27,10105.664612952536,10000.0,9796.068367002377,10000.0,50,50,0.86,258,258
2019-02-28,10043.072144590324,10000.0,9898.17349265893,10000.000000000007,50,49,0.8282828282828283,228,228
2019-03-01,10059.432076717432,10000.0,10220.512056085525,10000.0,50,50,0.77,226,226
2019-03-04,9908.87447615051,10000.0,9737.585828037772,10000.0,50,50,0.91,239,239
2019-03-05,10180.172864665414,10000.0,9928.431176129598,10000.0,50,50,0.8,249,249
2019-03-06,10241.410324525094,10000.0,9803.94004038469,10000.0,50,50,0.83,206,206
