DATE,investment long,earning long,investment short,earning short,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2019-01-08,0,0,0,0,0,0,333,333
2019-01-09,10000.000000000007,10081.615530607145,10000.0,10171.602849926538,49,50,198,198
2019-01-10,10000.0,9943.049892416831,10000.0,10043.580326707455,50,50,227,227
2019-01-11,10000.0,9958.931645901625,10000.000000000007,10063.303286886132,50,49,268,268
2019-01-14,10000.0,9940.655370422626,9800.0,9723.454220458008,50,50,285,285
2019-01-15,10000.0,10061.897456171795,10000.000000000007,9949.651785703438,50,49,244,244
2019-01-16,9999.999999999998,10031.745206347618,10000.0,10074.152675017796,46,50,226,226
2019-01-17,10000.0,10035.227259111214,10000.0,10019.303498572712,50,50,263,263
2019-01-18,10000.000000000002,10169.888897447474,10000.0,10088.086674717506,41,50,293,293
2019-01-22,10000.0,9949.672373684656,10000.0,10016.285514175379,50,50,190,190
2019-01-23,9999.999999999996,9978.445478604179,10000.000000000007,9947.49632709362,43,49,250,250
2019-01-24,10000.00000000001,9990.451942806501,10000.0,9915.05084506132,45,50,200,200
2019-01-25,9999.999999999998,10006.13954344575,10000.0,10219.388847734192,34,50,242,242
2019-01-28,10000.0,9946.986310540384,10000.000000000007,10041.97534949101,50,49,276,276
2019-01-29,10000.0,10051.293601182579,10000.0,10134.152793097417,50,50,270,270
2019-01-30,10000.0,10003.670518222829,10000.0,10005.800350765088,40,50,275,275
2019-01-31,9999.999999999996,9974.055284858736,10000.0,10042.452496102238,43,50,223,223
2019-02-01,10000.0,10075.61722006894,10000.0,10055.188206183682,50,50,304,304
2019-02-04,10000.0,10010.36535224917,10000.0,10013.514806126199,50,50,273,273
2019-02-05,9999.999999999998,10055.354765237516,10000.000000000007,10043.155831184195,46,49,267,267
2019-02-06,10000.0,10074.498792239961,10000.0,9978.562079436251,50,50,218,218
2019-02-07,10000.00000000001,9979.399293974075,10000.0,9937.272990605541,45,50,238,238
2019-02-08,10000.00000000001,9894.14939076237,10000.0,9885.045647053317,47,50,222,222
2019-02-11,10000.0,10033.016407802466,10000.0,10124.691575865465,50,50,265,265
2019-02-12,10000.000000000007,10047.698654435872,10000.0,10086.236113156572,49,50,285,285
2019-02-13,10000.0,10114.09245475056,10000.000000000007,10115.10347355895,50,49,247,247
2019-02-14,9999.999999999998,9962.859336307394,10000.0,9953.153876599308,35,50,220,220
2019-02-15,10000.0,10117.030141461648,10000.0,10073.209951875628,48,50,264,264
2019-02-19,10000.0,10000.799147055504,10000.0,10040.109797605544,50,50,256,256
2019-02-20,9999.999999999998,10022.079446154756,10000.0,10137.908332965915,35,50,303,303
2019-02-21,10000.0,10016.25617503266,10000.0,10013.421758756309,50,50,370,370
2019-02-22,9999.999999999998,9968.401280715227,10000.0,9903.383745449826,46,50,319,319
2019-02-25,10000.0,10125.594801891559,10000.0,10160.105964377111,50,50,294,294
2019-02-26,10000.0,9870.30734873954,10000.0,9933.459312571857,50,50,337,337
2019-02-27,10000.0,9958.82382079209,10000.0,9955.431795975397,50,50,249,249
2019-02-28,9999.999999999996,9979.58404221443,10000.0,10043.468880604585,43,50,260,260
2019-03-01,10000.0,9979.002427924659,10000.0,10027.9026034294,50,50,292,292
2019-03-04,10000.0,9981.41029537136,10000.0,10068.95221650279,40,50,270,270
2019-03-05,10000.0,9904.786628117243,10000.0,9873.824262087548,50,50,286,286
2019-03-06,10000.0,9968.786737467428,10000.0,9885.682047909308,50,50,258,258
2019-03-07,10000.00000000001,9822.384053123806,10000.0,10054.172960529004,47,50,228,228
2019-03-08,10000.0,9847.863296848413,10000.0,10062.826370659637,50,50,226,226
2019-03-11,10000.0,10058.981377364431,9795.918367346945,9835.16876932491,50,49,239,239
2019-03-12,10000.000000000007,10205.316846213005,10000.000000000007,10184.409429841602,49,49,249,249
2019-03-13,9999.999999999989,10072.865282416635,10000.000000000007,10051.356445598069,38,49,206,206
2019-03-14,10000.000000000005,10007.028063327312,10000.000000000007,9976.316095945183,33,49,225,225
2019-03-15,10000.000000000002,9995.204975679264,10000.0,9965.83447614995,39,50,197,197
2019-03-18,9772.727272727274,9850.518123843627,10000.0,10074.35951540134,44,50,193,193
2019-03-19,10000.0,10077.42955593917,10000.0,10072.008449481693,50,50,175,175
2019-03-20,9999.999999999989,9939.249334350225,10000.0,9947.155071023886,38,50,172,172
2019-03-21,10000.000000000002,10024.532702546941,10000.000000000007,9861.694208525756,31,49,194,194
2019-03-22,9999.999999999998,10088.412366750828,10000.0,10036.936247752801,46,50,213,213
2019-03-25,10000.0,9817.022144362703,10000.0,9675.767790632257,50,50,186,186
2019-03-26,10000.000000000004,10060.58220279599,10000.0,10054.207640554328,29,50,216,216
2019-03-27,10000.0,9963.347783734102,10000.0,9962.793578632218,50,50,211,211
2019-03-28,10000.0,9968.240885971263,10000.0,9894.813420356973,50,50,198,198
2019-03-29,10000.0,9992.562041232399,10000.0,10128.83407267852,21,50,211,211
2019-04-01,10000.0,10021.505236069148,10000.0,10006.193299763632,50,50,192,192
2019-04-02,9999.999999999995,9983.605832247456,10000.0,9985.894100358506,37,50,219,219
2019-04-03,10000.0,9976.056115410523,10000.0,10214.09291385148,50,50,221,221
2019-04-04,10000.0,9972.685780872835,10000.0,10047.138598327892,50,50,257,257
2019-04-05,10000.000000000007,10055.683219866469,10000.0,10080.216595696673,49,50,272,272
2019-04-08,10000.0,9980.849003161562,10000.0,10041.342267624352,50,50,219,219
