SAM,355.700012207,352.200012207,0.004030489597670064
RIGL,1.7000000477,1.7000000477,0.00028005344041308637
FLR,20.9400005341,20.9899997711,0.00288176937304558
CLX,156.1900024414,154.6100006104,0.019345100499745995
DB,8.1300001144,8.0900001526,0.01654742927380569
UBS,11.5600004196,11.5399999619,0.042025788693304277
PUK,35.586807251,35.4801177979,0.09093450232405226
NBY,0.8000000119,0.7099999785,1.3472132845162583e-05
RES,5.8000001907,5.6999998093,0.001226233291517424
NUAN,14.7330188751,14.715716362,0.004177739138323643
YNDX,37.7599983215,37.5099983215,0.012083148329169064
CSX,23.7800006866,23.5733337402,0.0575069689410833
BBVA,5.2300000191,5.2899999619,0.0341216990849605
INFY,11.6599998474,11.5100002289,0.04982106079745588
LBTYK,26.6299991608,26.2299995422,0.01959572135409827
LBTYA,27.4200000763,26.7000007629,0.020177044609729775
PEI,5.3400001526,5.5300002098,0.0003709618918426973
SCHN,24.25,23.7800006866,0.0006380948623823978
SAVE,38.2900009155,37.9399986267,0.0025759786402177187
WCC,47.4500007629,46.8899993896,0.002109119171077513
CVCY,20.8199996948,20.5499992371,0.00028220849308312505
CCBG,26.7199993134,26.4799995422,0.0004409790502218254
SPG,156.0700073242,155.5800018311,0.04752610210343681
CLR,34.9099998474,33.5999984741,0.012935771344108126
RRC,5.0500001907,4.6999998093,0.0012416783218368792
CMC,18.3400001526,18.3899993896,0.0021148163712717853
ITW,157.3399963379,156.1600036621,0.05087156279296157
CTSH,63.3199996948,63.1100006104,0.036003641667806764
MT,15.5799999237,15.1800003052,0.015561453764984728
CS,12.9600000381,12.9300003052,0.03257424453693541
PODD,148.9199981689,152.5299987793,0.008686043045079481
ALV,78.5400009155,78.5100021362,0.006741224188299798
EBF,20.9099998474,20.7199993134,0.0005348440852413679
MRO,13.1700000763,13.1199998856,0.010629170968079532
CDNS,67.5599975586,67.3199996948,0.018642349044982878
CO,4.5300002098,4.5900001526,0.0005426087058692341
SALM,1.8700000048,1.7799999714,4.8254998776698434e-05
ONTX,26.25,25.3500003815,9.78577807451097e-06
VLO,84.3199996948,83.6100006104,0.03469901937077136
CLF,7.8499999046,7.9600000381,0.0022635539979461317
TPC,13.1800003052,12.9799995422,0.0006497419574730992
MO,40.8600006104,40.4300003052,0.07545899507486145
DRI,122.0199966431,120.6100006104,0.014801944621468983
X,10.8599996567,11.0699996948,0.0018677844352560232
CME,214.0599975586,212.8899993896,0.07527020669307544
AEZS,1.6399999857,1.6000000238,2.6570238165916447e-05
WLL,9.8999996185,9.0399999619,1.7963534940727295e-05
