FDX,177.0,178.2799987793,0.06523908844889623
BRO,29.2399997711,29.1900005341,0.011330885131046341
EBS,59.5,55.9199981689,0.004222431744857854
BSAC,30.8500003815,31.0300006866,8.05783000063307
BBVA,5.8800001144,5.9600000381,0.05395755854217982
GME,11.279999733,11.5399999619,0.0015837777813490419
EHTH,57.8499984741,59.2900009155,0.0015585109639144378
EYES,6.1119999886,6.8000001907,8.083481863601213e-05
ARTNA,39.4199981689,39.6500015259,0.0005054248368332653
AXAS,25.2000007629,25.3999996185,0.00029115068771281324
SRT,7.8800001144,7.75,0.0004089884837255823
AGEN,2.7799999714,2.9100000858,0.00046236874205997814
NWPX,24.2800006866,24.4300003052,0.0003276144422204607
AMOT,27.8400001526,27.8466663361,0.0005489980370330167
AMTX,0.9100000262,0.9049999714,2.5661072890438504e-05
VMW,173.7700042725,176.1999969482,0.0989215897874654
RMTI,5.0700001717,5.0999999046,0.00040079164431436044
ADBE,261.8599853516,265.5,0.1769964910375257
SMLP,158.5500030518,155.25,0.001075207607983884
ORCL,52.6699981689,53.0600013733,0.29179185355273884
AVGO,269.7600097656,270.5100097656,0.15255043241885277
JBL,27.7600002289,27.5,0.006332771136806043
TEN,33.2999992371,33.3899993896,0.003732849303057621
EW,57.8100013733,58.5766677856,0.04992761083559307
LLY,123.5,124.5999984741,0.18104232808976659
BTX,7.0,7.4000000954,1.2229722459543486e-05
CDNA,34.7900009155,36.4700012207,0.001995596305392059
ADMA,3.9100000858,3.9800000191,0.0002512065628512056
BDSI,4.8600001335,4.5,0.0004767730408199849
ATHX,1.5299999714,1.5800000429,0.00030599308654333707
ULTA,310.6900024414,312.049987793,0.02522795286537554
GCO,45.1399993896,45.4199981689,0.0011951689100001767
DG,120.0,120.0,0.04316310994773397
EGAN,11.779999733,12.5100002289,0.0004517342941273673
MO,56.1100006104,55.6599998474,0.14574676358047386
AP,3.8099999428,4.0999999046,6.598374195978358e-05
SRLP,15.0799999237,14.6700000763,0.00047517384111322514
DDD,11.1800003052,11.3199996948,0.001792940592651252
SLF,37.7700004578,38.0699996948,0.03133190897071356
EVOK,1.2599999905,1.2200000286,3.043561572448483e-05
BXC,30.9099998474,28.1299991608,0.00039816911445167527
SIEN,11.2399997711,9.75,0.00044601010989360143
NXTD,1.0099999905,0.9056000113,3.3014686766346716e-06
