word,O+ value,O- value
chair,0.0018001219878538437,0.0015775996029915563
upgrade,0.07865957295131527,0.042868843578655925
downgrade,0.04519303994296403,0.09469980471665493
overweight,0.012264906303945524,0.00614693846353311
sector,0.01206161004975503,0.00867096650083379
pair,0.0015158536939924787,0.000997694700671701
raise,0.032573860522818035,0.01918198397218979
buy,0.07718189710358417,0.05333361741326127
pressure,0.0016098076810587695,0.0023134315038561494
outperform,0.023864116933666097,0.016047253093287576
miss,0.004268180920965831,0.009680134496669332
volume,0.02398359741803158,0.009487372211224494
lower,0.018622643787940395,0.03502574928999186
view,0.007175954984092876,0.009751039727319827
call,0.033319788144539904,0.028450648441910562
add,0.007552116569569592,0.006196290773619374
help,0.003002951314492303,0.0013967248478532006
apply,0.0,0.004035148201810866
upside,0.0058255553513108845,0.003940143378086041
offer,0.01853857057842635,0.02394701946587805
concern,0.003059522303326743,0.0055499370361564515
impact,0.0035268286940186027,0.003862228848932259
stake,0.016399310345042984,0.011028418668750699
transaction,0.0018896245012784397,0.001260305827675281
sell,0.019329738026532924,0.02191393708651435
heavy,0.0007341845841328049,0.0007493212608083703
activity,0.00289280291565045,0.002645016383831453
rumor,0.0046299782951478435,0.0035958918300526043
unusual,0.0007976471698207828,0.0012580998312427614
cover,0.0016139909543837652,0.0010213351255681847
spike,0.02209555096156096,0.016447599164032035
option,0.024774421718989192,0.019411546939835704
sweep,0.009975121474064475,0.00802501447141449
ask,0.015677994327578174,0.012497119155132026
medicine,0.0006939608030926917,0.0022778849030821546
whats,0.0022339051786158582,0.002486698904963415
cut,0.005263976429716683,0.012195694940034384
urban,0.0022131694125684847,0.0005428214163791793
fall,0.005105683227847052,0.011138243179354345
join,0.002514918061884344,0.0019263668810528525
replace,0.002031438010289363,0.000658710585541713
weak,0.003173566292752439,0.005086552076146107
sharply,0.0013486432593419247,0.0008493444115650763
jobless,0.0009570152223124029,0.00045552494928916904
claim,0.00211654707531896,0.0019358247725408874
warn,0.0022442511621652127,0.003326037150873176
worst,0.0031965617906056275,0.009900286619714423
perform,0.020687080126168725,0.029366417440559425
increase,0.015655307897694138,0.01192428051339164
boost,0.003368347897610675,0.001836808499343322
low,0.008174539429517735,0.022684745296509337
plunge,0.0012029439652895119,0.00312087645133077
prelim,0.0023047582348319816,0.0029955870562301426
strong,0.0090247083514655,0.006894830977637196
rally,0.008526367977018409,0.005092297729169872
dividend,0.012117427784656049,0.008148546741401372
plummet,0.0012869277062019732,0.0020088556628696823
build,0.002764175039524016,0.003142100297216351
high,0.010148553025693965,0.0072715821315985744
neutral,0.02135773415332436,0.028279407623725168
trend,0.0033813704074522207,0.002371455388592787
four,0.0024653921810521852,0.0022532219530956516
approach,0.0019003399165555077,0.0015218283889960177
yesterday,0.00120941677250191,0.0010490234411129492
notable,0.008369739635631139,0.007488435039154935
right,0.0043194660696990244,0.004210559127244667
despite,0.0016970437894466143,0.0029794264696397232
favorable,0.0015894302588039966,0.0009186452673961956
back,0.00501233365769497,0.003941000216838177
leave,0.0019008253351042593,0.004344426539274754
f,0.004746233323078995,0.0025771378441208255
agee,0.0009387999981848576,0.0013187397657367238
chatter,0.0162111863903426,0.01157021905858819
unconfirmed,0.002163119773222297,0.0013358014301610463
explore,0.0023625306180908023,0.00124384536931541
dip,0.0018862017510594443,0.002994519917163959
interim,0.0017312788423356875,0.0015861314240294795
expansion,0.003142450816804929,0.0015900830509586795
forecast,0.0027985589428508365,0.00465485354285516
pick,0.019197486556011386,0.014412020760467426
slide,0.006905367414074004,0.009521422273564608
vol,0.0006698254661938809,0.0006025758330861841
southern,0.004542267735642486,0.0006039705349027986
suggest,0.003149301592313187,0.0020191169633261745
index,0.00402585585846077,0.0033177807061030955
award,0.007298331338376284,0.005553799799821271
operate,0.005215662680782968,0.00485801422431544
ways,0.0011005785123068836,0.001878546222449785
quality,0.0013606546858967352,0.0009240978111586172
tumble,0.0022409764130684466,0.007502521888039388
mar,0.0021864420925805242,0.0014963230989183595
patient,0.0020027747229383656,0.0026485323358787583
mention,0.0016109005620072118,0.001226415712212315
blair,0.0007951382144274291,0.0012392663639589651
piper,0.002198208206661539,0.0033980957877256055
response,0.0014096747985487665,0.002334155238139145
reinstate,0.0011252506031943375,0.000648825969807487
secondary,0.00113762908007824,0.0010722610212750452
virus,0.0007108322387873165,0.0028814141587278335
anthem,0.0,0.004949358088541398
needham,0.0006549135347948422,0.0011243320960917227
pop,0.002218237161442358,0.0011203881978535178
announcement,0.0036610316840069265,0.0028960591239794984
registration,0.0010299214427504147,0.001263755035656007
shelf,0.0015640474447469182,0.0019632209414049066
repurchase,0.0017947040960285647,0.0016183764702344715
streets,0.002520842826947115,0.0021114807736672438
advisory,0.0003591468917239387,0.0022926207885856486
source,0.005603329098209324,0.001965863849073158
associate,0.0015031133218720942,0.001442315670137018
exposure,0.0006349571049288921,0.0017998863754611098
advise,0.001362780599991599,0.001964941113304771
delay,0.0012715585407422796,0.0015748297273163213
ratio,0.0015111934350219738,0.001899350729277075
run,0.0021394326365401814,0.001299159545881508
negative,0.0033636684990466076,0.004865164345965151
election,0.002168932783833739,0.0015281203071442187
propose,0.0026498918735870956,0.0027695212919667165
public,0.002275831960403961,0.0027347860984227577
effective,0.0013324865029222923,0.0014723335511131295
house,0.0028237169108858463,0.0030607503532106293
due,0.0026417991627832533,0.0030896460790473044
loss,0.009190104741573875,0.00881952260224283
third,0.0017647812256158654,0.0024494528661535325
affect,0.0014272033865999375,0.0018117225635049898
travel,0.00048620945488209134,0.0020958591655614615
rig,0.0007948182561179496,0.0013470283579577866
plant,0.0013983627762188555,0.0020280353743261687
sign,0.007129739189724035,0.0055030994644569686
bed,0.0006096086581558659,0.0010189523436595679
system,0.004183782606732291,0.002522021582202109
community,0.0022076415620100962,0.0026475393350727477
standpoint,0.0009807896364252104,0.0006015579153118371
gap,0.0002831523958835554,0.004095392458305811
long,0.0029741726536271066,0.002633839997047419
bottom,0.0011379911189721803,0.001358775771936586
solid,0.0015011722941356519,0.0014266435940933422
corporate,0.002655356901634279,0.0010267452452831717
finish,0.0,0.003126981032925777
pan,0.002005058826784364,0.0010487536087534959
beyond,0.0011507586755037467,0.0013648737829735124
crowd,0.0013733797529726147,0.0015082227460070762
workday,0.002810007900732115,0.0
less,0.0011284707900837043,0.0013403791188842747
resort,0.0016123535577342342,0.0008245948429632523
press,0.0013099303150993006,0.0010051271816083505
appeal,0.0016823453606557904,0.0011700623302002779
significant,0.0020735763229476115,0.0016061684975978774
challenge,0.0016550091864220764,0.0024006984552390016
request,0.0012899115986749693,0.0014278074023923708
tender,0.0009779211364102536,0.0005738564861826186
proceed,0.0016296591759928775,0.0013327523381878705
base,0.0015600141179713308,0.0010754729939248704
loan,0.002021659070351029,0.0018821686205742175
proposal,0.0033883840242137932,0.0017756537972862512
underweight,0.0019006988668141143,0.002769305971104062
wireless,0.0018134970717729995,0.001323265900434747
track,0.0019479252393006037,0.00133033771392829
strength,0.0019661190308405537,0.0011111626335903592
quarterly,0.0010434611249640956,0.0008396394703352283
black,0.0026789634243816144,0.001751410471452745
disappoint,0.0012487445651371682,0.003651850992988875
since,0.0034287861196783133,0.0022074031515384937
mill,0.0,0.0033666658437461095
downside,0.0013088425463567174,0.0020840607883313195
box,0.0013037292028159637,0.0028858065101630766
green,0.0005060607053880361,0.004018300905446233
video,0.0009980942269805055,0.002012559107140118
preview,0.0032953763682823873,0.002315666163199001
sec,0.0010548535149588598,0.001514077628640899
weakness,0.001161321382903537,0.0029074875416861736
petroleum,0.0043246582148804774,0.001295570850428181
card,0.0010457741039590427,0.002474455666009042
fee,0.001171822726467845,0.0016389146064930478
factor,0.0007887623483723801,0.0018249833445673957
compass,0.0006821816651213036,0.0014217021291596666
way,0.002024584691570513,0.0024522245457989527
shire,0.0019141026103960306,0.0007193955647415577
inventory,0.0012009972575582127,0.0010518510090979135
face,0.0016238084055712717,0.0016212881838697775
south,0.001538839561270727,0.0013678442623978897
investigation,0.0010566648531629373,0.001400126685856528
yield,0.001686780629946771,0.0012583068092257455
j,0.0007007629900179345,0.002952274638515547
caterpillar,0.0009400369275705781,0.0027843116019976894
resign,0.0009592058162041705,0.0017279046151159976
five,0.000857728287864944,0.003974098439563419
chemical,0.0013056891878115019,0.0011278742356828598
ally,0.0,0.0038618925797292173
lodge,0.0007083611923868706,0.0017569667896873149
steel,0.008093782381914532,0.00021254110721097703
intercept,0.0008986180680351383,0.0016219277001783018
storage,0.0010073624512390226,0.0014742626670687508
hain,0.0,0.002786922346969386
plain,0.0018590197883703492,0.0001393813944730842
dynamics,0.0009504620579595063,0.0018151034917330187
flu,0.0016523064481691841,0.0011639602215702469
bluebird,0.001040102479912173,0.0016798781330605802
