DATE,EARNING LONG,INVESTMENT LONG,EARNING SHORT,INVESTMENT SHORT,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2019-09-13,9862.726757929639,10000.0,9904.69392483644,10000.0,50,50,0.91,290,290
2019-09-16,9971.235852334808,10000.0,10040.886062858619,10000.0,50,50,0.88,337,337
2019-09-17,9999.84104381441,10000.0,9872.901622053358,10000.0,50,50,0.92,300,300
2019-09-18,9960.562164048733,10000.0,9997.242915836143,10000.0,50,50,0.87,228,228
2019-09-19,9931.514791753905,10000.0,9886.67774860767,10000.0,50,50,0.92,215,215
2019-09-20,9928.304544891345,10000.0,10062.214501755718,10000.0,50,50,0.93,191,191
2019-09-23,10068.9816830605,10000.0,10042.817361483943,10000.0,50,50,0.81,288,288
2019-09-24,9890.147239507045,10000.0,9739.958261872991,10000.0,50,50,0.87,312,312
2019-09-25,10042.552119479344,10000.0,10106.317253678797,10000.0,50,50,0.9,265,265
2019-09-26,9859.377184372757,10000.0,9873.895558691265,10000.0,50,50,0.91,287,287
2019-09-27,9875.810608807013,10000.0,9901.765349444106,10000.0,50,50,0.9,253,253
2019-09-30,9917.48309765167,10000.0,10065.581155358837,10000.0,50,50,0.84,283,283
2019-10-01,9937.813694280525,10000.0,9738.28981732122,10000.0,50,50,0.87,385,385
2019-10-02,9983.432765528361,10000.0,9888.046625676345,10000.0,50,50,0.92,420,420
2019-10-03,10091.00070313894,10000.0,10159.217399404892,10000.0,50,50,0.97,365,365
2019-10-04,10061.498434131629,10000.0,10008.978560959275,10000.0,50,50,0.88,244,244
2019-10-07,9922.042124301839,10000.0,9780.915056076905,10000.0,50,50,0.92,279,279
2019-10-08,9958.057264597755,10000.0,10006.35601239504,10000.0,50,50,0.94,406,406
2019-10-09,9956.709077804311,10000.0,9981.110339774646,10000.0,50,50,0.98,278,278
2019-10-10,10167.416124946827,10000.0,10163.721072257853,10000.0,50,50,0.95,330,330
2019-10-11,9965.792415115182,10000.0,9998.973532956266,10000.0,50,50,0.9,438,438
2019-10-14,9978.83170340568,10000.0,9981.658487149763,10000.0,50,50,0.86,258,258
2019-10-15,10077.284890428447,10000.0,10050.628889063159,10000.0,50,50,0.96,326,326
2019-10-16,10041.865980344503,10000.0,10126.375208063824,10000.0,50,50,0.91,286,286
2019-10-17,10063.003157132716,10000.0,10043.401036093841,10000.0,50,50,0.87,336,336
2019-10-18,10022.349383509132,10000.0,10037.968843705474,10000.0,50,50,0.87,315,315
2019-10-21,10076.066059923056,10000.0,10020.899143633025,10000.0,50,50,0.89,463,463
2019-10-22,10014.186980264836,10000.0,9964.100610883572,10000.0,50,50,0.91,305,305
2019-10-23,10092.000000476426,10000.0,10108.331734812638,10000.0,50,48,0.9183673469387755,434,434
2019-10-24,9946.370279122411,10000.0,9850.748579204123,10000.0,50,50,0.95,441,441
2019-10-25,10172.15588824934,10000.0,10003.095723607334,10000.0,50,50,0.93,379,379
2019-10-28,9859.54238766496,10000.0,10060.719732895077,10000.0,50,50,0.87,438,438
2019-10-29,10025.873117622774,10000.0,9981.579527353551,10000.0,50,50,0.89,433,433
2019-10-30,10584.795393727032,10000.0,9978.337987801075,10000.0,50,50,0.86,418,418
2019-10-31,10021.164313992982,10000.0,9921.831772714575,10000.0,50,50,0.82,389,389
2019-11-01,10302.82489531574,10000.0,10322.876247411652,10000.0,50,50,0.92,378,378
2019-11-04,10235.38316509391,10000.0,9888.798674601207,10000.0,50,50,0.87,494,494
2019-11-05,10013.395858655796,10000.0,9924.592010255918,10000.0,50,50,0.98,542,542
2019-11-06,9932.582625257697,10000.0,10024.240210719128,10000.0,50,50,0.92,467,467
2019-11-07,9955.630185184207,10000.0,9923.057542521346,10000.0,50,50,0.95,562,562
2019-11-08,9940.058591717576,10000.0,10012.07022018578,10000.0,50,50,0.94,364,364
2019-11-11,9902.453654168321,10000.0,9993.777886974474,10000.0,50,50,0.85,279,279
2019-11-12,9894.720891908684,10000.0,10016.335036940513,10000.0,50,50,0.93,395,395
2019-11-13,9963.56299883541,10000.0,9955.15583917066,10000.0,50,50,0.9,370,370
2019-11-14,9998.762632219517,10000.000000000007,10077.706787130497,10000.0,49,50,0.9393939393939394,324,324
2019-11-15,9989.958642726971,10000.000000000007,10000.39671822888,10000.0,49,50,0.8484848484848485,330,330
