DATE,LONG CORRECT,SHORT CORRECT,EARNING LONG,INVESTMENT LONG,EARNING SHORT,INVESTMENT SHORT,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2019-06-04,49,13,4692.738913059001,4586.847404956799,3211.4849970339997,3183.0333207844997,50,48,0.8367346938775511,263,128
2019-06-05,19,48,2851.2899655697993,2835.8799791333,1824.4572079181003,1882.9774472711,34,50,0.8214285714285714,201,74
2019-06-06,17,26,1430.5649952888998,1414.4458318947002,2698.7724936607,2700.744474411,27,47,0.9864864864864865,187,85
2019-06-09,44,8,5932.4850363734995,5809.7049746514,2235.7338176966,2215.1088082789997,50,28,1.0128205128205128,219,95
2019-06-10,40,19,5299.0785739423,5221.3749330046,1942.4446338416997,1958.1036787036003,50,36,1.0116279069767442,242,110
2019-06-11,19,36,3034.2300071715995,3069.7300007344,4363.7400120496,4471.369955539702,50,50,0.68,232,130
2019-06-12,12,37,1089.3100030123,1051.7800009845998,2106.1464384792,2120.1089748144,20,50,1.0,196,81
2019-06-13,29,13,2636.2374970911997,2636.6824803347995,1878.2255024911,1907.6272814272,50,24,1.2837837837837838,230,124
2019-06-16,17,39,2663.4647292497993,2659.9867591855,3384.5147984030004,3425.7021694185005,49,50,0.797979797979798,211,97
2019-06-17,48,10,2584.202952384901,2522.5765670537007,2320.5356066225,2332.9809834956995,50,33,0.963855421686747,240,119
2019-06-18,45,18,3357.2813963891995,3271.4276314975,1976.6099920272998,1984.3600049019,50,34,0.7380952380952381,199,71
2019-06-19,15,15,1107.2100009916999,1091.0100002287002,2166.9552974699,2139.2864391805,21,50,1.2394366197183098,194,122
2019-06-20,34,32,3850.7900195123993,3817.7219541070986,2639.5324901341,2664.2319812773,50,50,0.35,115,44
2019-06-23,21,9,2509.258265972,2500.9550638196997,1873.2399908308,1872.0099955797,29,15,1.6136363636363635,173,76
2019-06-24,9,29,1874.8450119496001,1904.6450049875002,4447.6000084876,4492.7600095869,26,50,1.0921052631578947,228,95
2019-06-25,21,36,3707.7585949895993,3720.1366953853003,3196.4114880561,3233.1625847814,37,50,0.9770114942528736,270,151
2019-06-26,40,21,2852.0292172429,2820.5523800851997,2081.5166382192997,2089.636644542,50,39,0.8651685393258427,207,82
2019-06-27,46,10,2820.6550109385,2726.107505381199,2030.6430192884,2007.1563268900006,50,30,0.6625,175,65
2019-06-30,27,6,4452.759976864099,4392.365039587199,1982.9528222087006,1946.8299241063996,31,34,1.5076923076923077,267,120
2019-07-01,16,39,4157.667646408198,4205.5939099790985,2139.0107480287998,2183.2764872909,50,50,0.83,249,122
2019-07-02,36,42,2707.9379862545998,2701.0479824544,2599.6369392872994,2639.122025251299,46,50,0.28125,125,34
2019-07-04,13,5,1651.9039914609004,1634.4255064727,1245.5299198627001,1242.0283455847002,20,14,1.0588235294117647,103,38
2019-07-07,15,2,439.6961667538,435.4542582035,599.7950348854,596.2189539670001,19,19,1.894736842105263,241,126
2019-07-08,13,37,1385.3487503527003,1390.3935530185,3523.8442878724,3566.8584976194,24,50,1.0945945945945945,266,145
2019-07-09,25,15,6433.576767682599,6336.820027232,1738.7400076390995,1723.4400098323995,36,50,1.1046511627906976,266,155
2019-07-10,38,30,2199.9440438748993,2171.5373518465,3195.4566749933,3231.1173411608006,50,48,0.9693877551020408,274,148
2019-07-11,26,35,4849.051466584298,4842.015693187501,2740.7494249340007,2763.0095109938993,50,50,0.63,191,97
2019-07-14,15,18,1953.6100091932003,1939.1100115776003,3561.6110275985006,3525.8682307005,19,50,1.1594202898550725,214,115
2019-07-15,22,37,3868.8105072977,3861.8374950884004,3185.0389294623,3225.032691240501,40,50,0.9333333333333333,220,91
2019-07-16,21,28,4460.039367914101,4461.907905697601,3785.149988413001,3802.5733283755994,46,45,0.8571428571428571,270,138
2019-07-17,14,44,5326.8932645321,5354.3444651365,2143.219483614,2200.5738487246995,36,50,0.9534883720930233,261,100
2019-07-18,31,20,3861.0501916411004,3808.6332645418015,5588.2093297841,5556.189957082299,39,50,0.8202247191011236,155,90
2019-07-21,25,18,4893.976623534902,4921.103283167001,6632.233548402999,6737.184272050899,50,32,1.0853658536585367,235,100
2019-07-22,36,20,4413.795000403899,4360.455005287801,5688.986933708101,5660.9349353316,50,50,0.95,407,193
2019-07-23,40,24,4292.590020656298,4235.397317409601,2175.6108509894,2216.3408376576995,50,50,0.93,356,196
2019-07-24,41,23,2777.5439932348004,2737.6851052639995,2913.922126292999,2914.0176677702007,50,50,0.98,438,231
2019-07-25,31,37,5341.819071889201,5279.973015189102,2473.2805638315995,2520.9339342118005,50,50,0.85,320,154
2019-07-28,29,23,6094.066983700102,6060.0118656157,3666.8750052453006,3706.116626262501,50,50,0.88,432,158
2019-07-29,23,38,4941.475805520701,4951.205324649899,3503.2434997561004,3586.3369846340993,50,50,0.87,495,243
2019-07-30,34,19,3876.0600104332007,3790.126649379801,2529.0928890557007,2512.8976342528995,49,50,0.9696969696969697,577,232
2019-07-31,24,36,2700.4099831579997,2678.849980473299,3086.4999837875007,3137.9500123262005,50,50,0.96,616,345
2019-08-01,20,44,4832.1714916229,4858.126718044298,2110.3448339701,2200.4409642214,50,49,0.9494949494949495,419,264
2019-08-04,14,44,3580.8821167946,3645.0256528852983,3314.6066404580997,3443.7466450332995,50,50,0.93,619,449
2019-08-05,31,36,2558.4499750733003,2532.7400065065,4269.1307180525,4302.504016637599,50,50,0.95,439,259
2019-08-06,29,37,5621.884972811001,5603.5380523206995,1903.4373533727003,1938.8294603823997,50,50,0.88,592,360
2019-08-07,34,20,2791.9403440953,2688.2883720400014,2948.4300110939007,2919.7899825576005,40,50,1.0444444444444445,476,273
2019-08-08,39,21,4099.902433157101,4041.295666694701,1300.710076987301,1293.4639187454998,50,50,0.99,333,166
2019-08-11,20,45,6387.867743968897,6453.156672358799,1886.8675063847,1930.5875155626998,50,50,0.67,386,231
2019-08-12,11,39,1290.5883715154,1288.2390351295996,3240.3984240294985,3288.8236349816993,24,50,1.3243243243243243,501,363
2019-08-13,27,30,3299.7435590027003,3301.4855740070993,2592.9069834946995,2612.1400267183008,50,50,0.91,476,354
2019-08-14,14,38,3017.6086477486006,3043.345326051001,3644.2158322335004,3691.7917672395,45,50,0.8315789473684211,336,181
2019-08-15,25,26,2337.4314804077003,2319.4885193705004,2370.5079787968994,2365.3926719427,35,50,1.0705882352941176,341,241
2019-08-18,47,14,3640.5320152341988,3539.1445578334005,1994.3835514782,1963.8912112710998,50,50,0.74,342,172
2019-08-19,25,18,3761.3017423150995,3769.2480063441003,1827.3194982405994,1823.2100003360003,50,50,0.74,243,102
2019-08-20,23,20,1654.4500125646,1639.9399886130996,3537.5852804183,3506.9501782654997,30,50,1.1125,243,99
2019-08-21,34,17,2723.8350181577994,2699.7724916933003,1935.8600038887002,1962.2219987508997,50,44,0.925531914893617,283,131
2019-08-22,27,46,3061.9339933397996,3042.6299993993002,1952.0133380892999,2007.6699838634997,50,50,0.78,366,259
2019-08-25,19,44,2264.1599936486,2278.5099768638,3709.5279141667,3776.8220345377995,36,50,1.0813953488372092,297,152
2019-08-26,40,32,4263.462478935599,4224.432517290401,1414.9199985264004,1427.6199903487993,50,50,0.95,292,144
2019-08-27,31,47,3374.7803710698995,3359.6805681589,3428.3697208164003,3566.3163049814007,49,50,0.9191919191919192,290,155
2019-08-28,48,5,1856.2663588527998,1814.2896262404997,4007.0924425126,3915.5554540157,50,50,0.76,303,160
