word,O+ value,O- value
discover financial,0.026415665951294406,0.0
consumer goods,0.02532004427996193,0.0
previous quarter,0.007105483369311601,0.0457897243998438
raise po,0.037396755830621985,0.027192699062525114
call activity,0.06945088780897946,0.05253611756302169
higher heavy,0.07312905798241479,0.022645977317787627
put purchase,0.021105511537479305,0.06483269817372124
move higher,0.019795493339163722,0.005731727925046923
week low,0.057797782377494174,0.1598523166330024
top narrow,0.010933909395256474,0.0005379222609742386
narrow base,0.010933909395256474,0.0005379222609742386
base index,0.010933909395256474,0.0005379222609742386
last week,0.011063294141674042,0.011135914244119374
unconfirmed rumor,0.01627966437375916,0.013728082184057033
share repurchase,0.032995951458377346,0.04513954250790827
fall previous,4.4811194634525255e-05,0.013923315389841805
public offer,0.013107875384040766,0.06905095429705448
offer common,0.006810940690157078,0.023893065052993816
spike higher,0.07721155865313498,0.04297198008801166
hit week,0.09353307525659801,0.07777160929311693
declare dividend,0.017521866207655282,0.023769720582161823
week high,0.06610949829620884,0.04622570388793501
price public,0.001736564869447096,0.011751042092212036
retirement plan,0.005113182544505013,0.012964038269779076
halt pending,0.0011891987071043,0.008989602745410764
pending news,0.0011684012529086074,0.009526245673928294
game technology,0.0,0.014459876119934774
primer august,0.0029819654972610124,0.017039290400823963
hold remove,0.002461636946021321,0.016336812150748725
mix shelf,0.0063301305241596625,0.01548116669445496
w economic,0.006136527768777411,0.01414382604487339
worth look,0.009628572235270125,0.019295161168877577
file automatic,0.0037565601882062244,0.0073867571223562795
time warner,0.025836859635751833,0.0
imperial capital,0.005232122991713951,0.016560734996195346
lead basic,0.006501799284522649,0.0036159497957790935
basic lag,0.006501799284522649,0.0036159497957790935
lead consumer,0.01030003309658435,0.0
international game,0.0,0.01595976176460241
basic lead,0.0198314787350091,0.0
check point,0.0,0.028428579138121475
tractor supply,0.021348765337726602,0.0
session low,0.01688373236905718,0.003836848264889355
goods lag,0.007842378876851231,0.0
market red,0.048048050471317105,0.0
first horizon,0.0,0.03280344237616166
green midday,0.03699430437733953,0.0
mix midday,0.019905723989320057,0.0
red midday,0.011765286936242752,0.0
care lag,0.017507977761649574,0.0
