word,O+ value,O- value
senior,0.0017343419305405469,0.0019243769233940591
report,0.06233611200247646,0.051609855148479794
declare,0.0014100182507164737,0.0012804681984631874
special,0.0012633875818731275,0.0015007636840870117
initiate,0.030742978970522836,0.021354304478574896
launch,0.0033700582815671385,0.001532180441995279
market,0.059592260802657206,0.06002753435995871
momentum,0.0007460284380814586,0.000770539340687163
volume,0.007388542638102586,0.0019029455762129388
remain,0.0017975789941849659,0.0026469591743293985
tension,0.0005201627906315323,0.0013209660654475508
improve,0.001038772451932252,0.0014259693501261492
guidance,0.004616712492428475,0.00660388426222274
q,0.05823920028363726,0.054980050365256904
revenue,0.026229881578777616,0.024588539137526243
earn,0.037456612695327025,0.0367799257778291
schedule,0.017857063590310068,0.016362121612530145
technical,0.0019337151845296243,0.0019659413128325686
support,0.0011023992364067024,0.0025482168242927533
mobile,0.0019565874197855155,0.0009073421494458186
g,0.000787528388850462,0.0010919537723994674
slip,0.00036655851753595795,0.0018001860052998175
buy,0.04869499163764166,0.0317609812592241
lower,0.012779885326997541,0.028669661828375916
see,0.02540605940778918,0.02567971790876027
test,0.0015122675787988735,0.0007798913194571804
jam,0.0021912137683235784,0.001971307663601655
midafternoon,0.002572399582179544,0.002249219088056686
fall,0.004419822022944547,0.005444833027275871
electronic,0.0002869434383003121,0.0016352796765216374
overweight,0.007881299555066478,0.0051896688340609875
raise,0.053489410483842946,0.03777085006930889
midday,0.0033220447851761456,0.0034927636855219954
western,0.0028714063143598675,0.0
drop,0.002673791163918114,0.0037995953014066932
midmorning,0.0024880393274038424,0.0022367529764930156
strategic,0.0016386428065328436,0.001242204593767422
downgrade,0.020706845855363126,0.04109664779147776
valuation,0.001782711221552717,0.0019278623976797802
hold,0.019495192405116005,0.021291457492561262
negative,0.0016036591722991323,0.002203088571784162
upgrade,0.04401717053772531,0.01815894828600211
strong,0.003168372785017853,0.003021441635013083
edge,0.0011405587334212687,0.0009996100223157221
two,0.003588210442071469,0.0018197445861673003
solid,0.001255997045045869,0.0006355628967870593
neutral,0.01651079580215555,0.01891091849673749
preview,0.003470467072401167,0.004315047943120817
economic,0.002472483679603388,0.0055026665239694345
come,0.001505926237246256,0.0014284954538714052
focus,0.002601979787631726,0.003579936378652232
offer,0.009544231998472728,0.010917414746862203
could,0.005509182746111664,0.005604233668541225
mention,0.001172668001879549,0.0009024425446443073
mix,0.0024127057209255053,0.003162208221083257
factor,0.0010101747121458455,0.0007235688211251972
expect,0.0073992990038036265,0.00735265104330075
cut,0.0015949063464811566,0.005042790884418694
outperform,0.013164689434637203,0.008461676073316273
sell,0.007071673799881682,0.008189262752933938
slightly,0.0008620151747226778,0.0009594484980769122
forecast,0.0008031223876097434,0.0017301853260590103
claim,0.0013493403792282973,0.0014779717953130394
issue,0.0036689342690068225,0.003426935538577001
weak,0.0010145622597786056,0.002156651643778813
end,0.0027301728216989015,0.0029446458107845077
tech,0.0030103613789679274,0.0017875926545753026
president,0.0016806217708337672,0.002535946726836423
continue,0.004321454896046844,0.004859202364552067
streak,0.0005442628055782325,0.0005369609650682771
higher,0.012100838399927953,0.007109340127367107
house,0.0017858915244474706,0.002321872593782698
halt,0.002339428714279315,0.001860497607127518
news,0.0038183980521629647,0.0032685241595955226
yoy,0.0024696473424599347,0.0016498295130375825
corp,0.0050557505368141195,0.00313515396556667
morning,0.0059978894024877655,0.006618513861421887
business,0.0044663986416951535,0.0041942316981334405
price,0.006626316861068835,0.008020925056300214
public,0.0014990466724672878,0.0011274958757120479
file,0.005859698213529488,0.005818368549349383
small,0.001812025332642031,0.0008727597548684756
cap,0.0011252323926124474,0.0007702023051764833
split,0.0012549226577666848,0.0009805640361422458
downbeat,0.0006176496357454121,0.0012844429895071247
build,0.001728671949654969,0.0010973747216952707
operate,0.002370412355233645,0.0030613443032707155
part,0.001026890278412383,0.00185376621675774
worry,0.0002242078839707447,0.0013757676454669932
perform,0.007727154254893996,0.008041176206168841
lift,0.0014175623519824705,0.000522860023992462
worst,0.0009994350587221755,0.0013059346770118172
consumer,0.0020885103207004454,0.0011256313863056298
store,0.0038134140651332046,0.002873616194158989
pick,0.0020493973052779957,0.0020025107953957877
multiple,0.001380307672902892,0.0007856863834314828
level,0.0007936230518088009,0.0012174523736404024
green,0.0009502386645817201,0.0015902924717821378
vote,0.0014725500006261274,0.0012558557280093773
cash,0.005833178146672751,0.00479306634056191
income,0.0010666765118673047,0.0008199827417187589
underweight,0.0009002628223057494,0.0015470212432105819
third,0.0005985733460918969,0.00161292632252333
quarter,0.002461171137921858,0.0018981403880069493
still,0.0019521142611019465,0.0024407066355620305
low,0.004410017597158043,0.011168515593432978
spike,0.006805084873173132,0.0032768535783201866
block,0.0015230925727908557,0.0011880335106113137
flat,0.00198689311084176,0.0019481882083561054
chatter,0.012219493678723872,0.0047315885572377266
last,0.0009763301086354315,0.0013730121066332585
rumor,0.0037333919670569787,0.0007898262925670649
resume,0.004432094708765786,0.004280771916705004
reduce,0.0019217952008835702,0.0020048398494709975
guide,0.0012545908567739002,0.0013927357261579358
pending,0.0011966357393989554,0.0009291299675134899
imperial,0.0013136057819060892,0.001107633557740477
reaffirm,0.0017430653850704918,0.002135565499199893
amid,0.0008931413036303196,0.0015845573119338283
demand,0.0009139783076093739,0.0014963175195170338
possible,0.0012421046957193994,0.0009113211963568755
assets,0.0017717391359781665,0.001215019510433528
billion,0.0015270000242184436,0.0012884090724702487
class,0.0009009187489253004,0.0006425176406492212
concern,0.0008358358866357538,0.0013112821280494443
project,0.0012917044309488862,0.0014061963410918385
fitch,0.0006668435583400602,0.0025865361292755616
equipment,0.0016060580702499452,0.00256135608882886
bullish,0.002423672841569061,0.0014930031740417488
phase,0.0036573159680467386,0.0035420969329640964
trial,0.001922872664939374,0.0019083379759816737
compare,0.0020538676558551345,0.002084052032576442
present,0.001076226651553406,0.0010987647126935339
c,0.0010868836717078782,0.0009235293341150902
pipeline,0.002324021660834748,0.00015133987484202972
high,0.003748858172476887,0.003125085360313036
package,0.001039354275184353,0.0008773909783931043
list,0.002060633167553234,0.0014016496657251523
remove,0.0011409941464794503,0.001837317809225234
day,0.0034219962775415475,0.0038421900983489636
time,0.004391929480874381,0.0027628951861637377
loss,0.0015089288718588268,0.0020109055570465165
view,0.0006955508052564407,0.0010459493881357904
attribute,0.0014047095920754525,0.000703092708765214
good,0.001615644211985581,0.0016551883136057342
shelf,0.0009456947444139717,0.0012977132204429768
repurchase,0.001582615013413502,0.0010974786874261946
due,0.0007166970547306785,0.0014688975079566672
street,0.0013524182693195961,0.0017390245461585544
gross,0.0007727694065685441,0.0009025525110794796
proceed,0.00094836954160119,0.0007732988360146462
oil,0.0034749677685164885,0.0026817769706513504
loan,0.0013758650886179118,0.0011480081967800745
portfolio,0.0017903257430587655,0.0011963924205912234
chief,0.0011549124409890698,0.0010040974749599158
officer,0.000920351907605845,0.0009158925698360592
propose,0.0010343627733920139,0.0010974943752967503
common,0.0014334722474022234,0.00204181189251438
