DB,10.8599996567,10.9899997711
C,79.9000015259,78.8899993896
BIDU,136.7299957275,135.0200042725
JD,41.5699996948,41.1500015259
SLCA,6.0199999809,5.7600002289
MPLX,22.7000007629,23.7800006866
EARN,11.1899995804,11.4099998474
GBDC,17.8746337891,17.9431934357
PCYG,5.5500001907,5.5799999237
CRNT,1.9700000286,1.9099999666
AM,4.7899999619,4.5
LPLA,96.3600006104,94.9499969482
DCO,42.0600013733,42.2200012207
FWRD,62.4000015259,62.5499992371
ENLC,4.75,4.6599998474
WBA,53.4199981689,54.3100013733
VALE,12.1999998093,11.9799995422
MLM,261.6400146484,260.0
RIG,4.5999999046,4.6399998665
PTEN,7.6399998665,7.5799999237
OXY,42.4000015259,42.0900001526
NCLH,52.8499984741,53.4099998474
XRT,44.6199989319,44.9199981689
TBK,42.1699981689,41.5200004578
VSAT,65.3799972534,64.2799987793
ELY,18.7700004578,19.5799999237
ZION,46.1199989319,45.7400016785
RCL,114.5699996948,115.5
NMM,11.5900001526,11.5799999237
CMP,65.8300018311,63.8899993896
RE,291.9599914551,287.0299987793
BRX,20.6700000763,20.3799991608
LPI,32.5999984741,29.7999992371
WLL,3.9000000954,2.9300000668
HBI,14.5,14.5900001526
TUP,5.8200001717,6.0300002098
NOK,4.4299998283,4.3400001526
SGEN,118.2300033569,117.7699966431
VHC,4.7300000191,4.8299999237
MRC,11.3599996567,11.3400001526
CSX,26.3633327484,26.4333324432
NSC,210.7700042725,209.6999969482
SAIA,97.3600006104,96.0800018311
VRNS,29.8633327484,29.8833332062
AMGN,229.4700012207,224.9900054932
TBPH,26.1149997711,24.1499996185
MPAA,18.2299995422,18.5200004578
RLGT,4.8200001717,4.8600001335
CNX,6.2699999809,6.1199998856
MMM,164.2400054932,161.7599945068
