MT,23.0,24.0499992371
CASI,3.25,3.2899999619
VDC,146.4700012207,146.7899932861
XRT,45.3300018311,45.6699981689
VIS,144.5800018311,145.5399932861
XLF,27.0300006866,27.4500007629
TXMD,4.4800000191,4.5900001526
GOLD,13.5100002289,13.3599996567
FCCO,18.6000003815,18.3400001526
XXII,1.8899999857,1.9400000572
PNFP,55.3800010681,56.8199996948
KTOS,15.2100000381,15.1199998856
AXL,15.9300003052,16.3700008392
PGR,74.25,77.25
GSS,4.4499998093,4.2899999619
VBLT,1.3999999762,1.3799999952
KR,25.5699996948,25.75
JAZZ,138.5800018311,136.0399932861
TRMB,41.1599998474,41.5299987793
GCI,10.8599996567,10.9399995804
AUY,2.4200000763,2.3099999428
GLD,120.3799972534,120.4599990845
USEG,7.0,6.6999998093
RSX,21.4200000763,21.7800006866
GLOP,22.4599990845,21.3400001526
PSXP,51.1100006104,50.4399986267
ELLO,9.1999998093,9.1199998856
DPZ,259.8699951172,263.0
XLK,77.0199966431,77.6600036621
NVDA,46.5699996948,47.4049987793
XLE,67.4000015259,68.0100021362
EWA,22.0,21.9899997711
QQQ,186.5399932861,187.75
EWW,46.1399993896,46.9300003052
IWM,157.7100067139,158.0899963379
EWC,28.5,28.7000007629
MU,42.2599983215,43.3600006104
UHS,133.8899993896,126.5
TSM,42.8300018311,43.9000015259
CIB,52.6100006104,53.6100006104
STM,18.2099990845,18.75
UMC,1.9400000572,1.9500000477
JLL,155.4400024414,154.9199981689
JD,30.0799999237,29.9699993134
LH,160.1900024414,153.1100006104
NSC,194.1199951172,196.9100036621
IPWR,4.1999998093,5.0999999046
SLM,10.3100004196,10.279999733
BSX,38.0999984741,35.7999992371
EWZ,40.4300003052,41.0499992371
