INFN,7.6900000572,8.1300001144
WMB,23.1399993896,23.9400005341
AIZ,130.4400024414,131.5200042725
STRM,1.3300000429,1.3500000238
RDHL,5.9000000954,6.2100000381
UAL,87.7099990845,89.5699996948
PKI,96.6399993896,98.25
DD,62.0299987793,64.8000030518
GOOG,1330.1099853516,1341.5500488281
DBD,10.5600004196,10.6999998093
NOW,280.4100036621,284.9599914551
GOOGL,1335.7900390625,1348.4100341797
AMGN,240.2799987793,243.0
XOM,69.0199966431,70.2399978638
IBM,126.7017211914,129.0630950928
BTU,9.1499996185,9.279999733
AMD,45.0699996948,46.8600006104
UMPQ,17.6100006104,18.0900001526
RCON,2.2999999523,2.9900000095
TSLA,81.0,84.9000015259
BAX,83.3799972534,85.0
INCY,87.6999969482,86.9100036621
FCEL,2.1900000572,2.7699999809
ARNA,45.2400016785,45.9099998474
HUBG,51.1500015259,52.7700004578
BMY,63.5900001526,63.8499984741
TTM,12.7700004578,13.4799995422
MOMO,34.1399993896,34.1300010681
FCX,12.9799995422,13.3500003815
WDC,61.9099998474,64.1999969482
AMT,228.9700012207,229.6799926758
GOLD,18.7399997711,18.7099990845
CHTR,482.299987793,487.4100036621
MO,49.7999992371,50.1899986267
GILD,64.6600036621,65.5299987793
EA,106.5800018311,107.9400024414
IGT,14.7899999619,15.1300001144
INGR,92.2799987793,93.9199981689
CYH,2.7699999809,2.9500000477
LNN,97.2900009155,96.5
ABB,24.0,24.3199996948
COUP,145.3999938965,149.5500030518
NEM,44.0,43.5499992371
OXY,40.4900016785,41.6300010681
TGH,10.6099996567,10.720000267
CVGW,91.3799972534,90.7300033569
VOD,19.2800006866,19.3799991608
AERI,23.0499992371,24.5599994659
DBVT,11.0799999237,11.2399997711
SIVB,250.0599975586,252.6499938965
