DATE,long value,EARNING LONG,short value,EARNING SHORT,NUMBER LONG,NUMBER SHORT,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2019-01-02,0,0,0,0,0,0,198,145
2019-01-03,10000.000000000002,10078.881026097646,34069.599670609714,33902.38349455708,41,47,227,127
2019-01-04,9999.999999999993,10017.323459236075,3474.401591170259,3452.866161271793,41,47,268,178
2019-01-07,9999.999999999995,10233.491129623975,28671.236760024894,29175.97396427015,42,45,285,164
2019-01-08,10000.0,10072.602140845365,33662.53557699044,34450.86178219331,41,47,244,155
2019-01-09,10000.0,10088.219275022093,32755.46329333121,32626.354355392246,43,49,226,147
2019-01-10,10000.0,9917.821185344897,6200.876175177596,6142.159346928406,42,48,263,143
2019-01-11,9999.999999999998,10091.129887350098,30096.063004043768,30325.770745831098,49,47,293,167
2019-01-14,10000.000000000004,10060.067684623571,182538.40012528954,179585.57558023062,40,46,190,121
2019-01-15,10000.0,10139.503034349282,22576.02202769413,22659.527525940463,39,47,250,148
2019-01-16,10000.0,10056.435372327687,112872.73719924781,114432.09622544225,42,48,200,138
2019-01-17,9999.999999999998,9935.764384791972,19229.77988898083,19137.03859488037,38,48,242,142
2019-01-18,10000.000000000002,10370.494594613745,6618.383174291778,6779.317753476248,43,48,276,178
2019-01-22,10000.0,10034.466951440156,278350.82606448204,273716.9681154042,43,49,270,163
2019-01-23,9999.999999999998,10011.875671831074,8094.993422836615,8020.438469340794,42,46,275,174
2019-01-24,10000.000000000004,10059.646104831221,16531.62974979158,16385.99626237571,41,48,223,144
2019-01-25,10000.000000000005,10218.334122870034,21625.591713063706,21519.76977297795,43,46,304,189
2019-01-28,10000.0,9912.689555637124,9776.83070829512,9557.203122365496,43,46,273,146
2019-01-29,10000.000000000004,9985.289601722416,8735.90046577059,8722.436513853145,43,45,267,159
2019-01-30,10000.0,10319.31009657911,16014.837565666581,15997.840769496748,43,49,218,147
2019-01-31,10000.000000000004,10227.290029908281,3583.0347140633035,3591.8567943747003,50,48,238,128
2019-02-01,10000.000000000002,10517.751676548436,7867.847765776229,7975.655658057571,43,48,222,125
2019-02-04,10000.0,10025.328651532247,17213.68920768906,17239.442312382405,49,50,265,143
2019-02-05,9999.999999999998,10174.6912693438,18374.84398089793,18427.557147621705,43,47,285,175
2019-02-06,10000.000000000004,10166.423730354616,1104.3130793718367,1100.212638704173,43,46,247,145
2019-02-07,10000.000000000002,10100.964220766582,85043.30417215338,84261.7068388408,42,49,220,144
2019-02-08,9999.999999999998,9939.157408567611,37210.6350840613,36632.331116786954,43,47,264,141
2019-02-11,10000.0,10086.03954915472,26569.149361161537,27162.947384662835,43,47,256,132
2019-02-12,9999.999999999998,10058.525694523918,70949.71862137834,71290.786932816,43,46,303,189
2019-02-13,10000.000000000007,10117.036804829862,2032.459342424827,2061.1634940049985,42,45,370,187
2019-02-14,9999.999999999998,10098.599801971448,102245.05445673951,101066.38535355202,40,50,319,170
2019-02-15,9999.999999999996,10164.050200022564,20935.32415653935,21220.6548662653,49,48,294,161
2019-02-19,9999.999999999998,10012.464044717972,20101.802339176276,20040.816969427575,43,49,337,196
2019-02-20,10000.0,10040.803258214635,17282.485945338904,17300.38652865925,40,49,249,139
2019-02-21,10000.0,9948.710468608611,65324.28693927611,64774.45946726433,42,49,260,162
2019-02-22,10000.0,10030.88134582456,49208.09031315077,48922.55585969322,40,47,292,175
2019-02-25,10000.000000000005,10131.854461517707,26706.04243944062,26835.660960371362,50,49,270,173
2019-02-26,10000.000000000004,9935.890216970827,11057.114911547818,10906.23106027681,40,46,286,186
2019-02-27,10000.0,10005.487237143177,41510.69797486383,41565.89918474235,41,49,258,161
2019-02-28,9999.999999999996,10175.07965516851,20649.844115890584,20563.253251388258,42,47,228,144
2019-03-01,9999.999999999998,10138.39782378227,54988.81755140858,55266.70359595605,42,48,226,156
2019-03-04,9999.999999999998,10017.838708821902,16266.757006669712,16091.949057813234,42,44,239,132
2019-03-05,10000.000000000002,9925.22410487538,11158.96843420101,10989.324012700281,42,47,249,160
2019-03-06,9999.999999999996,9992.690420880814,34450.514180934995,34852.371477825254,43,48,206,131
2019-03-07,10000.000000000004,9874.360503330681,450292.2341193173,444326.63978245726,42,46,225,143
2019-03-08,9999.999999999996,9866.529485947614,480516.3783327328,466374.5196579813,40,49,197,105
2019-03-11,10000.0,10179.018147881174,21103.118217321866,21702.665668725316,43,40,193,117
2019-03-12,10000.000000000007,10136.760293271094,5958.739198215621,6046.340698025884,42,43,175,101
2019-03-13,10000.0,10084.845474866532,94145.15671551491,94704.2387602273,42,43,172,114
2019-03-14,9999.999999999998,10067.19959879713,9422.679653373276,9478.421684776344,40,35,194,104
2019-03-15,9999.999999999996,10062.377885989994,20449.968819564416,20384.537610799187,39,47,213,117
2019-03-18,9999.999999999998,10080.866136973447,2643.0966926120864,2655.7713028944763,43,45,186,100
2019-03-19,9999.999999999996,10021.801242004864,4874.308688688401,4908.06791786207,48,34,216,143
2019-03-20,10000.000000000002,10036.73645086273,10864.186429752066,10755.761971889773,43,45,211,149
2019-03-21,10000.0,10081.602658510916,15713.318055938531,15629.41001230543,43,47,198,150
2019-03-22,10000.0,10070.737987380202,326464.3061058879,321835.08930392587,50,50,211,132
2019-03-25,9999.999999999995,9824.104958445423,82268.02591310683,80011.2939336299,40,49,192,117
2019-03-26,10000.0,9968.5954466117,47440.871454421336,47850.77158571909,47,43,219,145
2019-03-27,9999.999999999995,10018.114909861188,69172.60260300899,68850.2144512463,42,45,221,142
2019-03-28,10000.0,9988.713501796672,3876.917834990565,3860.825670036949,42,45,257,175
2019-03-29,10000.0,10126.043664740537,18689.120718858314,19054.55648999042,41,47,272,180
2019-04-01,10000.000000000002,10141.688578082163,149796.408714564,150322.08821138932,45,47,219,128
2019-04-02,10000.0,10067.804245379215,136386.79131128077,136002.49749258583,47,44,182,115
2019-04-03,9999.999999999998,10290.134511848299,21450.90714324239,21466.544381611187,50,43,188,129
2019-04-04,10000.0,9999.174882383692,8475.355857347846,8448.08362096738,41,43,202,128
