MYGN,24.7900009155,24.8999996185
ACAD,45.25,46.4099998474
AXAS,5.8000001907,5.1999998093
TRI,71.0,71.1399993896
QTWO,78.3399963379,80.1100006104
CDR,18.6754970551,18.4768218994
TCI,32.4300003052,31.7000007629
UAL,93.1299972534,92.75
JBHT,116.9000015259,115.9800033569
EXPD,75.9499969482,75.5899963379
QRVO,103.6299972534,102.6999969482
FLT,298.6700134277,301.6799926758
SAVE,38.1100006104,38.4300003052
KEY,19.0499992371,19.0699996948
JBLU,19.5300006866,19.2600002289
STAA,34.3800010681,34.8499984741
BCC,37.7599983215,38.1399993896
FIS,137.3600006104,137.6499938965
AMP,158.9299926758,158.6100006104
ALK,70.1299972534,69.4300003052
DE,176.3300018311,172.9100036621
DD,67.1500015259,66.0299987793
ALL,111.5400009155,110.7699966431
HEES,34.9599990845,33.9399986267
EPAM,208.8200073242,208.7700042725
DAL,57.3499984741,56.7999992371
DISCA,30.8999996185,31.6000003815
ESNT,54.25,54.2099990845
GSK,44.6300010681,44.0499992371
RE,266.799987793,266.1900024414
ALGT,171.3800048828,170.0700073242
NVDA,52.7574996948,51.7675018311
GSAT,0.3700000048,0.3600000143
TRNX,1.8999999762,1.9800000191
PLUG,3.6700000763,3.4100000858
TSLA,70.3499984741,72.0
NKTR,18.1399993896,18.3199996948
CTSH,63.8800010681,63.6199989319
HP,38.1100006104,38.0400009155
ADS,84.229850769,82.4181976318
W,86.7699966431,83.7099990845
WPC,85.8300018311,85.6699981689
AVGO,316.6499938965,315.8999938965
TGT,110.4100036621,122.3199996948
URI,154.1900024414,151.9299926758
BK,48.9900016785,48.5600013733
OTEX,43.5999984741,43.5800018311
WBA,62.1599998474,61.2099990845
TEX,28.6599998474,27.7600002289
OSK,90.9000015259,90.25
