DATE,EARNING LONG,INVESTMENT LONG,EARNING SHORT,INVESTMENT SHORT,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2018-12-31,0,0,0,0,0,0,0,333,333
2019-01-02,10273.172295059805,10000.0,10298.396521152876,10000.0,50,50,0.77,198,198
2019-01-03,10134.613781413746,10000.0,10048.548832752687,10000.0,50,50,0.81,227,227
2019-01-04,10415.458705556104,10000.0,10263.995084118173,10000.0,50,50,0.7,268,268
2019-01-07,10246.499134020685,10000.0,10220.73651508261,10000.0,50,50,0.79,285,285
2019-01-08,10096.309356139367,10000.0,10065.77888229186,10000.0,50,50,0.71,244,244
2019-01-09,10062.886253511899,10000.0,9879.814101434953,10000.0,50,50,0.67,226,226
2019-01-10,10116.098700700206,10000.0,9930.030850110155,10000.0,50,50,0.84,263,263
2019-01-11,9947.515679520346,10000.0,10014.668383840408,10000.0,50,50,0.83,293,293
2019-01-14,10099.930183899525,10000.0,9863.120751212437,10000.0,50,50,0.7,190,190
2019-01-15,10040.910321367808,10000.0,10211.179990472903,10000.0,50,50,0.67,250,250
2019-01-16,9961.169651682041,10000.0,10082.310501132199,10000.0,50,50,0.68,200,200
2019-01-17,10238.333667775945,10000.0,9806.539447236179,9800.0,50,50,0.8,242,242
2019-01-18,10071.823952746467,10000.0,9995.829735276893,10000.0,50,50,0.87,276,276
2019-01-22,10016.925626988837,10000.0,9937.892877297885,10000.0,50,50,0.73,270,270
2019-01-23,9997.126617335449,10000.0,9915.523834324706,10000.0,50,50,0.73,275,275
2019-01-24,10415.809567095755,10000.0,10251.503606378717,10000.0,50,50,0.74,223,223
2019-01-25,10044.574798877782,10000.0,9846.628898789584,10000.0,50,50,0.73,304,304
2019-01-28,10075.133687627851,10000.0,10134.004336860986,10000.0,50,50,0.72,273,273
2019-01-29,10103.498516802125,10000.0,10066.364218829618,10000.0,50,50,0.73,267,267
2019-01-30,10229.358467380456,10000.0,10085.497897786729,10000.0,50,50,0.78,218,218
2019-01-31,10131.525795547395,10000.0,10029.763308065285,10000.0,50,50,0.82,238,238
2019-02-01,10072.93880600657,10000.0,10076.326415326366,10000.0,50,50,0.87,222,222
2019-02-04,10115.177102847254,10000.0,10083.781504895862,10000.0,50,50,0.78,265,265
2019-02-05,10289.568408631956,10000.0,9985.985242078992,10000.0,50,50,0.68,285,285
2019-02-06,10009.56506339892,10000.0,9829.339934665035,10000.0,50,50,0.75,247,247
2019-02-07,9950.252681675332,10000.0,10028.696259060522,10000.0,50,50,0.75,220,220
2019-02-08,10195.728508330425,10000.0,10103.402112149633,10000.0,50,50,0.76,264,264
2019-02-11,10099.225305492504,10000.0,9961.925962928886,10000.0,50,50,0.75,256,256
2019-02-12,10124.758173866972,10000.0,10091.773854558158,10000.0,50,50,0.81,303,303
2019-02-13,9916.239716059306,10000.0,9868.838241948957,10000.0,50,50,0.67,370,370
2019-02-14,10076.08254598213,10000.0,9998.954064924854,10000.0,50,50,0.81,319,319
2019-02-15,10142.724963922255,10000.0,10046.710814922953,10000.0,50,50,0.76,294,294
2019-02-19,10092.885867581808,10000.0,10059.494970545538,10000.0,50,50,0.79,337,337
2019-02-20,10098.811628012549,10000.0,10044.515942058839,10000.0,50,50,0.74,249,249
2019-02-21,9958.191900410004,10000.0,10070.249453083374,10000.0,50,50,0.75,260,260
2019-02-22,10146.913195495094,10000.0,10332.63877618305,10000.0,50,50,0.86,292,292
2019-02-25,9896.907844479385,10000.0,9926.881796251977,10000.0,50,50,0.79,270,270
2019-02-26,10032.734756357131,10000.0,10131.179248403238,10000.0,50,50,0.75,286,286
2019-02-27,10061.977960630138,10000.0,10121.547206374325,10000.000000000007,50,49,0.7676767676767676,258,258
2019-02-28,10105.793202996778,10000.0,10110.33764647241,10000.000000000007,50,49,0.7272727272727273,228,228
2019-03-01,10170.448671307082,10000.0,10404.986600225875,10000.0,50,50,0.74,226,226
2019-03-04,9886.81401849043,10000.0,9769.774470593939,10000.0,50,50,0.7,239,239
2019-03-05,10115.994563449012,10000.0,9952.045355627766,10000.0,50,50,0.7,249,249
2019-03-06,10194.289397789269,10000.0,9942.429651474915,10000.0,50,50,0.67,206,206
2019-03-07,10064.488410101661,10000.0,10000.176936350066,10000.0,50,50,0.68,225,225
2019-03-08,10129.037973625485,10000.0,10057.619376619636,10000.0,50,50,0.69,197,197
2019-03-11,10217.168782413055,10000.0,10313.46975064797,10000.0,50,50,0.68,193,193
2019-03-12,10128.462312402056,10000.0,9961.808900567941,10000.0,50,50,0.68,175,175
2019-03-13,9954.763247697225,10000.0,9971.626481840502,10000.0,50,50,0.66,172,172
2019-03-14,9987.690614750318,10000.000000000007,10051.930753874381,10000.000000000007,49,49,0.7142857142857143,194,194
2019-03-15,10059.492833166163,10000.0,9877.470797543901,10000.0,50,50,0.74,213,213
2019-03-18,10140.34731914753,10000.0,10152.868310268019,10000.0,50,50,0.77,186,186
2019-03-19,9864.880746967245,10000.0,9945.488925774423,10000.0,50,50,0.78,216,216
2019-03-20,10019.299303233156,10000.0,10014.55452948048,10000.0,50,50,0.72,211,211
2019-03-21,10103.67664669732,10000.0,9936.879411976472,10000.0,50,50,0.9,198,198
2019-03-22,10201.475070049264,10000.0,9694.752655700277,10000.0,50,50,0.93,211,211
2019-03-25,10074.82260731205,10000.0,10059.153324721785,10000.0,50,50,0.86,192,192
2019-03-26,10014.746585811321,10000.0,10078.5862587988,10000.0,50,50,0.91,219,219
2019-03-27,9981.826043920133,10000.0,9961.839737518716,10000.0,50,50,0.86,221,221
2019-03-28,10012.367964081972,10000.0,10046.584614673528,10000.0,50,50,0.84,257,257
2019-03-29,10072.800276980517,10000.0,10235.99497463786,10000.0,50,50,0.89,272,272
2019-04-01,10204.361488934406,10000.0,10092.035336039266,10000.0,50,50,0.86,219,219
2019-04-02,9976.414966020118,10000.0,10095.67541828109,10000.0,50,50,0.86,182,182
2019-04-03,9910.459637367536,10000.0,9840.385133251597,10000.0,50,50,0.88,188,188
2019-04-04,10009.316839893887,10000.0,10076.181302989498,10000.0,50,50,0.75,202,202
2019-04-05,10118.442130879685,10000.0,10084.83775327316,10000.0,50,50,0.75,202,202
2019-04-08,10032.884756137853,10000.0,9870.788013430163,10000.0,50,50,0.8,209,209
2019-04-09,10009.863333220921,10000.0,10085.578351520482,10000.0,50,50,0.84,205,205
2019-04-10,10012.93743503936,10000.0,10122.945164991406,10000.0,50,50,0.78,225,225
2019-04-11,10050.251774709133,10000.0,10000.896515246508,10000.0,50,50,0.73,194,194
2019-04-12,9936.766003606954,10000.0,10000.423023025045,10000.0,50,50,0.79,256,256
2019-04-15,10083.537209785216,10000.0,9903.735835217089,10000.0,50,50,0.78,227,227
2019-04-16,10076.16920727826,10000.0,9964.029828332845,10000.0,50,50,0.78,314,314
2019-04-17,9948.535127747786,10000.0,9615.693025275785,10000.0,50,50,0.8,277,277
2019-04-18,9955.20074903562,10000.0,9982.329597442578,10000.0,50,50,0.75,235,235
2019-04-22,10122.990680701992,10000.0,10079.302258631817,10000.000000000007,50,49,0.8282828282828283,341,341
2019-04-23,10065.748776588245,10000.0,10154.76947897009,10000.0,50,50,0.98,406,406
2019-04-24,9891.007092483127,10000.0,9796.634106091517,10000.0,50,50,0.97,321,321
2019-04-25,10002.706146872273,10000.0,9948.731791236385,10000.0,50,50,0.79,325,325
2019-04-26,10108.242602802247,10000.0,10102.032921029066,10000.0,50,50,0.86,283,283
2019-04-29,9987.828072340484,10000.0,10060.147028423658,10000.0,50,50,0.87,376,376
2019-04-30,10070.05661769867,10000.0,9891.078415806556,10000.0,50,50,0.81,407,407
2019-05-01,10046.01162745799,10000.0,9869.00961177747,10000.0,50,50,0.79,309,309
2019-05-02,9884.393992081257,10000.0,10158.703888819105,10000.0,50,50,0.81,315,315
2019-05-03,9884.2502110332,10000.0,9781.379603330224,10000.0,50,50,0.88,393,393
2019-05-06,10251.980764642822,10000.0,10082.786411879517,10000.0,50,50,0.86,402,402
2019-05-07,9952.194402360356,10000.0,9893.164160265973,10000.0,50,50,0.84,413,413
2019-05-08,9877.02889022761,10000.0,9871.234662681596,10000.0,50,50,0.81,381,381
2019-05-09,10190.237665249415,10000.0,9846.237215528246,10000.0,50,50,0.86,315,315
2019-05-10,9871.791893154132,10000.0,9783.248398546015,10000.0,50,50,0.82,238,238
2019-05-13,9939.61819401796,10000.0,9844.970188864185,10000.0,50,50,0.93,298,298
2019-05-14,10077.968461932096,10000.0,10023.275025744764,10000.0,50,50,0.98,302,302
2019-05-15,10137.522624799833,10000.0,10052.745173211122,10000.0,50,50,0.93,247,247
2019-05-16,9921.22341086927,10000.0,9968.536522941213,10000.0,50,50,0.94,268,268
2019-05-17,9988.76160172506,10000.0,10016.183007104491,10000.0,50,50,0.85,243,243
2019-05-20,9983.583930955805,10000.0,10040.3948289217,10000.0,50,50,0.9,232,232
2019-05-21,10199.028391466873,10000.0,9957.355931561407,10000.0,50,50,0.9,271,271
2019-05-22,9937.54779571726,10000.0,9743.911041722877,10000.0,50,50,0.94,269,269
2019-05-23,9988.802393237154,10000.0,9955.725458246692,10000.0,50,50,0.76,189,189
2019-05-24,9994.969270491894,10000.0,9973.647379286083,10000.0,50,50,0.8,218,218
2019-05-28,9917.65593900816,10000.0,9779.353205226687,10000.000000000007,50,49,0.8484848484848485,220,220
2019-05-29,10393.917775137763,10000.0,9851.039209983275,10000.0,50,50,0.85,292,292
2019-05-30,9997.338871705422,10000.0,9753.510129076978,10000.0,50,50,0.81,265,265
2019-05-31,10233.274641534032,10000.0,9925.705320500216,10000.0,50,50,0.94,290,290
2019-06-03,10073.532588174157,10000.0,9927.481389381815,10000.0,50,50,0.93,332,332
2019-06-04,10247.736078536675,10000.0,10244.885883193969,10000.0,50,50,0.89,266,266
2019-06-05,10065.617431031005,10000.0,9679.910843083624,10000.0,50,50,0.97,183,183
2019-06-06,10007.219614330194,10000.0,9990.525087704198,10000.0,50,50,0.87,234,234
2019-06-07,10189.13919590054,10000.0,10120.857329428929,10000.0,50,50,0.94,223,223
2019-06-10,10104.616048951964,10000.0,10695.117675195987,10000.0,50,50,0.85,229,229
2019-06-11,9934.70561084088,10000.0,9967.0811173912,10000.0,50,50,0.91,229,229
2019-06-12,10219.41191279607,10000.0,9955.156095875021,10000.0,50,50,0.95,228,228
2019-06-13,10036.902239516523,10000.0,10235.367510084345,10000.0,50,50,0.78,235,235
2019-06-14,9812.679630875555,10000.0,9842.501180088011,10000.0,50,50,0.82,219,219
2019-06-17,10118.138501346291,10000.0,9994.052307556074,10000.0,50,50,0.9,239,239
2019-06-18,10230.35120650618,10000.0,10025.263373553611,10000.0,50,50,0.81,239,239
2019-06-19,10275.891816462961,10000.0,10112.15431028839,10000.0,50,50,0.8,150,150
2019-06-20,9909.6209520911,10000.0,9928.0366499617,10000.0,50,50,0.87,169,169
2019-06-21,10107.44763132137,10000.0,10133.171937425308,10000.0,50,50,0.93,151,151
2019-06-24,9860.747266872424,10000.0,10001.42709053514,10000.0,50,50,0.94,249,249
2019-06-25,9956.923981196807,10000.0,9903.824006314606,10000.0,50,50,0.81,262,262
2019-06-26,10177.016405351533,10000.0,10061.178433988847,10000.0,50,50,0.83,209,209
2019-06-27,10131.515625130158,10000.0,10180.637697520213,10000.0,50,50,0.68,264,264
2019-06-28,10268.773326006763,10000.0,10165.122274271645,10000.0,50,50,0.76,209,209
2019-07-01,9933.154877271647,10000.0,9915.692990635313,10000.0,50,50,0.84,228,228
2019-07-02,9921.69134222055,10000.0,10189.592632426362,10000.0,50,50,0.88,106,106
2019-07-03,10176.39903526061,10000.0,9974.478108179641,10000.0,50,50,0.85,176,176
2019-07-05,10090.332800805338,10000.0,10131.616787127183,10000.0,50,50,0.82,264,264
2019-07-08,9843.013072524689,10000.0,10001.642126897155,10000.0,50,50,0.82,271,271
2019-07-09,10124.72580697846,10000.0,10033.509559302667,10000.0,50,50,0.81,280,280
2019-07-10,10140.150250806668,10000.0,10199.537837854363,10000.0,50,50,0.93,231,231
2019-07-11,9945.377620552546,10000.0,9802.698293358952,10000.0,50,50,0.74,214,214
2019-07-12,10109.684109624714,10000.0,10052.567453325733,10000.0,50,50,0.85,228,228
2019-07-15,9914.764103269454,10000.0,9834.041615053777,10000.0,50,50,0.89,201,201
2019-07-16,9992.503553821007,10000.0,9926.359708677901,10000.0,50,50,0.82,287,287
