ATHX,1.3500000238,1.3400000334
GME,5.4299998283,5.6399998665
STKL,2.0,1.7999999523
PBF,26.6399993896,27.4799995422
TSCO,89.3300018311,91.8099975586
AAP,161.6399993896,165.5899963379
SNY,46.1300010681,46.0900001526
HUN,22.9799995422,23.3700008392
LODE,0.5500000119,0.5500000119
DAL,58.5099983215,58.0499992371
NXST,99.7900009155,102.4800033569
LRCX,229.7299957275,233.0
LLNW,3.0,3.0399999619
PWR,37.6300010681,38.0299987793
VEEV,149.3999938965,152.5099945068
POOL,198.9900054932,202.3999938965
HIW,44.9500007629,45.0200004578
SLCA,9.2899999619,9.4099998474
BRX,20.2199993134,20.2999992371
REXR,43.9799995422,44.0099983215
KLAC,159.4600067139,160.7899932861
AMAT,49.75,50.4099998474
SWN,2.0,1.9500000477
NVDA,43.2000007629,43.75
MKSI,91.5199966431,93.0199966431
BIP,43.8839302063,44.3214302063
KKR,27.2999992371,27.0200004578
SCS,18.3999996185,18.4200000763
ACAD,36.6899986267,38.0
AGIO,34.7099990845,32.7900009155
ED,94.7099990845,94.1699981689
REGN,275.299987793,277.2699890137
EGP,125.0199966431,125.1500015259
LHCG,112.9199981689,114.2799987793
RIG,4.5100002289,4.4800000191
AXP,119.0500030518,118.6999969482
AEIS,57.8499984741,57.7999992371
MU,43.0,43.0999984741
TGT,106.6699981689,107.3300018311
JNPR,24.9099998474,24.75
DRRX,1.9600000381,1.8099999428
KMB,141.6199951172,141.6699981689
ILF,31.7600002289,31.4200000763
ULTA,245.5800018311,253.4499969482
CDNS,65.4199981689,66.3499984741
GRBK,10.5900001526,10.720000267
AG,9.3199996948,9.1199998856
NG,6.1999998093,6.0399999619
PAAS,15.7899999619,15.5900001526
FSM,3.1900000572,3.1099998951
