DATE,investment long,earning long,investment short,earning short,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2018-12-31,0,0,0,0,0,0,0,333,333
2019-01-04,10000.0,10135.523448320577,10000.000000000004,10110.335251114102,35,45,0.0,198,198
2019-01-07,10000.0,10084.910445455707,9999.99999999999,10164.270620798761,31,47,0.0,227,227
2019-01-08,10000.0,10236.463495951159,9999.999999999998,10041.723475497769,39,43,0.0,268,268
2019-01-09,10000.0,9979.678464719142,9999.999999999989,9982.129420904372,36,47,0.0,285,285
2019-01-10,10000.000000000002,10004.838244706336,10000.000000000004,10063.018309558574,35,46,0.0,244,244
2019-01-11,10000.000000000002,9863.755740457662,9999.999999999998,9893.35929055915,35,45,0.0,226,226
2019-01-14,10000.0,10068.188422088384,10000.000000000002,10084.274796982227,32,46,0.0,263,263
2019-01-15,9999.999999999998,10129.335028977113,9999.999999999996,9812.616305071224,48,45,0.0,293,293
2019-01-16,10000.0,9962.634093965373,9999.999999999998,9958.766763345027,31,46,0.0,190,190
2019-01-17,10000.000000000002,10143.897961091108,10000.000000000004,10179.288244958945,33,48,0.0,250,250
2019-01-18,9999.999999999998,9966.717324438643,10000.000000000002,9922.36980924253,33,49,0.0,200,200
2019-01-22,10000.000000000002,9923.001323424614,9999.999999999998,9984.675155167188,31,45,0.0,242,242
2019-01-23,9999.999999999998,9873.882605272203,9999.999999999998,9927.983058324606,45,48,0.0,276,276
2019-01-24,10000.0,9983.007188572945,9999.999999999998,10083.024411727087,31,49,0.0,270,270
2019-01-25,10000.000000000002,9894.594639803021,10000.000000000004,9838.49560952486,31,42,0.0,275,275
2019-01-28,10000.0,9952.988247488513,10000.0,9941.707369463902,32,50,0.0,223,223
2019-01-29,10000.0,9995.083875460476,10000.000000000002,10005.556197715625,34,48,0.0,304,304
2019-01-30,10000.0,10031.342253025869,9999.999999999998,10156.880641317262,32,49,0.0,273,273
2019-01-31,9999.999999999996,10048.631469066733,10000.000000000002,10141.920369266365,33,43,0.0,267,267
2019-02-01,10000.000000000002,9972.757840691273,9999.999999999998,10008.73823320221,32,49,0.0,218,218
2019-02-04,10000.000000000002,10097.458453680998,10000.0,10106.19354269642,45,49,0.0,238,238
2019-02-05,9999.999999999998,9979.113347769691,9999.999999999996,9918.29939312333,31,46,0.0,222,222
2019-02-06,10000.0,9885.863769639504,10000.0,9824.18251876495,42,48,0.0,265,265
2019-02-07,10000.0,9865.149150025949,9999.999999999998,9937.179201228488,33,48,0.0,285,285
2019-02-08,10000.0,10125.795576476565,10000.0,10168.651589415695,32,45,0.0,247,247
2019-02-11,10000.0,10050.08948236873,10000.000000000004,10050.664478358123,38,46,0.0,220,220
2019-02-12,10000.0,10019.50038172518,10000.0,10015.655255008152,34,46,0.0,264,264
2019-02-13,10000.0,9897.80442304567,9999.999999999998,9990.232644998385,32,46,0.0,256,256
2019-02-14,10000.000000000004,10071.081837105457,10000.000000000002,10067.351716613488,37,44,0.0,303,303
2019-02-15,10000.000000000004,10002.37980283604,10000.000000000005,10045.822552905445,37,47,0.0,370,370
2019-02-19,10000.0,10023.61134698297,10000.0,10075.677441073014,33,46,0.0,319,319
2019-02-20,9999.999999999998,9999.58095873931,9999.999999999998,9968.896434224227,40,48,0.0,294,294
2019-02-21,10000.0,9961.761403115106,9999.999999999996,9924.124306359352,35,46,0.0,337,337
2019-02-22,10000.0,10056.336965428462,10000.000000000004,10058.878882818193,42,47,0.0,249,249
2019-02-25,9999.999999999998,9894.975630240468,10000.0,9951.674966943177,31,49,0.0,260,260
2019-02-26,10000.000000000004,10002.794980632729,10000.0,10062.535460793668,33,47,0.0,292,292
2019-02-27,9999.999999999998,9953.602502577603,10000.0,9970.242223646545,46,49,0.0,270,270
2019-02-28,10000.000000000002,10125.286050191167,10000.000000000005,10040.18706527074,39,48,0.0,286,286
2019-03-01,10000.0,10046.91031486982,9999.999999999993,10041.228400883296,35,49,0.0,258,258
2019-03-04,10000.000000000002,9843.927906370322,9999.999999999998,9985.355739876963,39,46,0.0,228,228
2019-03-05,10000.0,9910.10662959826,9999.999999999998,9986.72487167857,30,48,0.0,226,226
2019-03-06,10000.000000000002,9898.998359605126,9999.999999999998,9851.100147421412,39,47,0.0,239,239
2019-03-07,10000.0,9542.895193696047,10000.000000000002,9778.725125290375,31,47,0.0,249,249
2019-03-08,10000.0,10103.095842139797,9999.999999999998,10259.421048246348,33,45,0.0,206,206
2019-03-11,9997.868723076612,10147.125310682652,9999.999999999996,10148.311592158678,31,47,0.0,225,225
2019-03-12,10000.000000000002,9953.788701900015,10000.000000000002,9969.1475850233,32,47,0.0,197,197
2019-03-13,10000.000000000002,10071.645389946954,10000.000000000002,10012.510068188523,32,47,0.0,193,193
2019-03-14,10000.000000000002,9966.55223534765,9999.999999999998,10025.532283724531,29,47,0.0,175,175
2019-03-15,10000.0,10089.825169092124,9999.999999999998,10042.86285792347,32,46,0.0,172,172
2019-03-18,10000.0,10097.09809242261,9999.999999999996,10074.50525109056,39,42,0.0,194,194
2019-03-19,10000.0,9971.860177109984,10000.0,9907.43947074272,33,47,0.0,213,213
2019-03-20,9999.999999999998,10002.959009634713,9999.999999999995,9997.708559653143,33,49,0.0,186,186
2019-03-21,9999.999999999998,10106.121149841612,10000.000000000005,10087.226487033826,38,47,0.0,216,216
2019-03-22,10000.0,9760.290657378573,9999.999999999998,9812.833893951403,34,46,0.0,211,211
2019-03-25,10000.0,10053.713481776798,10000.000000000002,10105.910715456901,33,44,0.0,198,198
2019-03-26,10000.000000000004,10017.026818284807,10000.0,10003.203447840915,49,48,0.0,211,211
2019-03-27,10000.000000000002,9928.279808296984,10000.0,9935.641962299975,34,48,0.0,192,192
2019-03-28,10000.000000000002,10029.071911767314,9999.999999999995,10044.623108161168,47,46,0.0,219,219
2019-03-29,10000.000000000002,10024.643281978884,9999.999999999998,10084.928730001495,42,44,0.0,221,221
2019-04-01,10000.0,10001.250057005123,10000.0,10055.692651437013,36,47,0.0,257,257
2019-04-02,10000.000000000004,10082.734741335988,10000.0,10036.941072077676,40,47,0.0,272,272
2019-04-03,9999.999999999993,9887.202823637828,10000.000000000002,9994.472644560325,44,46,0.0,219,219
2019-04-04,9999.999999999998,10126.931614224293,9999.999999999995,10051.834524435984,37,47,0.0,182,182
2019-04-05,10000.000000000002,9988.196569298616,10000.0,9979.846447796634,45,46,0.0,188,188
2019-04-08,10000.0,9963.87724689279,9999.999999999998,10043.817023326665,31,45,0.0,202,202
2019-04-09,9999.999999999996,9964.275130850616,10000.000000000002,9994.561615478158,36,47,0.0,202,202
2019-04-10,9999.999999999996,10005.446565914448,10000.000000000004,10015.067157199968,33,46,0.0,209,209
2019-04-11,9999.999999999998,10035.484835726273,9999.999999999995,10011.700205144045,37,49,0.0,205,205
2019-04-12,10000.0,9982.737457445442,10000.000000000002,10022.622747657448,36,45,0.0,225,225
2019-04-15,10000.0,10061.14563666967,10000.000000000005,9997.61920013206,38,48,0.0,194,194
2019-04-16,9999.999999999998,9969.015275722586,9999.999999999995,10106.63480006635,35,47,0.0,256,256
2019-04-17,9999.999999999998,9935.297821461121,9999.999999999998,9926.272538405894,40,44,0.0,227,227
2019-04-18,9784.273195512129,9699.497529036125,9999.999999999998,10000.941588653212,35,49,0.0,314,314
2019-04-22,10000.0,10091.211800743033,9999.999999999996,10053.480958580496,32,48,0.0,277,277
2019-04-23,9999.999999999998,10038.438300862172,9999.999999999996,9924.342939392995,35,46,0.0,235,235
2019-04-24,10000.0,9924.048864172953,9999.999999999996,10018.038664228583,36,49,0.0,341,341
2019-04-25,10000.000000000004,10119.380080921756,9999.999999999998,10011.013799321687,36,49,0.0,406,406
2019-04-26,10000.000000000002,10177.699723053302,9999.999999999998,9936.473483157313,50,47,0.0,321,321
2019-04-29,10000.000000000004,9645.522699995567,10000.000000000005,9974.093905498868,36,46,0.0,325,325
2019-04-30,9999.999999999998,10118.838212604633,9999.999999999998,9994.118683102002,44,33,0.0,283,283
2019-05-01,10000.0,9877.305882453034,10000.0,9924.73799152436,48,45,0.0,376,376
2019-05-02,10000.0,10102.641603852166,10000.000000000002,10009.231724645864,37,47,0.0,407,407
2019-05-03,9999.999999999996,9631.397816090079,9999.999999999998,9885.025066755523,38,46,0.0,309,309
2019-05-06,10000.0,10039.60654846694,10000.000000000002,10048.42456355777,45,47,0.0,315,315
2019-05-07,9999.999999999996,9946.794475011367,10000.0,9876.838859851849,39,49,0.0,393,393
2019-05-08,10000.000000000004,9864.600715257331,10000.000000000002,9864.94795732045,35,48,0.0,402,402
2019-05-09,10000.0,10247.273587168484,10000.000000000002,10102.707392325468,31,46,0.0,413,413
2019-05-10,10000.000000000002,9810.529658272613,9999.999999999996,9743.757462224943,34,48,0.0,381,381
2019-05-13,10000.0,9983.438753519742,10000.000000000002,9976.703588171706,35,48,0.0,315,315
2019-05-14,9999.999999999996,9973.7769167633,10000.0,10006.23694236545,44,46,0.0,238,238
2019-05-15,9999.999999999996,10106.541712481812,10000.000000000002,10105.254565736297,34,47,0.0,298,298
2019-05-16,9999.999999999996,9895.224575252025,9999.999999999998,9982.437332168478,46,45,0.0,302,302
2019-05-17,10000.000000000002,9708.196787153343,10000.000000000002,9774.804222238194,39,48,0.0,247,247
2019-05-20,10000.0,9958.92091658921,10000.000000000002,10088.55097624669,46,49,0.0,268,268
2019-05-21,10000.0,9868.894809059728,9999.999999999998,9965.592405689677,33,43,0.0,243,243
2019-05-22,10000.000000000002,9975.813397055857,10000.000000000002,9864.471101579149,38,47,0.0,232,232
2019-05-23,10000.000000000002,10106.769509057378,9999.999999999998,10000.690737778104,43,47,0.0,271,271
2019-05-24,10000.000000000002,9967.795732404658,10000.000000000002,9960.277587660705,47,47,0.0,269,269
2019-05-28,10000.000000000004,9874.770469856045,10000.000000000004,9761.9208124931,33,47,0.0,189,189
2019-05-29,10000.000000000002,9942.502274964447,10000.0,9981.718985424777,35,46,0.0,218,218
2019-05-30,9999.999999999998,9994.211322016694,10000.0,9843.051085539615,38,47,0.0,220,220
2019-05-31,9999.999999999998,9990.075142425387,9999.999999999996,10023.19831965122,33,45,0.0,292,292
2019-06-03,10000.000000000004,10126.325523979845,10000.0,10014.455535573687,33,49,0.0,265,265
2019-06-04,10000.0,10151.209254903006,10000.000000000004,10167.100950394477,44,50,0.0,290,290
2019-06-05,10000.000000000002,10017.570526385918,10000.000000000002,9813.87738594314,34,44,0.0,332,332
2019-06-06,10000.000000000002,10116.657091981226,10000.0,10063.355015824927,47,44,0.0,266,266
2019-06-07,9999.999999999998,10073.743864291433,10000.000000000005,10138.888462505663,43,49,0.0,183,183
2019-06-10,10000.000000000002,10081.290319827815,10000.0,10270.249153993529,35,46,0.0,234,234
2019-06-11,10000.000000000002,9885.412366531076,10000.000000000004,9799.560229309234,44,45,0.0,223,223
2019-06-12,10000.000000000004,10072.494827689676,10000.0,9964.437826638203,41,49,0.0,229,229
2019-06-13,10000.0,9895.084392187415,9999.999999999998,9996.793099277373,36,46,0.0,229,229
2019-06-14,10000.000000000002,10014.545947433475,10000.000000000005,9946.016685763669,49,47,0.0,228,228
2019-06-17,9999.999999999998,10085.02430022406,10000.000000000002,10094.20219242386,36,43,0.0,235,235
2019-06-18,10000.0,10050.5770245268,10000.0,10004.957760843905,33,48,0.0,219,219
2019-06-19,10000.000000000005,10154.136074678932,10000.000000000002,10185.537621872318,47,49,0.0,239,239
2019-06-20,10000.000000000002,9933.716179024519,10000.000000000005,9945.714636067689,38,46,0.0,239,239
2019-06-21,9999.999999999998,10007.947979109289,10000.0,10022.743421865827,40,43,0.0,150,150
2019-06-24,10000.0,10009.331522964798,10000.0,9932.390652455933,40,42,0.0,169,169
2019-06-25,10000.0,9946.359847280139,9999.999999999998,9885.424774310899,48,45,0.0,151,151
2019-06-26,10000.000000000004,9995.652956061673,10000.000000000004,9968.664077235744,47,44,0.0,249,249
2019-06-27,9999.999999999995,10122.406001533833,10000.0,10035.13612917935,31,46,0.0,262,262
2019-06-28,9999.999999999996,10137.278121322097,10000.000000000004,10177.668883248558,35,47,0.0,209,209
2019-07-01,10000.000000000002,9993.58283475978,9999.999999999998,9909.698212742656,29,48,0.0,264,264
2019-07-02,10000.0,10023.767250275167,9999.999999999996,9994.164889806074,35,48,0.0,209,209
2019-07-03,10000.0,10060.07081434398,10000.0,9958.029584195092,30,48,0.0,228,228
2019-07-05,10000.000000000007,10143.948781300134,10000.000000000005,9918.269045318642,47,41,0.0,106,106
2019-07-08,10000.000000000007,9964.836921573611,10000.000000000002,9975.171323911321,47,47,0.0,176,176
2019-07-09,10000.000000000004,10157.66054599217,10000.0,10141.875887480928,36,48,0.0,264,264
2019-07-10,10000.0,9955.832379391166,10000.0,10015.027454247756,36,48,0.0,271,271
2019-07-11,9999.999999999998,9977.696091260952,10000.0,9996.921357354395,32,47,0.0,280,280
2019-07-12,10000.0,10156.819747380023,10000.0,10020.047401323733,46,49,0.0,231,231
2019-07-15,10000.0,9941.680243780753,10000.000000000002,10045.701506030293,32,48,0.0,214,214
2019-07-16,10000.0,10046.639285731068,9999.999999999993,9966.528605290941,33,50,0.0,228,228
2019-07-17,9999.999999999998,9873.410342053716,9999.999999999998,9954.567317768688,47,50,0.0,201,201
2019-07-18,10000.0,10070.452687612113,10000.000000000002,10081.80299978862,44,49,0.0,287,287
2019-07-19,10000.000000000004,9945.252516918414,10000.000000000002,9916.88796478416,37,41,0.0,213,213
2019-07-22,10000.000000000002,10073.023441597637,9999.999999999998,10013.005340619051,33,47,0.0,217,217
