IDN,4.8099999428,4.75,7.103636208944322e-05
SMLP,97.6500015259,94.1999969482,0.00045118605232646723
EPM,6.0100002289,6.0999999046,0.00018775007854929257
WST,140.5800018311,142.6699981689,0.009837274749864587
SAM,398.7300109863,406.75,0.004329683836845925
ZTS,122.0599975586,124.1200027466,0.055277891241907455
LNT,50.5699996948,51.5499992371,0.011273387538426442
BAH,70.9000015259,72.1299972534,0.009375484361719881
AMT,217.5399932861,221.6199951172,0.09060868602842535
HIG,58.3899993896,58.75,0.01980380197761344
AWR,80.9199981689,83.2900009155,0.002808916930962752
CINF,107.9199981689,109.8099975586,0.016591642385337294
AXS,64.0400009155,64.0,0.005054962296002432
WM,117.0800018311,118.7399978638,0.04687748734821116
TFX,357.8099975586,369.0599975586,0.015548710728681149
ESLT,163.2599945068,166.5,0.006591454360984696
IDA,103.4300003052,105.8199996948,0.004922092693104417
WPC,86.0,87.2699966431,0.013423039185954937
EXR,116.8399963379,118.7300033569,0.014024356634296293
AEM,57.8199996948,59.2299995422,0.012801984616652159
CHE,423.700012207,427.8299865723,0.006351147265671489
ELS,64.5350036621,65.2450027466,0.01096022848424746
IIM,15.4300003052,15.5399999619,0.0006856757489856234
WEC,88.0199966431,89.6699981689,0.026226822699131302
CMS,59.0400009155,60.2000007629,0.015800806331503544
ACAD,29.2099990845,29.3700008392,0.003968124838034149
NVG,16.5100002289,16.5400009155,0.0031580470301596263
AGYS,26.2700004578,27.4899997711,0.0005830193683027175
MCD,217.3099975586,218.0800018311,0.15742175081339863
AWK,117.8399963379,119.7399978638,0.020106916081154905
RNR,186.7299957275,189.2899932861,0.007442787732250649
SBAC,248.8500061035,252.4799957275,0.026421927904116828
PRO,71.9100036621,73.5899963379,0.0025231917830395227
PSA,253.3300018311,256.700012207,0.041657717415953
MLM,246.8899993896,250.7400054932,0.014575410085874685
SHW,172.1999969482,173.5299987793,0.04542758524408543
ICE,91.1600036621,92.25,0.04898348144907661
NWPX,24.3199996948,26.2000007629,0.00022358118120687485
SO,57.4599990845,58.1899986267,0.054208095761349794
CMCT,61.3199996948,62.0999984741,0.0008453552650070111
CYTK,13.5200004578,13.3100004196,0.0006986171707794609
MODN,25.2999992371,26.4300003052,0.0007512618653050488
SIGI,79.0,79.7099990845,0.0043977776392850184
NZF,16.25,16.2999992371,0.002181020121422731
CTAS,259.4299926758,266.5599975586,0.02530392914998653
HSY,152.5099945068,154.8300018311,0.030205750655330547
RGLD,121.9800033569,126.3199996948,0.007538210003313053
CCI,138.1399993896,140.9700012207,0.05413779896147542
NAD,14.4799995422,14.5399999619,0.002760331664758857
BAM,32.9599990845,33.4133338928,0.044592800877837714
