FOSL,12.470000267,12.4200000763,0.0003636523851259919
UEPS,3.6300001144,3.7000000477,0.00012118219005193284
ATTO,15.5050506592,16.7676773071,0.00013635790993498802
HOV,13.6499996185,13.0,4.77135476393597e-05
KPTI,5.1999998093,5.25,0.00018628294706022933
TMO,265.9800109863,267.6300048828,0.06298880512552024
PGTI,15.1999998093,15.279999733,0.0005199265881524307
FCX,10.2399997711,10.220000267,0.008738265067359948
KMI,20.2999992371,20.2600002289,0.027044398844032702
URBN,27.0200004578,25.8299999237,0.0016810475569761542
NEM,30.9300003052,31.3700008392,0.009708765587255641
SSL,30.0599994659,26.6399993896,0.011143582708674278
AFMD,3.3599998951,3.0,0.00012353506443101632
RAVE,3.0699999332,2.8399999142,2.7205626678229473e-05
FET,103.5999984741,102.4000015259,0.0003331589069571521
PLAB,8.3999996185,9.0,0.0003321470672675638
SKY,21.1900005341,22.0499992371,0.0007070358328498318
LOW,107.75,101.25,0.05082842785744008
PANW,225.5700073242,227.0,0.012434092231646855
LSTR,106.4800033569,105.8600006104,0.0025156031383345157
HUBG,41.0400009155,41.7200012207,0.0008327779713437946
FCAP,50.0600013733,50.4300003052,9.890234894661831e-05
FLO,22.9099998474,22.7999992371,0.002845435098555684
TAIT,3.8399999142,3.6900000572,1.2598230836174311e-05
CLNE,2.7999999523,3.2000000477,0.0003357317738462938
VALE,11.2899999619,12.1000003815,0.03408405970182786
ITUB,6.5622420311,6.8672709465,0.03756632103002982
SID,3.7899999619,4.0799999237,0.0030804291339966822
GOL,10.470000267,11.6400003433,0.0021541094499615636
BBDO,7.1199998856,7.4800000191,0.0448288189991944
HSBC,41.6599998474,41.5499992371,0.491561439194497
CIG,3.2200000286,3.4500000477,0.0032099175190434498
EVR,83.5299987793,82.7300033569,0.0019553380410240596
AZO,1007.0,1021.4000244141,0.015266118832150833
UVV,51.4500007629,51.2700004578,0.0007571948558316542
HELE,137.9199981689,136.8600006104,0.002026216806462102
LPI,66.1999969482,67.1999969482,0.0004560187063269889
CRK,5.6300001144,5.5999999046,0.00035102863647728144
AXS,58.7000007629,58.3199996948,0.0028895388077267055
PRO,51.0099983215,51.5699996948,0.001116195053531958
GILD,66.2200012207,66.2600021362,0.04999586557649736
NFLX,350.950012207,358.0100097656,0.09023696557122043
AEO,19.9400005341,19.8099994659,0.0020249298742528823
HEI,103.1399993896,103.6600036621,0.008074400338116886
FANG,110.9000015259,112.9899978638,0.010728915190893673
WLL,22.7999992371,23.0,2.4723993819304524e-05
HXL,70.1800003052,71.7399978638,0.0035048230801992724
