EXR,85.5500030518,86.1200027466,0.03050889549353638
POWL,23.2600002289,26.7999992371,0.0007407000401752433
TEDU,20.75,19.8999996185,0.0009357787693950655
CPSI,23.1399993896,23.2000007629,0.0009145724132503043
ENPH,46.3300018311,47.0,0.015702667167980737
OSTK,13.8699998856,14.4899997711,0.0015069500751848566
BCOR,13.9600000381,14.0,0.0018353013523137811
SMSI,4.6700000763,4.7100000381,0.0004946724500525792
FIVN,89.1100006104,97.0999984741,0.015098488434078235
MRTN,15.9466667175,16.7199993134,0.003602420617757921
MKTX,450.0199890137,491.9200134277,0.04700070983192779
LOGI,48.1300010681,48.7400016785,0.021977792754384693
NOW,360.0,374.6300048828,0.18777753365503497
AUDC,31.6399993896,33.4199981689,0.002575701810759846
ROL,27.3333320618,27.7199993134,0.036959199556549055
AMTD,7.5,7.0,0.005071439279473848
XXII,0.8999999762,0.8569999933,0.00034283343965665496
CACI,258.0,254.1799926758,0.017672231277633444
SIX,21.2600002289,19.1000003815,0.004953688194542519
SFM,21.7700004578,22.4099998474,0.007044967420547783
SMG,127.1900024414,129.9400024414,0.019539276523525762
LJPC,7.8099999428,7.6100001335,0.0005847482140799251
VALE,8.0500001907,7.7899999619,0.11365515371630752
ODP,20.6000003815,20.0,0.0030352206944164427
ACLS,22.75,25.3099994659,0.0020408939153102883
TTOO,0.6000000238,0.5500000119,8.366912481819295e-05
BG,38.0,35.0,0.014836155424319151
DQ,9.8299999237,10.0500001907,0.009402180241217988
HCKT,14.9200000763,14.3000001907,0.0012222277162215426
ATSG,19.9500007629,21.0200004578,0.0032586250903662794
AOS,42.4199981689,43.0099983215,0.01896275840759633
KSS,18.0,17.2600002289,0.00773069266239106
ATTO,4.7474751472,4.7474751472,0.00019605157765812892
PCG,11.5799999237,11.9399995804,0.01687251592385039
CMI,155.8000030518,154.5099945068,0.0646400998636871
GPI,58.3199996948,55.5699996948,0.0029909554395269387
CENTA,30.4300003052,31.0699996948,0.004705295027554232
MODN,27.8899993896,29.0,0.002533482694051209
TGTX,16.0100002289,17.5699996948,0.004821322311098022
CTSO,9.3900003433,10.1499996185,0.0008431776298129082
FMC,90.75,89.9599990845,0.03226085586270676
TREE,230.0,231.4400024414,0.008254235101900887
CBFV,22.0100002289,22.2999992371,0.00033108425653261876
HIW,36.7000007629,36.1199989319,0.010483367430523086
CLW,24.0799999237,27.0100002289,0.001094908087850154
HZNP,36.4199981689,41.1899986267,0.018852106763158006
TECH,236.7400054932,246.9900054932,0.024724189051116004
AZN,52.6300010681,54.0600013733,0.19012279479350278
DVN,12.1599998474,11.8999996185,0.012788459632934169
PZZA,73.0800018311,73.8300018311,0.006416952787730364
