MNST,56.1599998474,56.4399986267,0.040922737891388235
KO,53.9599990845,54.6300010681,0.30866953415191906
LEU,4.9400000572,5.0700001717,6.248507259200724e-05
AMOT,25.7000007629,26.2199993134,0.0004900680677902763
IBP,63.3300018311,67.1900024414,0.0025392460499349735
CW,132.0,136.3000030518,0.007567199364906511
CRUS,60.6899986267,68.7600021362,0.004795432992360885
DIOD,47.2999992371,47.1500015259,0.0030914082701254332
EW,79.6333312988,79.9166641235,0.06650501557906138
KRG,17.7800006866,17.8899993896,0.001996998904194915
PPL,33.2799987793,33.5200004578,0.03212979879357042
MCO,218.0399932861,222.4499969482,0.05590577592130543
SPWH,6.7399997711,6.8499999046,0.0003882428849279531
LPX,29.1499996185,29.5200004578,0.0053459812022251885
GAIN,12.8699998856,12.9300003052,0.0005661703122068546
ALLE,116.3899993896,117.0999984741,0.014763050922162874
AWR,94.3300018311,95.3799972534,0.004647262968434859
LPSN,41.2799987793,41.3800010681,0.0033746668575019255
MOFG,32.4199981689,32.8699989319,0.0005292470055964748
NDSN,157.25,157.8999938965,0.01223187491855852
UDR,50.1599998474,50.2700004578,0.01852460268071975
USLM,85.9300003052,88.3600006104,0.0006458085236979368
PPG,125.5100021362,125.7200012207,0.039676438954676374
RMD,147.2700042725,148.9199981689,0.028355150326774936
MWA,11.6899995804,11.7700004578,0.0024650703180063645
SIRI,6.4800000191,6.7399997711,0.037741814622474425
MPW,20.5900001526,20.75,0.010228278481948905
TAL,42.8600006104,43.6300010681,0.011319874606529794
PCYO,11.220000267,11.2100000381,0.00035736470768046836
AIV,7.2909650803,7.3042960167,0.0014132485391342789
OTTR,56.1800003052,56.9000015259,0.002986656688979992
RPT,14.4200000763,14.5900001526,0.0015410127663695711
ELS,69.2900009155,69.9800033569,0.0167016435034096
GWRE,112.9499969482,113.0,0.012434920037931773
BRO,37.4799995422,37.8800010681,0.014044547772539362
RBA,40.8899993896,41.2599983215,0.0059562410843984484
MMC,103.0800018311,104.3000030518,0.06960846288135855
TTC,76.6299972534,77.4199981689,0.010845830763875925
FNF,45.7900009155,46.1599998474,0.016900157004166607
SHOO,41.1100006104,41.5,0.004722823709532799
TPX,21.1900005341,22.9524993896,0.006191343268189369
MAA,136.8899993896,139.4199981689,0.02088720457217776
REPH,13.446606636,14.3968343735,0.0003928853356319127
CPT,114.8700027466,115.1900024414,0.014727990995302954
RDNT,15.6999998093,15.6700000763,0.001030608200670837
SO,62.5699996948,62.8699989319,0.08377782152305693
