DATE,investment long,earning long,investment short,earning short,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2018-12-31,0,0,0,0,0,0,0,333,333
2019-01-07,9999.999999999998,10097.327365209041,9999.999999999996,10107.659450988825,35,45,0.0,198,198
2019-01-08,10000.000000000002,10042.325460568285,10000.0,10061.425733115566,31,47,0.0,227,227
2019-01-09,10000.0,9978.464743996205,9999.999999999996,9985.357996711824,39,43,0.0,268,268
2019-01-10,10000.000000000004,10079.390345299586,9999.999999999995,10042.40468428898,36,47,0.0,285,285
2019-01-11,10000.0,9901.676725397881,9999.458497920097,9927.625310732245,35,46,0.0,244,244
2019-01-14,10000.0,10044.513368831134,9999.999999999996,9898.510682733351,35,45,0.0,226,226
2019-01-15,9999.999999999998,10134.698826252736,9999.999999999998,10109.70238892092,32,46,0.0,263,263
2019-01-16,10000.0,9958.697824392055,9999.999999999996,10107.230809126859,48,45,0.0,293,293
2019-01-17,10000.0,10182.158742387948,10000.0,10324.713510728729,31,46,0.0,190,190
2019-01-18,10000.000000000002,9979.45535086166,10000.000000000004,9948.047165904169,33,48,0.0,250,250
2019-01-22,9999.999999999998,10043.736514419801,10000.0,9956.66658347558,33,49,0.0,200,200
2019-01-23,9999.999999999995,9966.545511742086,10000.000000000004,9977.331394572366,31,45,0.0,242,242
2019-01-24,10000.0,10377.544533968556,10000.000000000002,10104.024581670874,45,48,0.0,276,276
2019-01-25,9999.999999999998,9947.04549166956,10000.000000000002,9972.61384155594,31,49,0.0,270,270
2019-01-28,10000.0,9932.570015467127,9999.999999999998,9966.835032975263,31,42,0.0,275,275
2019-01-29,9999.999999999998,9970.371261017593,9999.999999999996,9970.983946885333,32,50,0.0,223,223
2019-01-30,10000.000000000004,10148.361481722552,10000.000000000007,10188.390707632132,34,48,0.0,304,304
2019-01-31,9999.999999999998,10035.538763722841,10000.000000000004,10042.971164547973,32,49,0.0,273,273
2019-02-01,10000.000000000002,9912.861185891581,10000.000000000002,9983.807793016427,33,43,0.0,267,267
2019-02-04,10000.0,10072.214680471756,10000.0,10064.755690226188,32,49,0.0,218,218
2019-02-05,9999.999999999998,10045.532579228011,9999.999999999996,10054.448267760596,45,49,0.0,238,238
2019-02-06,10000.000000000004,9969.127845989884,10000.0,9912.10865523294,31,46,0.0,222,222
2019-02-07,9999.999999999996,9859.613422857896,10000.0,9851.780549694324,42,48,0.0,265,265
2019-02-08,9999.999999999998,10094.824618825112,10000.000000000005,10064.04466188583,33,48,0.0,285,285
2019-02-11,10000.000000000002,9962.399830942994,10000.000000000002,10056.094001737489,32,45,0.0,247,247
2019-02-12,10000.000000000004,10155.460750129909,10000.000000000004,10102.97647885155,38,46,0.0,220,220
2019-02-13,9999.999999999998,9958.101081163522,10000.000000000002,9951.475242924751,34,46,0.0,264,264
2019-02-14,10000.000000000002,10079.604033695656,10000.000000000004,10080.464432941082,32,46,0.0,256,256
2019-02-15,9999.999999999998,9949.744571315563,9999.999999999998,10007.217342192178,37,44,0.0,303,303
2019-02-19,10000.000000000002,10097.36770544871,9999.999999999995,10059.589055785109,37,47,0.0,370,370
2019-02-20,9999.999999999998,10011.540066941627,10000.000000000002,9959.767879717863,33,46,0.0,319,319
2019-02-21,9999.999999999996,10004.600808825764,10000.0,10030.19108139511,40,48,0.0,294,294
2019-02-22,10000.000000000002,10117.277949957966,9999.999999999998,10135.086358869768,35,46,0.0,337,337
2019-02-25,10000.0,9969.66193827507,10000.000000000004,9858.977580072597,42,47,0.0,249,249
2019-02-26,10000.0,9995.34896573907,9999.999999999996,9961.949777355812,31,49,0.0,260,260
2019-02-27,9999.999999999998,10032.840693402368,10000.000000000005,10035.403874180198,33,47,0.0,292,292
2019-02-28,10000.000000000002,10012.192828128871,10000.000000000004,10040.617583466206,46,49,0.0,270,270
2019-03-01,10000.000000000002,10117.066958781264,10000.0,10046.833472285665,39,48,0.0,286,286
2019-03-04,10000.0,9864.32535714844,9999.999999999993,9807.054846101308,35,49,0.0,258,258
2019-03-05,10000.000000000002,9994.493809698044,10000.0,10021.784452869315,39,46,0.0,228,228
2019-03-06,10000.0,9874.787975109455,9999.999999999996,9916.969427015732,30,48,0.0,226,226
2019-03-07,9999.999999999996,9777.991530050063,9999.999999999998,9853.93911621729,39,47,0.0,239,239
2019-03-08,10000.0,10307.26989537579,10000.0,10127.819613214566,31,47,0.0,249,249
2019-03-11,9999.999999999998,10156.197586021297,10000.0,10198.309231397006,33,45,0.0,206,206
