word,O+ value,O- value
put,0.01163582442541859,0.017858029240905297
hold,0.022548596063628846,0.02861920748538107
rule,0.0015994996650554312,0.0013132801066031946
acquisition,0.008563539051178048,0.005965810653672891
file,0.00385358025487407,0.003920080829121644
agre,0.00045120811340607986,0.0025043472929030994
outperform,0.016514049750901413,0.012726013595317514
rais,0.04983556993663314,0.03706955837719787
fall,0.006175076984945258,0.019262559336790667
q,0.03803624108053561,0.042431928539377356
miss,0.0032947591666729766,0.007900794775824978
v,0.036754086427910324,0.037044007955632195
upgrade,0.03200022783003588,0.020101197186749912
po,0.0013308253534874848,0.0014091784826040395
ahead,0.007415745126935195,0.00892198282581577
sign,0.005509637229643638,0.005151025665449906
genet,0.0026689239784438742,0.0003719465695844438
beat,0.01366063881196612,0.015002070719160524
cancer,0.0015930419344010191,0.0014504478907228246
higher,0.02308659177363868,0.010269412685894173
officer,0.0016421271900724885,0.001530385049323468
lower,0.026714202835050178,0.03762394303700972
china,0.005964570164431885,0.009924935516909567
world,0.002040512104549683,0.0039398787136678895
economy,0.0013392344979203771,0.0029141854059040496
consumer,0.00850016226596151,0.00262255674570758
good,0.008470038557691384,0.007592836396748517
support,0.0018328557378929798,0.004146084349501265
hear,0.004565143802292144,0.0053374622333313285
northern,0.0016763076245508075,0.000183227305580907
dip,0.0007247431748968176,0.003226336331168631
previous,0.0014676156266553047,0.003671232058747437
high,0.028544038944965384,0.017914883646778276
chang,0.0063696170849614105,0.007105455095385001
gainer,0.04219052916180951,0.01938900242755949
loser,0.008446117346692076,0.021579421285875155
natural,0.003344037611361396,0.004120045447768717
loss,0.004297819333735487,0.004561427318584565
fed,0.0024976339286070606,0.002380218421393371
contract,0.010723469881568817,0.015159129005049718
downgrade,0.012154178754936261,0.030738368145792255
jump,0.0045052441102356915,0.00202145945793753
lift,0.001651132411290566,0.0008448425012187737
strong,0.008289545226559001,0.0070402088568943064
chemic,0.003168211643722007,0.0025792808853620265
march,0.013643267013386693,0.012293782943261949
neutral,0.017252083886014534,0.02209785044892504
street,0.002705968835618886,0.0023693556332701694
develop,0.0026707094751236625,0.0036360763371533792
brief,0.013651612850242323,0.014806335168741766
best,0.00583952561491223,0.00432753146504286
solid,0.00304126355101165,0.0019265509144895923
security,0.009682217438900177,0.0065758168514922725
cut,0.0042576452439311635,0.0055366449681696385
upside,0.00342743178079868,0.0022896335026715738
upbeat,0.001896138327659147,0.0010901950733682715
low,0.014508397314156336,0.010556771233161085
resume,0.00311081856735046,0.003178039306661129
fitch,0.00032326517749719087,0.0031420213156111497
test,0.0011145929619708434,0.0015430016398995281
level,0.0019356513576970374,0.0017582308049636918
fiscal,0.0014696199748635628,0.002249073333623029
despite,0.0011589782156121741,0.001777624331880836
weak,0.0031829152641788204,0.003817897048865988
call,0.021062866097490557,0.017294283513631926
volume,0.01610587282951136,0.005551572684840695
creat,0.0015881769930736211,0.0015703795183821653
insurance,0.0032037929295636127,0.0055100428438309415
care,0.00770862250525236,0.002732984373932409
tax,0.0010530141168112511,0.0017854453229834422
roundup,0.015274874852379087,0.015532196138421108
mover,0.015835753362159807,0.004402387042849998
community,0.002563977748936345,0.0013675833141383298
hot,0.005232834156611873,0.0032581613308183743
stake,0.003563254974192099,0.0031705891165299083
common,0.0022058131894969724,0.003124028413829132
base,0.0035560983245039,0.001166740673621636
case,0.0014708741646956456,0.0010687498142261153
underweight,0.00065686486513133,0.0020918173438791193
slight,0.0012903802569556623,0.001068642277193556
surge,0.0040537553961853805,0.0023553253768917315
