word,O+ value,O- value
lower,0.10259986429564494,0.18032673989116188
weak,0.0067662334179733755,0.007765009735661168
mover,0.02694077025747867,0.012836751320502151
upgrade,0.09692199690826572,0.06350872188105346
offer,0.03541560127609898,0.03992084228314778
higher,0.07182508877263656,0.03717509805384504
rais,0.22593690956779114,0.1660845891825842
base,0.005781643457031604,0.0034765016172494164
beat,0.017446840671253575,0.013356165156580398
cut,0.01298259253336275,0.023826237139714726
fall,0.01646937875222005,0.03773189386047835
miss,0.005964913340147269,0.007668102813931654
northern,0.0033964090143713947,0.0024865309269258887
dip,0.0020590442443347476,0.004605642907359911
previous,0.003521004471744282,0.007435208480451948
high,0.07827943576845262,0.04736914439054026
gainer,0.05596005178225904,0.02163599008860645
loser,0.012782809615113045,0.03548632588269765
downgrade,0.05169564023904382,0.12054751774861076
jump,0.0073108602461096715,0.004200005300097695
lift,0.005455380368354768,0.0028585017297250675
special,0.007008427183425042,0.005764669775417531
common,0.006905680655739636,0.008688445020876777
underweight,0.004596915336510952,0.005744002444881407
surge,0.007841990535287707,0.005458969978207143
upbeat,0.006455873115017496,0.004495669098506396
idea,0.00903160212910719,0.007397469039582601
repurchase,0.01116209689524519,0.010340652848855663
concern,0.002217533066220846,0.003585916505315086
narrow,0.004267261728987385,0.001462230573278389
negative,0.004021906605897523,0.009159415530616019
author,0.004638589746033297,0.004438205040914633
remove,0.0021524531935714253,0.004307591351547558
retirement,0.00337229081554591,0.0029518779134402023
public,0.006531928897525711,0.009753241789692082
decline,0.005808486356311202,0.008595049267042885
green,0.012826199027899244,0.013655420342334636
lawsuit,0.003205075302685092,0.003928912033789947
discus,0.0022303163828240402,0.004686054000133272
rebound,0.003930599544750631,0.003010786450966427
soar,0.008891153524991516,0.002721024801966448
volatility,0.0029105516001459615,0.0034655620786908587
dish,0.01498765352378007,0.0
exploration,0.002712063314751881,0.0037663333849928446
buyer,0.0029508786737000767,0.0027243741556428704
winner,0.004528303526197567,0.0030804184215348137
resign,0.0016288320885791316,0.004918149182853586
horizon,0.0,0.00927231311070177
shale,0.00421842645526947,0.0024777058855875076
arena,0.0,0.0076679794861095685
marvel,0.003454441774310785,0.0021800400955952343
