word,O+ value,O- value
rais po,0.022498176122365335,0.01730575771810813
top gainer,0.1338912581401312,0.050929041039961556
volume mover,0.10842031993587554,0.004554873587833628
week high,0.18405499887433252,0.00664324089981266
follow solid,0.01124972457560073,0.006892924961747106
worst perform,0.0,0.12274800701592481
public offer,0.013200415946863423,0.03498108746075106
general build,0.004038964971122872,0.00138405914361766
build material,0.0040410018172607025,0.0011101941780667416
spike higher,0.10993013264782706,0.0669487421212973
week low,0.01978258738135638,0.16980794853453735
perform remove,0.008470732338843589,0.033123843875139905
offer common,0.008610229489690388,0.02784930721235653
midday gainer,0.019446699875581636,0.000675860191130881
hold remove,0.012771060631874274,0.027053905835213075
gross proceed,0.005221195687230282,0.00918884666937221
move higher,0.04666156002632776,0.040470778091208144
session high,0.007529653584074448,0.006486874171677393
post downbeat,0.0086495781194305,0.024674375718440347
standpoint research,0.016301391414011882,0.008280004258908392
federal reserve,0.0024509339863960705,0.014208368912365278
issue weak,0.0017657763766054575,0.010794726417095798
stress test,0.011858714419693786,0.021342876644701095
next quarter,0.005304824375249611,0.005311641757663386
weak outlook,0.004727197487721327,0.017421034289914986
sector perform,0.01718348257185283,0.04759452345228412
agre realty,0.010986769583433802,0.0
advanced energy,0.010726657774381799,0.0
riley upgrade,0.007002974659586441,0.003270629535069205
needham downgrade,0.0013613888199325947,0.013381200996225683
diversified utility,0.005987746713750471,0.008007246846950682
estimate next,0.005408434066239567,0.004604625780628121
seller retreat,0.006756673036194301,0.004341296100959152
release confirm,0.007525962056592254,0.0032455165156604687
eagle outfitter,0.010749329982511064,0.009587937333604423
sell holder,0.005414858123223567,0.012171297481867785
dow suffer,0.004050652075961844,0.017827186735532845
point loss,0.001141860589586902,0.006651666833070237
secondary offer,0.009779875235684453,0.022504770047230775
wood upgrade,0.0165229634917271,0.013337534199672749
suffer triple,0.0015182165806493042,0.004831665249407966
sharply lower,0.0018812010729841154,0.01539070983652498
brent slide,0.0,0.033910525009817685
brent slip,0.0,0.0321559682842953
lodging trust,0.005705665039641384,0.009135171720142677
white petroleum,0.02529942100563531,0.0
l communication,0.005115355677041281,0.005344240396509368
micron technology,0.024467672631197465,0.0025179669377003847
alto network,0.025802436962328423,0.0
steel dynamic,0.018733274024396937,0.0
