word,O+ value,O- value
top loser,0.026628219745409205,0.1599569914357005
top gainer,0.1360299058398712,0.0367026379596282
moody affirm,0.004638874266560759,0.007500719324879359
volume mover,0.08818301171834865,0.0021931959091590135
week high,0.20351087798363943,0.02169285547106216
follow solid,0.01068234152264697,0.008253204089839226
public offer,0.0,0.04510328904469425
small cap,0.016415882377143184,0.00841466100347329
cap mover,0.0076986773590328825,0.0022214071162450053
worst perform,0.00034105686632186197,0.021186803143216262
spike higher,0.15183375563701745,0.04621907816093568
week low,0.0,0.16027661587867528
wood upgrade,0.02425065641985101,0.009576181203920932
session low,0.005069053624378922,0.00956977623563034
perform remove,0.0035562317545616293,0.034768224993053716
gross proceed,0.002720830534833273,0.010051778116485274
offer common,0.0015668932821344009,0.028111403927966423
move higher,0.052930964119349035,0.020111452987136357
post downbeat,0.007713720159020851,0.01779157162031234
hold remove,0.008131645733281245,0.03958518710076628
file mix,0.010034824197164761,0.014205601395355962
chief financial,0.0011096260426802452,0.004105289783605248
financial officer,0.0011096260426802452,0.004105289783605248
ahead fed,0.016089829687403915,0.009101215623306649
secondary offer,0.00263354299389406,0.03184166021462154
broker forgot,0.009343951760347857,0.0054962173525400625
forgot mention,0.009343951760347857,0.0054962173525400625
adobe system,0.0,0.036148051899084814
issue downbeat,0.002484639602121245,0.009306837756456967
close purchase,0.004328175396863264,0.006910503491330623
general dynamic,0.03051341314197809,1.3104827247596281e-05
big short,0.004691426491599815,0.00882070978059336
eagle outfitter,0.0,0.04652376218910892
profit lift,0.015355767474531453,0.004257325154136594
third point,0.0071393697929936495,0.005789022890254751
business today,0.011974292399613855,0.00460305098256961
insurance broker,0.0,0.018643068656986537
suffer triple,0.006321183770404675,0.006878304849581502
suffer point,0.004679522351501226,0.006770373441084976
sharply lower,0.005284820229287465,0.007967729268167389
brent slip,0.007751186895044945,0.015001720006795505
brent slide,0.007901962505573025,0.011863552655514635
global economy,0.006540233364770052,0.003439162396938892
carnival corporation,0.011685767430222956,0.008115225886702776
lumber liquid,0.01590129664890602,0.010216223587943848
inform service,0.015200550172385302,0.0016700228275505944
plain pipeline,0.0,0.019797318211712253
white petroleum,0.019966572689438987,0.0
unit therapeutic,0.013041503844760454,0.0
southern company,0.0076703643700825495,0.0036264030118833453
