LSCC,23.5499992371,23.3999996185
NSC,208.5,205.5500030518
MTN,249.1699981689,250.4100036621
EEM,45.2700004578,45.5600013733
BBL,47.4199981689,48.0999984741
CYH,3.4300000668,3.9500000477
VALE,13.529999733,13.3699998856
BHP,55.6699981689,56.4199981689
XPO,54.912689209,54.0686836243
SPR,67.0699996948,64.3399963379
SGEN,108.3799972534,108.8600006104
AOS,46.8400001526,47.3199996948
AVB,216.4199981689,219.8500061035
IBCP,22.4699993134,22.2900009155
ESNT,51.5999984741,51.7299995422
CAPL,18.7999992371,18.8799991608
ZEN,84.3300018311,86.25
CFG,40.6199989319,40.2400016785
QGEN,36.0499992371,35.2999992371
FIVE,115.5,118.1800003052
LJPC,7.7399997711,7.7100000381
TRN,20.7999992371,20.6100006104
MPC,56.4000015259,56.4900016785
TAC,7.1999998093,7.3400001526
NVAX,9.1499996185,8.3800001144
DPZ,286.4599914551,286.5299987793
COUP,169.1000061035,171.3600006104
WNS,70.0599975586,70.6600036621
YUM,104.6800003052,106.0100021362
UGP,6.3400001526,6.3699998856
TXN,131.0899963379,132.0200042725
WFC,49.0900001526,49.0299987793
WDC,67.5699996948,69.0400009155
RF,16.2900009155,16.3199996948
CCXI,43.4399986267,43.1300010681
BLCM,25.0,22.0
NIO,4.5999999046,5.4200000763
BBD,8.1700000763,8.0399999619
SYK,212.0599975586,215.8399963379
CAG,32.8100013733,32.8199996948
CX,4.1700000763,4.1700000763
OTTR,53.7999992371,53.75
C,80.4800033569,80.1999969482
NBIX,104.5,105.7600021362
DTE,113.9829788208,114.085105896
REGN,385.8999938965,365.7200012207
PPG,127.8199996948,126.1800003052
RARE,60.0,59.3400001526
GRPN,59.2000007629,62.4000015259
PBIP,17.7900009155,18.1200008392
