DATE,long value,EARNING LONG,short value,EARNING SHORT,NUMBER LONG,NUMBER SHORT,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2019-01-02,0,0,0,0,0,0,219,104
2019-01-03,10000.000000000002,10427.868255377345,10000.0,9956.092692073747,31,50,180,75
2019-01-04,9999.999999999995,10111.405270372516,9999.999999999989,10043.716417320558,37,38,266,101
2019-01-07,10000.0,10550.76707957927,10000.0,9948.27022994314,50,48,293,128
2019-01-08,10000.0,10418.741794378042,10000.0,9809.106654614441,50,50,248,103
2019-01-09,10000.0,10223.716556670064,10000.0,10048.20974941692,48,50,221,93
2019-01-10,10000.000000000002,10023.756241377683,10000.0,10273.49573742303,26,50,245,84
2019-01-11,9999.999999999998,10484.287668382885,10000.0,10120.59903812171,34,50,269,113
2019-01-14,10000.0,10172.697637443003,10000.0,10322.116860952492,50,50,187,79
2019-01-15,10000.000000000002,10317.634935912643,10000.0,10265.74044664311,31,48,218,86
2019-01-16,9999.999999999998,10206.453999630368,10000.0,10061.059495253316,34,50,208,88
2019-01-17,10000.0,10411.982810748888,10000.0,10156.211772079889,30,50,182,68
2019-01-18,9999.999999999995,10424.60411646571,10000.000000000002,10259.430024702291,37,31,265,122
2019-01-22,10000.000000000011,10191.15250616277,10000.0,10105.898050695923,42,50,263,114
2019-01-23,10000.000000000002,10180.157332339377,10000.0,10227.874517116717,41,50,293,136
2019-01-24,10000.0,10279.486615820419,10000.0,10165.844884865846,50,50,192,80
2019-01-25,9999.999999999998,10538.847510711257,9999.999999999998,10115.10227952642,46,34,274,150
2019-01-28,10000.0,10175.992382720253,10000.0,10322.027359051202,50,50,256,97
2019-01-29,10000.000000000004,10418.228955729468,10000.0,10016.451167286019,29,50,251,120
2019-01-30,10000.000000000002,10264.84055793244,10000.0,10093.648827364692,39,50,239,106
2019-01-31,10000.000000000007,10448.438974505621,10000.000000000007,10231.546678838618,49,49,222,79
