DATE,LONG CORRECT,SHORT CORRECT,EARNING LONG,EARNING SHORT,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2019-04-21,24,33,13.43386530850002,24.53756070130002,50,50,0.89,262,159
2019-04-22,37,26,177.47358870480002,27.932805657200014,50,50,0.92,343,258
2019-04-23,42,18,36.29250192650002,8.443339705900012,50,50,0.95,378,276
2019-04-24,31,38,30.941638350399955,55.20479917530002,50,50,0.94,368,316
2019-04-25,28,33,-2.809996127399959,10.414601326500005,50,50,0.87,290,260
2019-04-28,36,15,79.87727403629998,3.4800179007999885,50,50,0.95,217,156
2019-04-29,33,33,22.72010684019996,38.427271307,50,50,0.96,342,282
2019-04-30,32,35,30.91668319669996,32.2800114155,50,50,0.93,430,304
2019-05-01,30,43,2.3125741485000226,79.40000760629997,50,50,0.97,389,295
2019-05-02,38,20,48.13208967469994,10.676397562200036,50,50,0.87,248,184
2019-05-05,15,37,-29.55999279020006,42.67057585700006,50,50,0.94,389,322
2019-05-06,39,29,50.5097695589,18.359013795399967,50,50,0.95,432,323
2019-05-07,15,41,-44.02995997650004,46.2083706856,50,50,0.97,413,293
2019-05-08,14,42,-30.473617673199985,32.57936459749998,50,50,0.9,442,362
2019-05-09,34,22,19.836505621499974,-1.0858922006000369,50,50,0.91,248,176
2019-05-12,21,48,-31.96882951319999,93.71725851299998,50,50,0.88,283,210
2019-05-13,20,35,-4.7650186420999505,29.007636785200035,50,50,0.95,310,233
2019-05-14,34,20,1.687013447200024,-18.100381106100073,50,50,0.95,307,227
2019-05-15,39,14,38.47498679159999,-47.889994740300025,50,50,0.88,268,195
2019-05-16,15,33,-11.29001593579998,38.95124506959998,50,50,0.76,239,164
2019-05-19,19,40,11.260037839299953,21.0211210251999,43,50,0.9354838709677419,252,177
2019-05-20,28,29,12.81249415890001,12.000181376700064,50,50,0.88,279,210
2019-05-21,36,18,16.60502547039998,-11.566656529899998,50,50,0.88,256,180
2019-05-22,15,50,7.675280094199994,79.6021416179,45,50,0.8631578947368421,301,263
2019-05-23,29,31,43.12324905360002,13.386478304900095,50,50,0.8,138,84
2019-05-27,20,27,10.934971094000073,15.718878030699926,37,47,0.8690476190476191,190,105
2019-05-28,20,44,5.611372470800003,56.72665846300001,41,50,0.8241758241758241,234,161
2019-05-29,21,27,0.2547841666000208,13.54579877879998,34,50,1.0238095238095237,239,176
2019-05-30,19,39,-10.694441556699992,50.029996633300016,49,50,0.7171717171717171,257,197
2019-06-02,16,29,9.097923755600014,13.859993696100013,32,50,1.146341463414634,304,210
2019-06-03,40,20,35.489634275199954,53.10450589619998,50,50,0.96,377,294
2019-06-04,44,5,81.91544145349995,-92.29323673260005,50,50,0.97,263,181
2019-06-05,24,48,20.675684690800022,56.720242500100035,50,50,0.93,201,132
2019-06-06,33,14,53.93921136870001,-30.757951557600016,48,50,0.8061224489795918,187,123
2019-06-09,33,8,88.50000000040001,-56.27500593660003,42,50,1.0217391304347827,219,142
2019-06-10,40,20,47.311376095000014,-34.22501957419996,50,50,0.77,242,170
2019-06-11,15,34,-37.40999031080003,103.72144389179994,50,50,0.93,232,176
2019-06-12,28,33,38.75254583359998,4.192581177200003,48,50,0.9387755102040817,196,125
2019-06-13,30,25,-3.445006131999971,24.147800922099925,50,50,0.87,230,164
2019-06-16,21,44,-4.340058803200005,49.522356271299955,45,50,0.9789473684210527,211,130
2019-06-17,43,10,76.92354905569998,-9.56780374070009,50,50,0.97,240,163
2019-06-18,44,20,77.92630803569995,3.7567110057999686,50,50,0.81,199,116
2019-06-19,40,12,37.183047294500035,-42.571185231300014,50,50,0.86,194,154
2019-06-20,16,29,-37.646922349300006,6.369981884600012,50,50,0.62,115,69
2019-06-23,25,18,8.647485137100047,3.8271794314000243,39,30,1.1884057971014492,173,103
2019-06-24,13,27,-28.196806907999992,15.989973604500044,34,50,1.1904761904761905,228,143
2019-06-25,21,33,1.3200011259000677,35.258118748600054,50,50,0.82,270,198
2019-06-26,37,25,17.403326510700015,3.279954791000126,50,50,0.82,207,143
2019-06-27,42,11,48.30625486350001,-61.36668351230002,50,50,0.67,175,103
2019-06-30,39,9,77.73354434980004,-53.665986002199986,46,50,0.9166666666666666,267,173
2019-07-01,18,38,-31.53410601600008,36.06170302629998,50,50,0.93,249,173
2019-07-02,31,38,-8.043258190500065,31.80506992349996,50,50,0.58,125,63
2019-07-04,17,10,9.890068888400053,-28.65303903839997,29,34,0.9047619047619048,103,69
2019-07-07,9,22,-0.6080913543999911,6.381405949900006,12,50,1.2096774193548387,241,159
2019-07-08,14,38,-6.996793985200007,32.55924320229998,30,50,1.1875,266,197
2019-07-09,33,17,62.282539725200024,-16.716694355400072,50,50,0.97,266,200
2019-07-10,30,28,8.1528391843,26.838663458799974,50,50,0.91,274,214
2019-07-11,22,31,2.010041356100004,19.168652772799994,50,50,0.81,191,146
2019-07-14,34,19,38.48104733200006,-29.522815704399953,45,50,0.9578947368421052,214,160
2019-07-15,27,39,-0.4660859104000332,29.909298956299978,50,50,0.94,220,125
2019-07-16,20,33,-10.742994904200014,20.603331207999908,50,50,0.94,270,201
2019-07-17,22,48,-25.712277412300033,70.33440399199998,50,50,0.95,261,167
2019-07-18,37,19,55.7390475269999,-41.461048841799986,50,50,0.8,155,109
2019-07-21,25,23,-14.051691055799981,102.36070615030002,50,41,1.010989010989011,235,151
2019-07-22,39,22,73.81001591700004,-4.136954069400057,50,50,0.98,407,275
2019-07-23,39,36,32.345914721299955,4.5684463088999845,50,50,0.9,356,281
2019-07-24,41,25,52.94856214519997,-18.380050182599938,50,50,0.88,438,319
2019-07-25,27,38,18.887525498799963,18.524683117900015,50,50,0.87,320,189
2019-07-28,26,30,37.74168825199999,-18.309980630900032,50,50,0.91,432,231
2019-07-29,24,44,-6.1205142736999605,129.43347656700004,50,50,0.92,495,338
2019-07-30,40,19,59.90323853519995,-11.399986267100045,50,50,0.96,577,358
2019-07-31,28,37,19.850024581299994,48.05000758140002,50,50,0.98,616,436
2019-08-01,25,43,2.838927507700024,63.160010814799996,50,50,0.88,419,309
2019-08-04,17,48,-39.6549959181,100.6699910163,50,50,0.85,619,502
2019-08-05,29,43,36.12342476869995,43.086371421599964,50,50,0.98,439,346
2019-08-06,25,42,35.65188527110005,35.720010042100014,50,50,0.94,592,472
2019-08-07,39,19,17.855987310400018,-36.500033080399945,50,50,0.95,476,318
2019-08-08,39,24,63.91179060969994,-1.5261527894000024,50,50,0.98,333,210
2019-08-11,13,41,-100.42143321040007,31.34999558349997,50,50,0.88,386,279
2019-08-12,19,41,-4.69068419889999,44.73994779559997,47,50,0.9484536082474226,501,423
2019-08-13,24,35,-9.287440896600028,31.438461035599964,50,50,0.95,476,410
2019-08-14,22,37,-12.753400325899964,23.459990501199975,50,50,0.88,336,227
2019-08-15,36,28,15.393001437199995,-21.120038926799985,50,50,0.92,341,255
2019-08-18,46,8,135.3554804624,-33.97950270809997,50,50,0.9,342,210
2019-08-19,23,27,-9.305567503499992,7.81050789349999,50,50,0.94,243,140
2019-08-20,36,27,17.13668787489996,11.219526052399981,50,50,0.94,243,142
2019-08-21,33,22,19.962523937199975,35.960972428400076,50,50,0.94,283,162
2019-08-22,22,47,-18.873583912499992,53.97998636910002,50,50,0.79,366,279
2019-08-25,14,43,-26.989989519200016,64.76411491609993,38,50,1.0568181818181819,297,186
2019-08-26,36,31,46.582273245000046,1.9599940780000078,50,50,0.82,292,185
2019-08-27,30,46,12.904815435599996,74.71565490939999,50,50,0.92,290,201
2019-08-28,48,4,42.601734996400026,-61.83900332469995,50,50,0.89,303,211
2019-08-29,38,9,46.56903821230001,-25.099961757700058,50,50,0.49,153,109
2019-09-02,6,43,-30.11635756489997,35.37999308089999,28,50,1.0512820512820513,341,250
2019-09-03,35,15,29.82501196869998,-10.900018214699989,50,50,0.95,400,267
2019-09-04,48,16,98.00745224960005,-49.77225083040004,50,50,0.77,457,340
2019-09-05,40,26,35.93809533109996,24.370026349799954,50,50,0.95,269,164
2019-09-08,30,14,7.534528553599969,-14.557913661000004,50,50,0.95,353,217
2019-09-09,37,33,26.66415274170003,115.09210920299998,50,50,0.85,346,245
2019-09-10,38,27,56.42204999929996,73.63993465890007,50,50,0.84,290,217
2019-09-11,45,19,64.5655045508,-51.7140669823,50,50,0.86,331,210
2019-09-12,29,28,10.863366365800006,20.75000286120002,50,50,0.81,276,146
2019-09-15,23,27,-0.8961085977000209,-46.11001801499999,49,50,0.8787878787878788,336,243
2019-09-16,32,27,76.7610065937,11.817257403700095,50,50,0.96,305,223
2019-09-17,43,35,65.79574513410004,76.89996981639999,50,50,0.91,226,167
2019-09-18,25,30,21.364392756899996,32.84685587890007,50,50,0.86,218,160
2019-09-19,29,34,4.17744648470001,37.781244516200054,50,50,0.92,165,127
2019-09-22,25,38,8.725641012100006,22.11790701390005,50,50,0.85,292,194
2019-09-23,40,21,67.3943438528,-1.2842965128000365,50,50,0.91,312,236
2019-09-24,14,50,-24.030834317400004,123.82999098290003,50,50,0.9,268,192
2019-09-25,41,30,88.24179852019996,13.460012793699965,50,50,0.92,282,215
2019-09-26,23,42,5.876782655900093,38.51002228249999,49,50,0.898989898989899,223,166
2019-09-29,13,36,-101.06801486049997,58.456049561999976,50,50,0.85,274,185
2019-09-30,31,34,34.54885685489998,8.010000884699995,45,50,0.9368421052631579,392,276
2019-10-01,19,48,-30.064172148399994,95.94798159580002,50,50,0.76,414,358
2019-10-02,14,48,-34.464464187800004,55.097370326400046,44,50,1.0,369,275
2019-10-03,40,21,68.66895699490007,-32.190479278299975,50,50,0.83,221,145
2019-10-06,35,24,23.789971768900052,1.0499998480000032,48,50,0.9285714285714286,285,165
2019-10-07,23,42,-16.425545215600046,30.451917946200016,50,50,0.96,404,329
2019-10-08,26,33,-17.13830351770001,52.02658104900001,50,50,0.88,283,196
2019-10-09,30,27,23.0125023123,-4.164622545199977,50,49,0.9090909090909091,331,253
2019-10-10,45,19,63.596658408800046,-32.49200290480003,50,49,0.9393939393939394,423,313
2019-10-13,32,28,11.840780615499947,14.273012996200041,50,50,0.82,251,176
2019-10-14,26,32,35.37137389230003,6.316980272900006,41,50,1.0,346,236
2019-10-15,36,20,8.795018136899964,-2.090000808599985,50,50,0.89,297,188
2019-10-16,36,17,37.06510031280002,-4.445007979599964,50,50,0.92,337,217
2019-10-17,33,31,13.009900868000036,17.78100132969999,50,50,0.87,296,201
2019-10-20,41,32,167.49504280099995,55.254644631999994,50,50,0.96,464,287
2019-10-21,24,26,3.775615811100012,-59.66262292879996,50,50,0.93,328,253
2019-10-22,35,28,-4.214175164700006,60.97024154629998,50,49,0.9494949494949495,469,332
2019-10-23,38,18,57.92332100860003,-23.669493913400025,50,50,0.94,433,329
2019-10-24,25,42,8.301659822200008,51.51531124109999,50,50,0.92,347,229
2019-10-27,43,25,63.99999749649999,6.8226606843000415,50,50,0.91,456,236
2019-10-28,35,30,59.25667119059999,46.25752300050003,50,50,0.97,462,280
2019-10-29,38,31,38.900013446999964,3.352023124099997,50,50,0.96,405,336
2019-10-30,34,36,36.009993791900015,68.51150941850003,50,50,0.94,391,332
2019-10-31,37,30,35.87954652340002,25.448975622799956,50,50,0.91,348,221
2019-11-03,47,14,67.51000070530004,-22.327636003300004,50,50,0.91,496,290
2019-11-04,43,32,25.044983029800015,24.60994774169995,50,50,0.95,544,324
2019-11-05,28,36,21.010008215899987,59.74497604359999,50,50,0.96,466,339
2019-11-06,33,27,11.918340683099988,7.067001254000071,50,50,0.94,561,389
2019-11-07,27,46,1.0800183112999395,47.5649978812,50,50,0.93,335,213
2019-11-10,29,33,18.270030260099993,15.55398076760003,50,50,0.91,279,166
2019-11-11,33,39,48.077124029499984,23.86362296320003,50,50,0.91,407,279
2019-11-12,28,40,18.131208896900006,33.35392940059997,50,50,0.79,367,293
2019-11-13,33,32,21.102996468000057,16.42000317600001,50,50,0.96,326,185
2019-11-14,35,23,31.241003587999998,-5.168566226700018,49,50,0.8585858585858586,320,171
2019-11-17,33,24,76.87555251999999,-5.030021072099981,50,50,0.85,353,218
2019-11-18,32,36,53.99898257840004,29.629993170399985,50,50,0.69,343,226
2019-11-19,22,42,7.526660561599938,17.069972217500023,50,50,0.9,315,211
2019-11-20,38,31,33.27998435530004,11.657597899099974,50,49,0.8383838383838383,291,210
2019-11-21,31,26,14.480268597200027,17.86999392470002,50,50,0.83,215,146
2019-11-24,32,16,-3.916994571300064,-8.23213493860004,50,50,0.95,302,180
2019-11-25,44,18,53.08501219729998,-6.330165326500012,50,50,0.86,317,184
2019-11-26,36,27,46.14645147319996,5.499120652299995,50,50,0.67,241,101
2019-11-28,19,27,8.820002794100013,7.083029866,31,50,0.7283950617283951,162,68
2019-12-01,7,26,-8.589913368199953,7.609073397699956,20,48,1.2352941176470589,298,202
2019-12-02,17,47,-64.31825411340003,150.14170455890002,47,50,0.8969072164948454,328,261
2019-12-03,39,18,53.76921322979997,-45.49002408999995,50,50,0.94,281,202
2019-12-04,37,19,19.559984683600014,-22.677989959399994,50,50,0.93,270,177
2019-12-05,41,29,40.63049817049999,-8.237531661899993,50,50,0.92,397,215
2019-12-08,34,12,12.175820112200022,-15.150000810300023,50,50,0.92,258,154
2019-12-09,29,32,65.01155507589999,33.95998030940001,50,50,0.91,347,195
2019-12-10,39,35,22.48327404279997,13.452063828900009,50,50,0.85,319,192
2019-12-11,37,27,24.703506410799974,8.246402770000008,49,50,0.8888888888888888,481,283
2019-12-12,40,17,52.11549353590006,-15.184239149399971,50,50,0.85,349,172
2019-12-15,34,27,14.713949620400049,-4.525229230599977,50,50,0.9,388,262
2019-12-16,37,25,37.75000436559999,-5.31643720839995,50,50,0.9,380,188
2019-12-17,30,25,20.090031578799948,16.409982085400017,50,50,0.83,377,191
2019-12-18,35,25,11.700004637500006,18.029460072900005,50,50,0.89,303,170
2019-12-19,37,12,60.96649128220002,-33.149957418199975,50,50,0.92,364,155
2019-12-22,33,23,15.400557041499987,1.3799949887000018,50,50,0.93,284,132
2019-12-23,36,23,29.80379921160002,10.887811963600065,50,49,0.6363636363636364,123,87
2019-12-25,40,13,17.52799454330001,-103.5659880638,50,34,0.7380952380952381,115,68
2019-12-26,24,12,68.24532592280006,-11.008779287299957,32,35,0.6716417910447762,238,54
2019-12-29,10,17,-0.41999971889998466,8.311999351099995,18,35,0.8301886792452831,143,49
2019-12-30,11,16,-18.097954631100052,22.120067834799965,24,25,1.0,100,55
2020-01-01,20,6,14.396374702399996,-65.09007120159997,24,31,1.7454545454545454,238,168
2020-01-02,11,36,-51.767013520000006,22.15667235859996,50,50,0.86,273,180
2020-01-05,21,38,-5.519955754500028,12.569171905700006,50,50,0.91,295,197
2020-01-06,39,26,138.48751997969995,2.230169535000014,50,50,0.95,280,200
2020-01-07,30,27,25.933032870899968,16.044986486500015,50,50,0.93,307,224
2020-01-08,33,38,62.176654100099995,29.57411223659997,50,50,0.83,449,224
2020-01-09,32,30,24.03474640859994,9.627523779500045,50,50,0.89,336,184
2020-01-12,23,32,-7.113265991600061,11.223760277099956,50,50,0.95,319,218
2020-01-13,36,32,54.367725610900024,5.840243160900037,50,50,0.91,279,195
2020-01-14,35,30,28.990560293199927,15.946620225200057,50,50,0.88,362,169
2020-01-15,41,23,57.275681495999955,-12.01944541959997,50,50,0.95,437,196
2020-01-16,40,17,31.73999369130005,-12.18850135800002,50,50,0.87,477,152
2020-01-20,23,31,12.011468172400017,22.86083692320001,50,50,0.9,575,259
2020-01-21,34,38,1.5279833078999978,23.76852804420004,50,50,0.9,577,212
2020-01-22,27,38,-0.03537851570000683,31.66002464329999,50,50,0.97,393,231
2020-01-23,32,25,29.903530239200002,5.439994573699966,50,50,0.88,447,189
2020-01-26,11,48,-96.33217227450001,140.30499720589992,50,50,0.93,503,347
2020-01-27,29,26,37.727857828500035,-0.61005318189991,50,50,0.96,439,265
2020-01-28,31,21,22.036730051400028,4.754719317799987,50,50,0.89,375,259
2020-01-29,16,44,-30.459973573499983,63.34170194089996,50,50,0.93,428,311
2020-01-30,32,29,24.320025518299992,41.76000046780002,50,50,0.92,413,277
2020-02-02,18,45,17.119993627700048,73.03550553320002,50,50,0.96,390,251
2020-02-03,37,14,67.77133405219999,-21.255679488499993,50,50,0.97,456,318
2020-02-04,31,14,21.769998192799996,-55.08070373500003,50,50,0.96,467,296
2020-02-05,37,28,57.98348653339993,-20.143339037799972,50,50,0.92,450,274
2020-02-06,21,39,-28.980003654700038,57.85482496049999,50,50,0.89,234,185
2020-02-09,22,42,-7.458938121799978,51.904520570999985,50,50,0.91,383,231
2020-02-10,42,23,69.46138119700002,-4.511223554499991,50,50,0.93,460,229
2020-02-11,35,14,41.96000695240001,-38.60649168500001,50,50,0.9,485,278
2020-02-12,32,32,30.163537621299948,13.912107587300024,50,50,0.85,394,259
2020-02-13,35,28,45.05168223359998,-3.0200199481999874,50,50,0.91,364,205
2020-02-17,23,33,2.592466235100037,-14.185191869999969,50,49,0.898989898989899,507,298
2020-02-18,33,31,39.24268174159996,20.464607238900005,50,50,0.86,470,254
2020-02-19,28,31,23.107782483100053,49.116944193899975,50,50,0.86,488,320
2020-02-20,26,31,13.302465915900065,41.88372200689992,50,50,0.87,406,251
2020-02-23,10,49,-137.45251554190003,191.34002244499996,50,50,0.85,484,399
2020-02-24,29,34,11.760560035800037,16.091535806699994,50,50,0.86,470,400
2020-02-25,8,47,-66.20000636569995,89.83860662580003,50,50,0.88,448,329
2020-02-26,7,47,-138.8079955578,150.30954515890002,50,50,0.89,835,764
2020-02-27,14,48,-82.6799974437,174.98000717159996,50,49,0.9393939393939394,986,915
2020-03-01,35,5,71.79254734470001,-86.21040296550004,50,50,0.92,391,288
2020-03-02,46,15,120.53962612130005,-34.52998936150003,50,50,0.82,410,302
2020-03-03,27,38,6.259987831000017,68.49000018810003,50,50,0.9,436,351
2020-03-04,27,35,15.256938219399972,27.178672134599985,50,50,0.92,547,463
2020-03-05,12,47,-53.02998518940004,136.7096786498,50,50,0.81,824,759
2020-03-08,4,49,-181.19504928569998,217.1772778331999,42,50,1.076086956521739,546,391
2020-03-09,34,21,57.82563585060006,-31.809997320100017,50,50,0.97,565,417
2020-03-10,21,41,-17.34011742470001,59.79998272690001,50,50,0.96,808,724
2020-03-11,6,50,-377.70712879319996,281.22453928010003,50,50,0.8,1806,1753
2020-03-12,24,13,56.581268429699996,-36.15249833439999,41,50,1.043956043956044,593,477
2020-03-15,0,44,-338.7546882635999,178.87392759220003,50,50,0.98,686,582
2020-03-16,37,22,59.10999143130001,-14.86579132110008,50,50,0.99,614,491
2020-03-17,20,46,-31.114748120200005,163.31699389260007,50,50,0.97,526,356
2020-03-18,26,37,138.61634480940012,49.30199393580005,49,50,0.9494949494949495,1070,930
2020-03-19,40,16,106.52903270699996,-6.361948788099983,50,50,0.94,410,349
2020-03-22,8,41,-140.6239817138,161.12212428429999,50,50,0.92,884,765
2020-03-23,45,24,234.73750841630002,13.249967337200012,50,50,0.96,505,391
2020-03-24,41,9,127.92356753349998,-100.17165878370002,50,50,0.98,401,323
2020-03-25,42,16,96.00030577180002,-22.53658852009995,50,50,0.98,481,413
2020-03-26,34,20,139.7041273711999,-32.7800136208,50,50,0.93,543,487
2020-03-29,27,18,68.19999402779996,-64.4616932873,50,50,0.95,470,369
2020-03-30,38,24,87.58089411269991,-26.78066444380002,50,50,0.97,471,372
2020-03-31,15,41,-40.10600560919998,178.37294802069994,50,50,0.88,567,490
2020-04-01,15,29,-50.47651302909993,29.901748060900008,50,50,0.93,430,348
2020-04-02,30,21,76.33494171480001,-33.47507745049995,50,50,0.93,388,316
2020-04-05,39,12,82.90499055390003,-58.760056763599955,48,50,0.8979591836734694,575,487
2020-04-06,50,3,380.423404485,-196.16666686509996,50,50,0.82,573,478
2020-04-07,11,40,-113.35150587619997,71.8284778593,50,50,0.88,504,426
2020-04-08,49,1,229.52254664929995,-167.30087560430002,50,50,0.94,547,434
2020-04-12,36,33,11.469362258800007,34.51567295189997,50,50,0.95,540,442
2020-04-13,35,33,61.81198218490003,23.62863218770002,50,50,0.95,505,377
2020-04-14,20,41,-15.009969473400062,58.271661400900044,50,50,0.95,666,570
2020-04-15,30,21,76.66502353529998,-43.87998279960006,50,50,0.87,439,331
2020-04-16,41,25,130.09945398510004,-17.020002603800002,50,50,0.96,502,439
2020-04-19,22,32,-1.487490475299988,30.90175628589995,50,50,0.96,440,319
2020-04-20,17,39,-21.72927030909998,51.786430716699996,50,50,0.86,532,423
2020-04-21,39,9,47.40000537049997,-32.88631260380006,50,50,0.97,434,335
2020-04-22,37,32,39.49252271700003,42.284883021799985,50,50,0.85,439,350
2020-04-23,32,25,54.612124234,-46.21201395979998,50,50,0.89,322,255
2020-04-26,31,19,24.967550337700054,-203.97162613289998,50,50,0.97,553,400
2020-04-27,48,10,165.4200130702,-55.92544698720005,50,50,0.95,488,341
2020-04-28,45,15,56.893794655800015,-0.4892151951999688,50,50,0.97,614,500
2020-04-29,36,29,85.83503198579996,34.749991655100004,50,50,0.98,629,509
2020-04-30,15,44,-37.294256448999974,99.50999659310004,50,50,0.91,544,464
2020-05-03,18,41,-21.93002808119994,56.86939203700002,50,50,0.95,487,341
