DATE,investment long,earning long,investment short,earning short,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2018-12-31,0,0,0,0,0,0,0,333,333
2019-01-11,10000.000000000002,9974.12692945647,9999.999999999995,9762.539129090297,35,45,0.0,198,198
2019-01-14,9999.999999999995,10052.026967985506,10000.000000000002,10088.708201150013,31,47,0.0,227,227
2019-01-15,10000.0,10137.429490475262,9999.999999999996,10052.484285284574,39,43,0.0,268,268
2019-01-16,9999.999999999995,9930.99824521045,9999.999999999998,9975.815034254794,36,47,0.0,285,285
2019-01-17,10000.000000000002,10169.227658950382,10000.0,10174.400881108717,35,45,0.0,244,244
2019-01-18,9999.999999999998,9928.932107227694,9999.999999999996,10025.411339433773,35,45,0.0,226,226
2019-01-22,9999.999999999998,9996.202392623338,10000.000000000005,9942.260357819929,32,46,0.0,263,263
2019-01-23,10000.000000000002,9947.441711231844,9999.999999999998,10033.37291683039,48,45,0.0,293,293
2019-01-24,10000.000000000005,10152.631235271649,10000.0,10326.100057597392,31,46,0.0,190,190
2019-01-25,9999.999999999998,9924.730565208656,10000.000000000004,9917.3484108191,33,48,0.0,250,250
2019-01-28,10000.0,10001.949388600606,9999.999999999996,10024.913661813094,33,49,0.0,200,200
2019-01-29,10000.000000000005,9987.502061698702,10000.000000000002,10020.859166988776,31,45,0.0,242,242
2019-01-30,10000.000000000002,10304.335862335683,10000.000000000002,10119.754090222421,45,48,0.0,276,276
2019-01-31,9999.999999999998,10078.453197034207,9999.999999999996,9888.383526546326,31,49,0.0,270,270
2019-02-01,9999.999999999996,10034.586952689937,10000.0,10011.101417118714,31,42,0.0,275,275
2019-02-04,10000.0,10018.241080682372,9999.999999999996,9806.699065961937,32,50,0.0,223,223
2019-02-05,10000.0,10094.51703088243,10000.000000000004,10053.628860322582,34,48,0.0,304,304
2019-02-06,10000.0,9929.618930476776,10000.000000000004,9830.07091182732,32,49,0.0,273,273
2019-02-07,10000.000000000002,9749.000672751406,9999.999999999993,9897.345439854085,33,43,0.0,267,267
2019-02-08,10000.000000000002,10068.015702189978,10000.000000000004,10097.610659019978,32,49,0.0,218,218
2019-02-11,10000.0,10186.650083479022,10000.0,10046.326738331523,45,49,0.0,238,238
2019-02-12,10000.0,10041.562311418747,10000.000000000002,10094.383135773935,31,46,0.0,222,222
2019-02-13,10000.000000000002,9985.172989082695,9999.999999999998,9926.373618222575,42,48,0.0,265,265
2019-02-14,10000.0,10108.088749710612,9999.999999999998,10128.100115874846,33,48,0.0,285,285
2019-02-15,9999.999999999998,9996.64702599232,9999.999999999998,10024.226843709295,32,45,0.0,247,247
2019-02-19,9999.999999999996,10059.848562318542,10000.000000000002,10117.54071174448,38,46,0.0,220,220
2019-02-20,10000.000000000002,9976.212859399804,10000.000000000007,9996.287901176396,34,46,0.0,264,264
2019-02-21,10000.0,10045.55499056891,10000.000000000005,10023.471970698767,32,46,0.0,256,256
2019-02-22,10000.000000000004,10359.660767985477,10000.000000000004,10092.2076073626,37,44,0.0,303,303
2019-02-25,10000.0,9946.781192736415,10000.000000000007,9965.553985604005,37,47,0.0,370,370
2019-02-26,10000.000000000004,9979.841302392113,9999.999999999995,9976.775244207005,33,46,0.0,319,319
2019-02-27,10000.000000000002,9987.377283835876,9999.999999999998,10006.852568096454,40,48,0.0,294,294
2019-02-28,10000.000000000002,10118.452146616253,10000.0,10057.27997241194,35,46,0.0,337,337
2019-03-01,9999.999999999998,10007.814491977622,9999.999999999996,10098.880415595064,42,47,0.0,249,249
2019-03-04,10000.000000000002,9975.945161522981,9999.999999999998,9903.897490426158,31,49,0.0,260,260
2019-03-05,9999.999999999995,10043.838293446295,10000.000000000002,9973.856208040772,33,47,0.0,292,292
2019-03-06,10000.000000000002,9914.158729696408,10000.000000000002,9973.026491103903,46,49,0.0,270,270
2019-03-07,10000.000000000005,9786.581489684082,10000.000000000002,9922.018835569128,39,48,0.0,286,286
2019-03-08,10000.000000000004,10039.842684813219,10000.000000000004,10066.99122945489,35,49,0.0,258,258
2019-03-11,10000.0,10093.131784126017,9999.999999999998,10086.16908447768,39,46,0.0,228,228
2019-03-12,10000.0,9995.82758538478,10000.000000000002,9997.23908117062,30,48,0.0,226,226
2019-03-13,10000.000000000002,9970.15696581863,9999.999999999996,10062.889487350607,39,47,0.0,239,239
2019-03-14,10000.0,10051.350680752375,9999.999999999996,10049.341490944134,31,47,0.0,249,249
2019-03-15,9999.999999999998,10016.722045010862,9999.999999999995,10072.851430613458,33,45,0.0,206,206
2019-03-18,9999.999999999998,10033.027712453022,10000.000000000004,10190.928593462104,29,47,0.0,225,225
2019-03-19,9999.999999999998,9986.658571946009,10000.000000000002,9986.621953679934,32,47,0.0,197,197
2019-03-20,9999.999999999998,9921.055877124936,10000.000000000007,9931.79435983941,31,47,0.0,193,193
2019-03-21,10000.0,10083.868294857748,10000.0,10065.4884252006,29,47,0.0,175,175
2019-03-22,10000.0,9874.827748242229,9999.999999999998,9783.086025946632,32,46,0.0,172,172
2019-03-25,10000.0,10091.346664803898,10000.000000000002,10133.82643006394,39,42,0.0,194,194
2019-03-26,10000.000000000002,10043.28833235224,10000.000000000004,9954.556125338027,33,47,0.0,213,213
2019-03-27,10000.0,9981.06239721205,10000.000000000004,9928.34143472819,33,49,0.0,186,186
2019-03-28,10000.000000000002,10029.22097419729,9999.999999999998,9973.699203960248,38,47,0.0,216,216
2019-03-29,10000.0,10062.955045360397,10000.000000000002,10153.399158618915,34,46,0.0,211,211
2019-04-01,10000.0,10007.326134553547,10000.0,9963.632082488557,33,44,0.0,198,198
2019-04-02,9999.999999999996,10063.352169033986,9999.999999999995,10065.921654930178,49,48,0.0,211,211
2019-04-03,10000.000000000002,10005.917448105041,9999.999999999989,9890.098138693062,34,48,0.0,192,192
2019-04-04,10000.0,10051.35785653821,10000.0,10012.828769345122,47,46,0.0,219,219
2019-04-05,9999.999999999998,10110.571268268475,10000.000000000004,9978.958850247478,42,44,0.0,221,221
2019-04-08,10000.000000000002,9977.408194747235,9999.99999999999,10015.961894289272,36,47,0.0,257,257
2019-04-09,10000.0,10004.764555884245,10000.000000000002,9920.710546095243,40,47,0.0,272,272
2019-04-10,9999.999999999998,9946.586633031777,10000.0,9883.084399063882,44,46,0.0,219,219
