HNRG,0.9200000167,0.8299999833
TSLX,15.0500001907,15.6499996185
WAB,49.4399986267,49.0
EA,114.75,116.7099990845
SKYW,26.4899997711,27.0799999237
ATVI,66.4499969482,66.5
BWA,26.2399997711,27.3299999237
GTIM,0.8000000119,0.6999999881
AEZS,0.8999999762,0.8100000024
CTSO,8.0100002289,7.75
MGA,34.8600006104,35.9599990845
TRN,15.7399997711,16.2600002289
HVT,12.1099996567,12.0500001907
ZNGA,7.5799999237,7.75
GBX,16.0,16.3199996948
LL,5.3099999428,5.4499998093
HA,11.4300003052,11.4799995422
SAVE,13.4200000763,13.4399995804
LULU,210.0,215.25
VC,48.0600013733,50.9399986267
CNK,11.3599996567,12.7700004578
GNTX,22.5,23.5499992371
EWW,27.0799999237,28.2999992371
ILMN,300.6400146484,309.5700073242
BURL,175.4100036621,181.9600067139
ALK,29.2399997711,29.6900005341
DAL,23.7600002289,24.1499996185
JACK,47.75,55.0600013733
FAST,34.7799987793,36.3100013733
LYTS,5.3899998665,5.5900001526
ACN,171.2599945068,172.5200042725
CONN,4.2199997902,4.2300000191
AXDX,9.0600004196,9.1099996567
NFLX,437.0,431.0
UAL,30.3500003815,29.8999996185
JNJ,148.3099975586,151.9900054932
EXK,1.6200000048,1.5199999809
TRNX,0.1110000014,0.3179999888
BXP,99.8300018311,97.0400009155
IWM,118.0899963379,121.9000015259
UNM,14.7600002289,15.2899999619
HBI,9.0,9.1400003433
SSL,3.3499999046,3.1300001144
TOUR,0.8700000048,0.8500000238
PAYX,65.0100021362,65.9800033569
CCNE,15.5,16.2099990845
AON,183.8600006104,191.7700042725
TWO,4.1599998474,4.1900000572
AFL,35.7099990845,36.2299995422
NEP,43.0699996948,45.0999984741
