RRGB,34.4799995422,34.3600006104
PTR,51.2999992371,50.9399986267
AVB,210.2100067139,211.6000061035
BIDU,140.6799926758,139.5700073242
RH,214.9700012207,223.1300048828
AAP,145.5899963379,149.5800018311
JD,40.0299987793,40.0200004578
WYNN,149.3899993896,149.2799987793
PPG,129.1999969482,129.7100067139
FMC,98.7799987793,98.8700027466
EMN,76.5899963379,75.8300018311
IVAC,7.2100000381,7.4499998093
DOX,72.6399993896,72.7600021362
G,43.7299995422,43.7599983215
COP,65.2200012207,65.0
APOG,32.9500007629,33.2599983215
ALB,76.2200012207,78.9000015259
NVRO,115.0,114.5199966431
HUN,22.9300003052,23.3500003815
LSTR,114.2399978638,117.0599975586
WERN,38.0,39.0
C,81.1999969482,81.7300033569
HPP,35.7200012207,35.8899993896
O,72.4321746826,73.3236465454
NXPI,131.3999938965,132.4499969482
ZNGA,6.7800002098,6.8600001335
DRRX,2.3800001144,2.5499999523
GPL,0.5,0.5299999714
REG,62.1300010681,63.0200004578
CW,145.1600036621,146.5
RADA,6.3000001907,6.4600000381
FDX,159.1499938965,163.0200042725
MTSI,27.1200008392,27.5100002289
NVDA,62.5649986267,61.9474983215
PERI,8.4399995804,8.9499998093
EPAM,228.3300018311,228.1499938965
MX,14.0,13.9899997711
CSGP,64.2699966431,63.9879989624
MASI,164.1499938965,164.4199981689
DAL,62.0400009155,61.5400009155
EXLS,71.6600036621,70.9599990845
TNC,82.8300018311,83.3899993896
B,63.8100013733,65.4599990845
NOC,375.799987793,374.6799926758
EAT,42.2599983215,42.3899993896
HSKA,97.2699966431,96.5800018311
WCC,56.7099990845,56.0200004578
HXL,79.7099990845,78.2399978638
GLOB,112.2799987793,114.2399978638
MCK,148.4900054932,150.6799926758
