word,O+ value,O- value
chair,0.0017956531017094192,0.0015816954290421297
upgrade,0.08068917238951363,0.04090302630809467
downgrade,0.04410074545593025,0.09570218687298485
overweight,0.012086614138012416,0.006323942037743683
sector,0.01257678962548291,0.008168251058593477
pair,0.0015493644411158657,0.0009651015074843851
raise,0.03339011862251469,0.01839007768409337
buy,0.07890284439121058,0.05165710814755108
pressure,0.001569421447379235,0.002351679905161596
outperform,0.024285196261517518,0.015637727599639568
miss,0.004313141145725615,0.009629448442682003
volume,0.024529027865881424,0.008963359516183341
lower,0.01827164768149439,0.03534620632458443
view,0.007335063271158472,0.009591067140702588
call,0.03489725315341441,0.026906624224900078
add,0.0077108211952926446,0.006040688604495935
help,0.0029223699425040745,0.0014762230241090427
apply,9.267450477252022e-05,0.003715967081856321
upside,0.0058702977640955525,0.0038968142773889887
offer,0.01649663118558396,0.025929555322683404
concern,0.003093226387655665,0.0055136055157225
impact,0.0033689267991962465,0.004015044533473314
stake,0.016539654228916296,0.010892462077439597
transaction,0.001865662913269387,0.0012838273083198499
sell,0.01936231680901959,0.021874109785080146
heavy,0.0008275585268275465,0.0006579540701153121
activity,0.0028108280433271782,0.002724495212034343
rumor,0.0042995283898400955,0.003918259830232096
unusual,0.0008389700541140886,0.001217063379007225
cover,0.001661865257859505,0.0009747709079700962
spike,0.02186477847838921,0.016672627321100468
option,0.025625795576515575,0.018579183267390758
sweep,0.010219399503487832,0.007785825552965614
ask,0.016127778130218148,0.012057023633215931
medicine,0.0008490995141403335,0.0021246076789274504
whats,0.0022486307559121087,0.00247144445173683
cut,0.004957156217289104,0.012486552560240926
urban,0.0024492656528162975,0.00031347421688087887
fall,0.0051220020028327285,0.01111464028697539
join,0.002555082877915499,0.0018870751430579362
replace,0.0019359772508376254,0.0007527596686539451
weak,0.0031533979251747017,0.0051033769226426
sharply,0.0012673447473170456,0.0009288508619666472
jobless,0.0009170553842574139,0.0004947884685181792
claim,0.002254069441563075,0.0018011825837284316
warn,0.002190572235425369,0.003376693548592718
worst,0.0028280100826870843,0.01025221255840552
perform,0.02261095883199035,0.027473663642735315
increase,0.016043671162108766,0.011544719028052663
boost,0.00336210299354121,0.0018435633536642477
low,0.006730851946654269,0.02407670415313393
plunge,0.0009428062233985843,0.0033724909967501153
