word,O+ value,O- value
price,0.013999820562244126,0.014772252599342138
buy,0.057723232693248576,0.04302040896742009
mix,0.0031616634414509907,0.003919034181508622
raise,0.027763140064267097,0.01997791634543841
august,0.008209088985350678,0.009320405277072185
beat,0.009940858690617307,0.007350389529857551
miss,0.004183378469769936,0.0057129634465157685
research,0.007825303439456659,0.00856763236206317
plan,0.009337541596674121,0.0081746119024436
volume,0.01821428241815514,0.007169302871127402
midmorning,0.005766169710062687,0.0063408731878433705
lower,0.017520677714368403,0.024915472467803103
call,0.018178424011304564,0.015264274366977096
add,0.0054752436187596445,0.004795994808855285
help,0.0018044311890555492,0.0013769313552048088
deal,0.015572445218352552,0.01774610434723141
apply,0.0,0.0026345842824495747
test,0.003363218200032794,0.0035418715716775584
outperform,0.020550041753801172,0.0163581889796386
upside,0.00402584695771857,0.002773254142607187
offer,0.016718247490367287,0.018594036450089516
concern,0.0021877892424218507,0.0030241202406337056
impact,0.0019778788395651507,0.0032426676684720636
recap,0.004668641360377344,0.004150008973909726
upgrade,0.05633472437873186,0.034864015805299346
hold,0.02504660734118368,0.024612103739459767
stake,0.011856119239913254,0.01090489004478603
exchange,0.0008316372806271968,0.002285082834328597
scientific,0.0018598250363583404,0.0022610280033953565
sell,0.013215510981643521,0.015274162703387193
activity,0.003325578615090224,0.0029719422698505074
rumor,0.0029763913467215092,0.0022976668539640825
potential,0.005535153235736474,0.004734873277752658
spike,0.011491158355255656,0.007740134423316867
higher,0.015923504587751984,0.01356488916086407
option,0.00813917892565159,0.007204302922720789
alert,0.008711607461646252,0.007558909459259502
sweep,0.003665055188413879,0.0030307329604209506
ask,0.007191514924020861,0.005736439025355092
final,0.0034337605567817367,0.0021570273302993505
improve,0.002243010858625783,0.0014218755441785446
whats,0.00162626661189038,0.0017728332702849835
cut,0.004740413925303926,0.007754502377305902
urban,0.0033312349854183686,0.0
drop,0.006609559669272878,0.006642468456380447
fall,0.004546207261538628,0.008407540683086103
neutral,0.017524363372573872,0.023828736495102674
notable,0.002084393048511063,0.0024769825652969637
increase,0.010481422912169044,0.007991098534971678
positive,0.009706739751320208,0.007868817421467762
slip,0.0009572872489705159,0.0012243728131522082
oil,0.012333348033747877,0.009327122426038203
proceed,0.00084709296970691,0.0009772400733206877
distribution,0.0022316930940495076,0.0018041945780193263
pressure,0.0008660380952090271,0.001461814889517496
letter,0.0031045876631752354,0.0033066433860709774
approve,0.00290399247903467,0.0036915289135182527
special,0.0011827734138648378,0.0010114138932388486
dividend,0.01160673834013883,0.008248943367190278
income,0.0028924697047750816,0.0017779765930497316
resume,0.0050580384613309924,0.005151366136522899
halt,0.004404135777061243,0.004477301836875634
form,0.005231100824569024,0.004166647069440323
life,0.001887688722287219,0.0011444169852185772
boost,0.002655173389039429,0.002531735355280193
perform,0.019334852496433488,0.02682161001939603
low,0.010406485815390942,0.016255531632178497
rise,0.00844581963468485,0.006444706822688116
mostly,0.0011316634628672478,0.0013743114322156494
weak,0.0019381260962319578,0.0027288614492685264
use,0.0026231070019367042,0.0034533994580077366
reach,0.002296365574730776,0.002339497286573504
prelim,0.0026816232581659345,0.0018267542195896927
strong,0.005893334733327802,0.004579365606452924
pending,0.002172699761291161,0.002287790187937102
worst,0.003559423499559945,0.009845278023237529
build,0.0024100333417133722,0.0026855069363414634
auto,0.004834337217690931,0.004609950124454552
right,0.0022121888356255713,0.0029350827435818037
sport,0.00022757314000686592,0.0028269314657831143
june,0.005985950187262496,0.005506666540790209
despite,0.0013731654633369222,0.001955451212084535
four,0.0014695005813432874,0.0014137259261807328
back,0.002667608999335682,0.0035783774594300073
leave,0.0011941642616494724,0.002536125007804391
trend,0.003147359109579004,0.0021593660154568977
downgrade,0.038175931231700794,0.0658305268533975
f,0.0038444129054885263,0.002670992839819676
agee,0.0016673202695549096,0.002010055662954427
cite,0.0013075381894145826,0.0011801315217240948
chatter,0.012866311057147502,0.010164219806447723
unconfirmed,0.0014443196947974764,0.0010340452397390849
