DATE,LONG CORRECT,SHORT CORRECT,EARNING LONG,EARNING SHORT,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2019-04-22,28,29,41.597795963100076,36.729998588200054,42,50,1.0543478260869565,343,204
2019-04-23,44,18,66.81602907180005,-5.1283473964999935,50,49,0.98989898989899,378,210
2019-04-24,35,41,66.6516672374,45.72952151310003,50,50,0.95,368,223
2019-04-25,25,31,-2.977953433899968,22.040926933399994,50,50,0.92,290,206
2019-04-28,41,18,73.85000658030002,-15.530580044100018,50,50,0.8,217,96
2019-04-29,28,37,26.580083847199994,63.487275064299965,36,50,1.1046511627906976,342,187
2019-04-30,32,36,32.530239582000036,38.040032863499945,50,50,0.91,430,202
2019-05-01,25,37,14.136079549799998,60.70001208819998,50,50,0.89,389,201
2019-05-02,37,28,66.7425165173,19.309730529900037,50,50,0.94,248,131
2019-05-05,15,33,-39.83998680110007,40.070597886900025,50,49,0.9090909090909091,389,231
2019-05-06,35,26,75.0422134400001,13.259002684799988,45,50,0.8,432,234
2019-05-07,12,38,-1.5199656487000333,33.16847348180002,35,50,1.1764705882352942,413,192
2019-05-08,17,37,-6.008330821899996,33.16298550330001,50,50,0.97,442,265
2019-05-09,36,26,43.628218888700005,6.809150934399972,48,50,0.7755102040816326,248,145
2019-05-12,16,48,-33.17004048819999,66.46229052539996,34,50,0.7619047619047619,283,160
2019-05-13,6,36,-2.2524943354000255,37.9060990808,18,50,1.2647058823529411,310,173
2019-05-14,30,19,7.756995975700045,7.235749393500029,50,38,1.0568181818181819,307,169
2019-05-15,44,19,156.0549118521,-19.552406191800024,50,50,0.92,268,156
2019-05-16,23,34,27.439988255600014,37.53703880319998,50,50,0.68,239,125
2019-05-19,17,41,-3.8499803546000164,26.95109629629996,37,50,0.8045977011494253,252,124
2019-05-20,19,26,18.980771600700034,3.0478997825000693,29,50,1.1265822784810127,279,141
2019-05-21,35,25,14.315027713899987,2.380176186500022,50,41,0.8791208791208791,256,157
2019-05-22,15,48,18.71103739739994,76.8420777312,37,50,0.7931034482758621,301,221
2019-05-23,16,34,17.299997090899982,34.4741789105001,30,50,0.6125,138,55
2019-05-27,16,12,12.11998033520005,21.870135545599943,31,24,1.1818181818181819,190,68
2019-05-28,16,34,6.031377792499999,44.29998838890002,29,39,1.0,234,113
2019-05-29,17,33,19.36500597009999,32.72282886520001,27,50,0.987012987012987,239,105
2019-05-30,18,43,4.216773748399981,77.44001436229999,35,50,0.8117647058823529,257,167
2019-06-02,23,33,-2664.912076830699,30.33068156250001,31,50,1.037037037037037,304,123
2019-06-03,44,30,33.719984173600025,179.07984694809994,50,50,0.93,377,261
2019-06-04,49,13,105.89150810220005,-28.45167624949997,50,48,0.8367346938775511,263,128
2019-06-05,19,48,15.409986436500038,58.52023935300004,34,50,0.8214285714285714,201,74
2019-06-06,17,26,16.119163394199997,1.9719807502999434,27,47,0.9864864864864865,187,85
2019-06-09,44,8,122.78006172210004,-20.625009417599998,50,28,1.0128205128205128,219,95
2019-06-10,40,19,77.70364093770002,15.659044861900021,50,36,1.0116279069767442,242,110
2019-06-11,19,36,-35.49999356280002,107.62994349010002,50,50,0.68,232,130
2019-06-12,12,37,37.53000202769999,13.962536335200028,20,50,1.0,196,81
2019-06-13,29,13,-0.4449832436000305,29.40177893610001,50,24,1.2837837837837838,230,124
2019-06-16,17,39,3.4779700643000284,41.18737101549993,49,50,0.797979797979798,211,97
2019-06-17,48,10,61.626385331199984,12.445376873199976,50,33,0.963855421686747,240,119
2019-06-18,45,18,85.85376489169995,7.750012874599979,50,34,0.7380952380952381,199,71
2019-06-19,15,15,16.20000076300001,-27.6688582894,21,50,1.2394366197183098,194,122
2019-06-20,34,32,33.06806540529992,24.699491143199968,50,50,0.35,115,44
2019-06-23,21,9,8.303202152300036,-1.2299952510999859,29,15,1.6136363636363635,173,76
2019-06-24,9,29,-29.799993037900055,45.16000109929999,26,50,1.0921052631578947,228,95
2019-06-25,21,36,-12.37810039569996,36.751096725300066,37,50,0.9770114942528736,270,151
2019-06-26,40,21,31.476837157700018,8.120006322700029,50,39,0.8651685393258427,207,82
2019-06-27,46,10,94.5475055573,-23.486692398399956,50,30,0.6625,175,65
2019-06-30,27,6,60.394937276900016,-36.122898102300034,31,34,1.5076923076923077,267,120
2019-07-01,16,39,-47.926263570900076,44.265739262100034,50,50,0.83,249,122
2019-07-02,36,42,6.890003800199973,39.48508596399997,46,50,0.28125,125,34
2019-07-04,13,5,17.478484988200023,-3.501574277999998,20,14,1.0588235294117647,103,38
2019-07-07,15,2,4.24190855030001,-3.5760809183999998,19,19,1.894736842105263,241,126
2019-07-08,13,37,-5.044802665800005,43.01420974700001,24,50,1.0945945945945945,266,145
2019-07-09,25,15,96.7567404506,-15.299997806700052,36,50,1.1046511627906976,266,155
2019-07-10,38,30,28.406692028399988,35.66066616749999,50,48,0.9693877551020408,274,148
2019-07-11,26,35,7.035773396799973,22.26008605989996,50,50,0.63,191,97
2019-07-14,15,18,14.499997615600062,-35.742796897999995,19,50,1.1594202898550725,214,115
2019-07-15,22,37,6.973012209300052,39.993761778199975,40,50,0.9333333333333333,220,91
2019-07-16,21,28,-1.8685377835000434,17.42333996259991,46,45,0.8571428571428571,270,138
2019-07-17,14,44,-27.451200604400018,57.3543651107,36,50,0.9534883720930233,261,100
2019-07-18,31,20,52.4169270992999,-32.01937270180001,39,50,0.8202247191011236,155,90
2019-07-21,25,18,-27.126659632099976,104.9507236479,50,32,1.0853658536585367,235,100
2019-07-22,36,20,53.33999511609999,-28.05199837650008,50,50,0.95,407,193
2019-07-23,40,24,57.19270324669999,40.72998666829997,50,50,0.93,356,196
2019-07-24,41,23,39.858887970799934,0.09554147720000827,50,50,0.98,438,231
2019-07-25,31,37,61.846056700099915,47.65337038020001,50,50,0.85,320,154
2019-07-28,29,23,34.05511808439992,39.24162101719992,50,50,0.88,432,158
2019-07-29,23,38,-9.729519129199982,83.09348487800004,50,50,0.87,495,243
2019-07-30,34,19,85.93336105339995,-16.195254802800033,49,50,0.9696969696969697,577,232
2019-07-31,24,36,21.560002684699995,51.45002853869998,50,50,0.96,616,345
2019-08-01,20,44,-25.955226421400067,90.09613025130004,50,49,0.9494949494949495,419,264
2019-08-04,14,44,-64.14353609070002,129.14000457519995,50,50,0.93,619,449
2019-08-05,31,36,25.70996856680003,33.37329858510006,50,50,0.95,439,259
2019-08-06,29,37,18.34692049030008,35.392107009699984,50,50,0.88,592,360
2019-08-07,34,20,103.65197205529998,-28.640028536299937,40,50,1.0444444444444445,476,273
2019-08-08,39,21,58.6067664624,-7.246158241799995,50,50,0.99,333,166
2019-08-11,20,45,-65.28892838989998,43.72000917799995,50,50,0.67,386,231
2019-08-12,11,39,2.349336385799965,48.42521095219997,24,50,1.3243243243243243,501,363
2019-08-13,27,30,-1.7420150043999563,19.233043223599978,50,50,0.91,476,354
2019-08-14,14,38,-25.73667830239998,47.57593500599999,45,50,0.8315789473684211,336,181
2019-08-15,25,26,17.942961037200057,-5.115306854199975,35,50,1.0705882352941176,341,241
2019-08-18,47,14,101.38745740079996,-30.492340207100003,50,50,0.74,342,172
2019-08-19,25,18,-7.946264029000053,-4.109497904600023,50,50,0.74,243,102
2019-08-20,23,20,14.510023951499942,-30.63510215280003,30,50,1.1125,243,99
2019-08-21,34,17,24.06252646449998,26.361994862200042,50,44,0.925531914893617,283,131
2019-08-22,27,46,19.30399394050003,55.656645774200044,50,50,0.78,366,259
2019-08-25,19,44,-14.349983215200014,67.29412037109991,36,50,1.0813953488372092,297,152
2019-08-26,40,32,39.02996164520003,12.699991822400015,50,50,0.95,292,144
2019-08-27,31,47,15.099802911000022,137.946584165,49,50,0.9191919191919192,290,155
2019-08-28,48,5,41.97673261230004,-91.53698849690002,50,50,0.76,303,160
2019-08-29,43,21,30.082701444999987,86.14003974150002,50,50,0.69,153,79
2019-09-02,5,45,-24.423669815000025,64.26000416249998,24,50,1.2027027027027026,341,211
2019-09-03,35,18,31.83501017099998,-43.580036520699934,50,50,0.97,400,192
2019-09-04,46,16,57.57814365639997,-7.0940199490999944,50,50,0.82,457,289
2019-09-05,43,35,55.830322980900014,33.45005631479993,50,50,0.95,269,142
2019-09-08,28,13,12.187854826700024,-14.957915663999993,50,50,0.97,353,189
2019-09-09,37,31,32.864154338500015,142.40309095350003,50,50,0.77,346,195
2019-09-10,43,31,64.82667732239995,183.14992952350013,50,50,0.9,290,164
2019-09-11,47,22,77.30748176560004,-10.220799445999978,50,50,0.92,331,158
2019-09-12,29,24,8.313346147599972,9.520014047800014,50,50,0.96,276,115
2019-09-15,32,45,72.74390819649994,30.74266624439992,50,50,0.96,336,192
2019-09-16,33,29,91.60000312349993,22.43728160790004,50,50,0.89,305,183
2019-09-17,38,45,35.54398489020001,82.20002937369992,50,50,0.75,226,129
2019-09-18,22,29,20.67511510849999,17.207220792600076,35,50,1.0941176470588236,218,127
2019-09-19,34,34,23.347390532199967,60.1428428886,50,50,0.87,165,101
2019-09-22,27,36,6.948875784999991,35.354032721800024,50,46,0.9583333333333334,292,150
2019-09-23,44,23,52.90214163060011,2.3521683214999456,50,50,0.79,312,189
2019-09-24,14,46,7.121722340499932,120.12674117050001,32,50,1.1341463414634145,268,144
2019-09-25,39,27,42.6724752192,-1.2700253723999637,50,50,0.82,282,160
2019-09-26,18,42,7.286184549100004,43.907887577999986,36,50,0.9767441860465116,223,127
2019-09-29,16,43,-20.987849951100067,97.81950676420001,35,50,0.9294117647058824,274,145
2019-09-30,30,34,32.57572090669997,4.570011019799988,43,50,0.978494623655914,392,226
2019-10-01,18,49,-37.62277555469996,130.5087494848,50,50,0.8,414,323
2019-10-02,17,44,-13.69763845190005,41.58737695200002,34,50,1.130952380952381,369,213
2019-10-03,47,21,113.2679910361001,-22.354523778599976,50,50,0.69,221,116
2019-10-06,21,26,56.34997129470003,2.6599936488999862,28,50,1.0512820512820513,285,124
2019-10-07,22,38,8.030661464000005,51.32788729640004,38,50,0.9318181818181818,404,301
2019-10-08,24,32,-0.16332101810001332,57.061657905399976,40,50,1.0666666666666667,283,164
2019-10-09,30,16,22.477540731100056,-9.300029516100032,50,50,0.9,331,211
2019-10-10,48,17,88.44333958640003,-55.759991586600016,50,50,0.92,423,285
2019-10-13,28,30,7.258256792799969,17.33561766179998,50,46,0.8020833333333334,251,116
2019-10-14,16,31,17.4125127795,-3.9930307863000154,27,50,1.1948051948051948,346,182
2019-10-15,37,21,24.555010080799974,-3.48153561380001,50,50,0.93,297,143
2019-10-16,42,22,33.866660237700025,4.5563510656000155,50,50,0.85,337,161
2019-10-17,38,26,43.54997664670007,18.681092262299984,50,50,0.86,296,158
2019-10-20,37,24,57.185992717999916,4.939981460500029,46,50,0.96875,464,199
2019-10-21,44,29,29.77931454780004,29.597378969099992,50,50,0.93,328,172
2019-10-22,35,29,-16.838826179499904,40.342294812099986,50,49,0.9696969696969697,469,227
2019-10-23,39,24,21.24000215490001,-1.6100215908000077,50,50,0.94,433,259
2019-10-24,32,37,41.02763032900004,42.57909226419997,50,50,0.95,347,181
2019-10-27,34,22,47.09499657149996,-2.249144911799962,50,50,0.9,456,177
2019-10-28,35,35,56.976680517499986,50.036545814000036,50,50,0.96,462,187
2019-10-29,38,23,45.272768735899945,-20.100021362599986,50,50,0.92,405,227
2019-10-30,31,36,5.026601076399967,38.07233428960006,50,50,0.93,391,236
2019-10-31,35,24,61.51732194429994,-4.749982595200007,50,49,0.9292929292929293,348,172
2019-11-03,50,16,91.28999280909999,-30.485879183099982,50,50,0.84,496,238
2019-11-04,46,31,36.229808450099995,22.626831412499993,50,50,0.99,544,251
2019-11-05,27,28,26.83001351379998,16.889997958800002,50,50,0.94,466,234
2019-11-06,32,24,120.62018758100004,-13.70245653349998,50,50,0.95,561,302
2019-11-07,19,37,-5.036831737100028,34.588928758699964,50,50,0.94,335,180
2019-11-10,33,32,29.92002272589994,-5.01000672579998,50,50,0.92,279,135
2019-11-11,35,35,37.09139612369998,15.299590468500025,50,50,0.91,407,186
2019-11-12,27,33,21.41601321090001,12.987254262099992,50,50,0.85,367,204
2019-11-13,31,30,16.412246107600012,19.29999738950003,50,49,0.8787878787878788,326,140
2019-11-14,33,25,33.92665691690002,-0.12056016910003975,42,50,0.9565217391304348,320,127
2019-11-17,34,18,82.19081735600003,-29.729988977499968,50,50,0.83,353,185
2019-11-18,34,38,41.58297958960006,23.233329534099997,50,50,0.72,343,196
2019-11-19,25,44,13.336689084599943,28.676667396500008,50,50,0.93,315,156
2019-11-20,36,28,40.23246490950004,24.617900429999995,50,50,0.82,291,171
2019-11-21,23,26,12.61996155930003,26.544561683700053,36,50,0.8604651162790697,215,121
2019-11-24,29,19,24.556987047799964,3.7492264507999575,43,50,1.032258064516129,302,141
2019-11-25,44,19,34.67497944810003,3.731383204599985,50,50,0.83,317,116
2019-11-26,38,32,81.5064581629,14.399460851800029,44,50,0.6595744680851063,241,91
2019-11-28,15,24,-16.479986190799988,-1.267526984099935,28,50,0.5769230769230769,162,51
2019-12-01,8,24,3.550002575000008,16.51627373419997,14,37,1.4313725490196079,298,164
2019-12-02,13,48,-32.5576114657,134.9902825354,31,50,1.0864197530864197,328,212
2019-12-03,40,18,46.46799166519997,-32.820009470099954,50,50,0.91,281,158
2019-12-04,39,20,24.177840471500016,-9.696129560099955,50,50,0.9,270,126
2019-12-05,38,30,62.7839493748,-3.103441655599986,50,50,0.93,397,182
2019-12-08,43,21,16.628342211100012,-9.201347053300006,50,50,0.91,258,119
2019-12-09,24,32,53.64524543290003,52.725529194100055,50,50,0.91,347,145
2019-12-10,41,33,27.4632589821,28.825437575800088,50,50,0.83,319,151
2019-12-11,40,29,7.10336160709988,2.545407533799989,49,50,0.9292929292929293,481,231
2019-12-12,45,20,63.95789575560001,1.599777340500028,50,50,0.85,349,144
2019-12-15,40,24,44.19322299950004,-2.6318473213999702,50,50,0.93,388,223
2019-12-16,41,23,40.850293874099975,-2.2450180052999738,50,50,0.97,380,144
2019-12-17,30,23,2.78743739419998,19.845985889599994,50,50,0.89,377,131
2019-12-18,34,26,15.974982083100025,20.450047969599936,50,50,0.93,303,121
2019-12-19,44,17,90.22840070730001,4.810038566599959,50,50,0.82,364,125
2019-12-22,34,20,29.317523717999983,5.940026879399972,50,41,0.8681318681318682,284,89
2019-12-23,40,17,37.87600356289997,10.475713079100053,50,36,0.27906976744186046,123,43
2019-12-25,24,5,13.628000676900005,-5.119994401900017,30,13,0.9069767441860465,115,43
2019-12-26,17,7,32.61342513560002,-1.9307394029000124,21,22,0.9069767441860465,238,45
2019-12-29,9,13,0.219998478700016,6.681996613899992,15,29,0.6363636363636364,143,31
2019-12-30,9,7,-6.968001604200004,11.387995839099982,18,13,0.7741935483870968,100,28
2020-01-01,16,3,9.302501678600006,3.050001144400004,22,6,3.5357142857142856,238,123
2020-01-02,15,40,-44.457019985300015,58.78798735150001,50,50,0.9,273,167
2020-01-05,27,41,20.900063157199924,30.009203910799936,50,50,0.89,295,167
2020-01-06,38,26,151.41491639599997,-3.009845018100007,50,50,0.97,280,153
2020-01-07,30,26,27.77970469039997,7.9949938059999885,50,50,0.91,307,187
2020-01-08,37,40,79.7400134795,36.890024960199966,50,50,0.79,449,200
2020-01-09,28,30,21.03139424349995,1.057559251500007,50,50,0.93,336,129
2020-01-12,33,30,6.160032331799994,7.46367678079997,50,50,0.95,319,162
2020-01-13,41,34,63.38438642070005,23.07514387380006,50,50,0.93,279,156
2020-01-14,33,23,29.452570319299948,-2.5933700804999154,50,50,0.86,362,139
2020-01-15,43,26,54.2417467238,-5.028772830699994,50,50,0.94,437,163
2020-01-16,40,16,28.861516118100013,-15.762514114299979,50,50,0.94,477,135
2020-01-20,26,30,29.738940477300027,24.375028729599958,50,50,0.93,575,202
2020-01-21,31,41,20.74496328820006,38.488722085700005,50,50,0.91,577,171
2020-01-22,25,38,-14.715922117499947,37.7050118443,50,50,0.91,393,158
2020-01-23,34,27,62.89185786199999,6.87999379619999,50,50,0.9,447,141
2020-01-26,4,48,-171.61239945860007,156.07000195949996,50,50,0.96,503,303
2020-01-27,32,31,57.12379860920005,18.21997439820003,50,50,0.98,439,194
2020-01-28,43,25,63.3799898626,16.141327381500016,50,50,0.96,375,177
2020-01-29,19,40,-119.10836875389998,73.85997259610006,49,50,0.9393939393939394,428,251
2020-01-30,29,30,12.905994251200003,37.97000217470002,50,50,0.91,413,238
2020-02-02,14,43,-34.35333624449996,80.63549184790001,50,50,0.92,390,212
2020-02-03,47,17,109.40713048009997,-28.89235043509999,50,50,0.96,456,259
2020-02-04,36,18,75.7766556739,-41.510713934500046,50,50,0.96,467,243
2020-02-05,46,28,69.3535983563,35.29669761669998,50,50,0.95,450,201
2020-02-06,24,34,-19.307329595000084,28.618872404099974,50,50,0.85,234,159
2020-02-09,24,45,-1.9760832782999032,69.70450836380002,50,50,0.88,383,192
2020-02-10,43,23,86.70136624530002,-13.32457602059996,50,50,0.91,460,150
2020-02-11,43,18,69.82586562630001,-2.28250047560001,50,46,0.8958333333333334,485,199
2020-02-12,29,29,5.393755018299952,42.8871510027,50,50,0.89,394,176
2020-02-13,32,26,65.46359133749993,-2.4500007030000113,50,49,0.8787878787878788,364,159
2020-02-17,27,38,26.68242692960007,26.878291487700047,50,49,0.9494949494949495,507,243
2020-02-18,40,27,46.78997588210001,8.646451593200007,50,50,0.96,470,199
2020-02-19,32,32,6.830566406300015,29.677036523200034,50,50,0.91,488,232
2020-02-20,21,34,-40.231224358699976,69.60004788629992,50,50,0.87,406,228
2020-02-23,12,43,-138.39250004230001,168.33002364659995,50,50,0.85,484,362
2020-02-24,23,30,-11.452003837200067,2.5915348530000095,50,50,0.92,470,343
2020-02-25,10,44,-141.65000319429993,49.50998282420001,50,50,0.92,448,290
2020-02-26,9,46,-86.87020230290008,140.0737615824,50,50,0.95,835,700
2020-02-27,12,45,-42.79001516110001,251.89336591919994,48,50,0.9591836734693877,986,870
2020-03-01,32,11,44.175861835000035,-59.11001330639995,50,50,0.97,391,232
2020-03-02,50,21,200.20001012040007,-53.8700087068,50,50,0.89,410,261
2020-03-03,27,39,17.282007932800024,65.1900026196,50,50,0.97,436,305
2020-03-04,33,37,33.236935139099955,31.100033045000004,50,50,0.8,547,412
2020-03-05,13,47,-24.579967498600062,205.73993814010004,35,50,0.9058823529411765,824,734
2020-03-08,6,50,-155.52505564699993,328.79330041980006,38,50,0.7272727272727273,546,358
2020-03-09,16,23,22.467996001399996,-28.698963939900032,26,50,1.263157894736842,565,370
2020-03-10,12,41,-24.272840261800024,69.8599853816,50,50,0.83,808,664
2020-03-11,4,50,-312.86002790939995,276.42652451989994,35,50,0.8470588235294118,1806,1704
2020-03-12,22,17,27.191295504599992,60.54801192869999,27,50,1.2727272727272727,593,455
2020-03-15,2,46,-205.35001742859993,302.8074690104001,50,50,0.99,686,545
2020-03-16,38,26,114.65002453319994,-18.621867179899997,50,50,0.97,614,425
2020-03-17,26,45,47.95716357229992,170.69698756960003,50,50,0.88,526,312
2020-03-18,21,33,128.77014434320003,48.08111560370002,40,50,1.0777777777777777,1070,885
2020-03-19,40,15,327.98002082119996,-69.26201111049997,50,50,0.93,410,303
2020-03-22,15,43,-108.62998354460005,146.49997448939993,50,50,0.88,884,730
2020-03-23,48,26,284.45750570309997,17.401360750499997,50,50,0.93,505,324
2020-03-24,43,7,110.25119864940002,-107.62497973410005,50,50,0.99,401,274
2020-03-25,30,24,108.8226673005,-2.9449254873999706,50,50,0.93,481,372
2020-03-26,34,24,92.50074207769998,-17.321287274599996,50,50,0.92,543,457
2020-03-29,29,23,86.44001960799994,11.187469720699976,50,50,0.94,470,328
2020-03-30,46,18,164.01952171280004,-16.916664362000006,50,50,0.97,471,313
2020-03-31,24,46,-10.859997749899996,171.28498709229996,50,50,0.79,567,461
2020-04-01,27,37,11.339992999700033,34.21001863469995,38,50,1.0568181818181819,430,300
2020-04-02,33,21,50.36998474560002,-50.975096405099976,50,50,0.79,388,291
2020-04-05,22,10,61.42997896680004,-79.11001980290001,31,50,1.1975308641975309,575,450
2020-04-06,50,1,213.76667499529998,-251.11168086549992,50,50,0.91,573,429
2020-04-07,21,38,-20.490365743500018,93.84602713549998,50,50,0.96,504,394
2020-04-08,49,1,378.0000540018999,-163.96704530749997,50,50,0.94,547,403
2020-04-12,37,31,44.86672234550004,15.394894480500023,50,50,0.93,540,403
2020-04-13,38,35,108.39199435690006,28.318647026800008,50,50,0.96,505,338
2020-04-14,16,37,-40.50478339230001,81.47163343500003,50,50,0.91,666,538
2020-04-15,30,22,104.35800516579994,-27.99497923280002,46,50,1.0,439,279
