TMUS,75.0800018311,75.2300033569
ERIC,9.0600004196,9.0500001907
DRI,118.5699996948,116.2600021362
MMM,168.3800048828,166.7299957275
UTHR,92.8899993896,92.75
RSX,24.7700004578,25.2800006866
OSTK,7.0300002098,7.1999998093
EWC,29.5200004578,29.5499992371
HZNP,31.8500003815,32.25
GEF,44.0699996948,44.5699996948
RGS,17.0900001526,17.1599998474
NEM,40.3300018311,41.0999984741
PCG,12.6999998093,12.0500001907
HBI,15.0500001907,15.0399999619
ADSK,179.0800018311,175.7599945068
BIO,352.9800109863,355.3999938965
XBI,95.4899978638,94.2699966431
IDRA,1.7400000095,1.6399999857
AEZS,0.8199999928,0.8000000119
AEO,13.7899999619,14.0
F,9.0600004196,9.1099996567
CHEF,35.4900016785,35.7000007629
OIS,17.0699996948,17.2000007629
APO,44.4000015259,44.3300018311
CG,29.3799991608,30.0
MMSI,28.1200008392,29.1399993896
KR,28.0,28.2700004578
BNS,56.5099983215,56.6500015259
JCI,42.1699981689,42.0499992371
ADC,72.6600036621,71.2900009155
IIVI,29.4300003052,30.5900001526
NBIX,110.1999969482,113.1900024414
ALLE,123.9700012207,123.9300003052
IR,33.8499984741,34.2400016785
O,73.536819458,72.5969009399
CAT,143.7700042725,143.5399932861
LUV,54.5400009155,54.4599990845
FTNT,103.7900009155,104.2099990845
LMT,385.5100097656,386.0
GMED,57.0900001526,58.1399993896
LLY,120.5599975586,120.5599975586
APTO,3.7999999523,4.4499998093
LPCN,0.3950000107,0.375
AMGN,234.0299987793,234.5800018311
BSX,44.0,43.8100013733
RMD,149.1100006104,150.8000030518
BLRX,2.7200000286,2.6400001049
SNY,48.3699989319,49.0900001526
AUPH,17.4599990845,18.2999992371
HOLX,52.1699981689,52.6599998474
