DATE,investment long,earning long,investment short,earning short,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2018-12-31,0,0,0,0,0,0,0,333,333
2019-01-10,10000.0,9913.696909637103,9999.999999999993,9942.779332741118,35,45,0.0,198,198
2019-01-11,10000.000000000004,9914.925733260874,9999.999999999998,9931.978078868293,31,47,0.0,227,227
2019-01-14,9999.999999999998,10128.68842543742,9999.999999999996,10004.873006321544,39,43,0.0,268,268
2019-01-15,10000.0,10074.755571492351,10000.0,10186.593667108724,36,47,0.0,285,285
2019-01-16,9999.999999999998,9968.780561072914,10000.0,9932.51479118779,35,45,0.0,244,244
2019-01-17,10000.000000000002,10173.546195744842,10000.000000000002,9823.863250957063,35,45,0.0,226,226
2019-01-18,10000.000000000002,10005.867127772039,10000.000000000004,9949.165644953238,32,46,0.0,263,263
2019-01-22,10000.0,10036.559186636727,10000.000000000004,10235.949421650419,48,45,0.0,293,293
2019-01-23,9999.999999999996,9951.272129517203,9999.999999999998,9854.236432471833,31,46,0.0,190,190
2019-01-24,9999.999999999998,9952.440776835681,9999.999999999995,10093.593759819194,33,48,0.0,250,250
2019-01-25,10000.0,9962.174793127282,10000.0,9920.620978155102,33,49,0.0,200,200
2019-01-28,10000.0,10014.865296193853,9999.999999999998,10060.558888043372,31,45,0.0,242,242
2019-01-29,9999.999999999998,10121.937141483024,10000.0,9968.095741836596,45,48,0.0,276,276
2019-01-30,10000.0,10184.146020838336,9999.999999999996,10041.838406670724,31,49,0.0,270,270
2019-01-31,9999.999999999998,10112.986220207635,9999.999999999998,10178.532467811074,31,42,0.0,275,275
2019-02-01,10000.0,10002.0774057923,9999.999999999998,9931.95132861009,32,50,0.0,223,223
2019-02-04,10000.0,10054.230291423426,10000.0,10078.054370493292,34,48,0.0,304,304
2019-02-05,10000.0,10009.852963356552,9999.999999999996,9982.42437633822,32,49,0.0,273,273
2019-02-06,10000.0,9881.95924563204,10000.000000000002,9899.892375115132,33,43,0.0,267,267
2019-02-07,10000.000000000002,9883.150353591012,10000.0,9934.61791059189,32,49,0.0,218,218
2019-02-08,10000.0,10012.762507551646,10000.000000000002,10185.803997521387,45,49,0.0,238,238
2019-02-11,9999.999999999998,10085.247431441561,10000.0,10044.421723847629,31,46,0.0,222,222
2019-02-12,10000.000000000002,10111.936983082955,10000.0,10083.463858250498,42,48,0.0,265,265
2019-02-13,10000.0,9932.050301981591,9999.999999999998,9931.732709449336,33,48,0.0,285,285
2019-02-14,9999.999999999998,10192.635338046262,9999.999999999996,10064.613849633864,32,45,0.0,247,247
2019-02-15,9999.999999999998,9898.817226369585,9999.999999999996,9986.99103473119,38,46,0.0,220,220
2019-02-19,10000.0,10110.05781298719,9999.999999999996,10057.69120707599,34,46,0.0,264,264
2019-02-20,10000.000000000002,9971.117970580366,9999.999999999996,9980.527992727973,32,46,0.0,256,256
2019-02-21,10000.000000000002,10072.165243264177,10000.0,10014.392399907345,37,44,0.0,303,303
2019-02-22,9999.999999999996,10045.207361307475,10000.000000000004,10082.516622900499,37,47,0.0,370,370
2019-02-25,9999.999999999998,9924.44657724764,10000.0,9920.082379611502,33,46,0.0,319,319
2019-02-26,9999.999999999998,9993.143145387261,9999.999999999998,9998.298993259223,40,48,0.0,294,294
2019-02-27,9999.999999999998,10028.029045127167,9999.999999999995,10037.954888377963,35,46,0.0,337,337
2019-02-28,10000.000000000004,10064.604719734285,10000.000000000002,10095.194792974342,42,47,0.0,249,249
2019-03-01,10000.000000000002,10043.661108905135,10000.000000000004,10046.793503693512,31,49,0.0,260,260
2019-03-04,9999.999999999998,9977.648883598677,9999.999999999998,9986.155889075982,33,47,0.0,292,292
2019-03-05,10000.0,10008.378408474566,10000.000000000002,10037.698197320211,46,49,0.0,270,270
2019-03-06,9999.999999999996,9935.619385542239,10000.000000000002,9910.521164654283,39,48,0.0,286,286
2019-03-07,9999.999999999996,9770.93350403921,9999.999999999995,9820.062655425774,35,49,0.0,258,258
2019-03-08,10000.000000000005,10081.240449270977,10000.000000000005,10040.861531477558,39,46,0.0,228,228
2019-03-11,10000.0,10166.138895911112,9999.999999999996,10098.292635794474,30,48,0.0,226,226
2019-03-12,10000.0,10151.938565493565,9999.999999999998,10052.314801117778,39,47,0.0,239,239
2019-03-13,10000.0,9933.786001909932,10000.000000000004,10023.336005930634,31,47,0.0,249,249
2019-03-14,10000.0,9929.65769934598,10000.0,10063.772956387973,33,45,0.0,206,206
2019-03-15,9998.834076534,9989.549671664321,10000.000000000002,10204.207905846584,30,47,0.0,225,225
2019-03-18,10000.000000000002,10212.307836210177,9999.999999999998,10207.391942154973,32,47,0.0,197,197
2019-03-19,9999.999999999996,9948.876866955798,10000.0,9962.276231716201,31,47,0.0,193,193
2019-03-20,9999.999999999998,10019.236738871037,10000.000000000002,9926.567680172824,29,47,0.0,175,175
2019-03-21,10000.000000000004,10153.862176572935,9999.999999999998,10106.229589693963,32,46,0.0,172,172
2019-03-22,9999.999999999998,9779.281895847664,10000.000000000004,9856.829307124528,39,42,0.0,194,194
2019-03-25,10000.0,10087.107035922669,10000.0,10129.930650442251,33,47,0.0,213,213
2019-03-26,10000.000000000007,10000.920704079563,9999.999999999998,10001.824389550558,33,49,0.0,186,186
2019-03-27,9999.999999999998,9960.73542554376,10000.000000000005,9902.428853500118,38,47,0.0,216,216
2019-03-28,10000.000000000002,10027.546807526765,10000.000000000002,10034.22259457164,34,46,0.0,211,211
2019-03-29,10000.0,10022.576072551727,9999.999999999998,10055.645994888324,33,44,0.0,198,198
2019-04-01,9999.999999999998,10044.389149436427,10000.0,10052.686475500162,49,48,0.0,211,211
2019-04-02,9999.999999999996,10054.752567996262,10000.000000000002,9999.263361159678,34,48,0.0,192,192
2019-04-03,10000.000000000002,9975.464025553942,10000.000000000002,9978.796103163548,47,46,0.0,219,219
2019-04-04,10000.000000000007,10126.392304295516,9999.999999999998,10026.166966928538,42,44,0.0,221,221
2019-04-05,10000.000000000004,10032.189319543455,10000.000000000004,9988.395881155651,36,47,0.0,257,257
2019-04-08,10000.000000000005,9941.563451579288,10000.000000000004,10028.911792186485,40,47,0.0,272,272
2019-04-09,10000.000000000005,9995.117450026612,9999.999999999998,9936.017007516059,44,46,0.0,219,219
2019-04-10,9999.999999999996,9955.799263404162,9999.999999999993,9853.788971708276,37,47,0.0,182,182
2019-04-11,9999.999999999998,9969.430180556652,10000.0,10030.114445467303,45,46,0.0,188,188
2019-04-12,10000.0,9979.079962820757,9999.999999999998,9938.432691340873,31,45,0.0,202,202
2019-04-15,10000.0,10015.783265247544,10000.0,9984.376811383507,36,47,0.0,202,202
2019-04-16,10000.0,10002.373577424516,9999.999999999996,10275.324856443824,33,46,0.0,209,209
2019-04-17,9999.999999999998,9979.605015550074,10000.000000000002,9986.057327525481,37,49,0.0,205,205
2019-04-18,9838.404293993974,9832.075301934336,10000.000000000002,9952.401682569718,36,45,0.0,225,225
2019-04-22,9999.999999999998,10010.833103199913,10000.000000000004,10089.018739787158,38,48,0.0,194,194
2019-04-23,10000.000000000002,10044.757181897749,10000.000000000002,10014.32937300196,35,47,0.0,256,256
2019-04-24,9999.999999999998,9890.905307905123,10000.000000000004,9867.547203464312,40,44,0.0,227,227
2019-04-25,10000.000000000002,10044.813440986072,10000.000000000002,10013.840978901802,34,49,0.0,314,314
2019-04-26,9999.999999999998,10092.204581016005,10000.0,9960.079105208475,32,48,0.0,277,277
2019-04-29,9999.999999999998,9980.898451885638,10000.0,9796.706906639498,35,46,0.0,235,235
2019-04-30,10000.000000000004,10030.552325044267,9999.999999999998,10010.356172924332,36,49,0.0,341,341
2019-05-01,10000.000000000004,10071.172928144308,10000.000000000004,9940.445903015941,36,49,0.0,406,406
2019-05-02,10000.0,9967.278215689685,10000.000000000005,10034.657324111313,50,47,0.0,321,321
2019-05-03,10000.0,9874.583814902528,9999.999999999995,9771.703006345278,36,46,0.0,325,325
2019-05-06,10000.000000000002,10061.587452943642,10000.000000000004,9946.92971021721,44,33,0.0,283,283
2019-05-07,10000.0,9915.54548669284,10000.000000000005,9927.7244948828,48,44,0.0,376,376
2019-05-08,10000.000000000002,9777.43229137252,10000.000000000002,9905.203633823026,37,47,0.0,407,407
2019-05-09,10000.000000000002,10268.971971303437,10000.000000000002,10041.080462965547,38,46,0.0,309,309
2019-05-10,10000.0,9964.702946227553,9999.999999999998,9877.923005116321,45,47,0.0,315,315
2019-05-13,10000.0,9989.649885956405,10000.000000000005,10023.521353300104,39,49,0.0,393,393
2019-05-14,10000.0,9930.13184667294,10000.000000000002,9978.681654511445,35,48,0.0,402,402
2019-05-15,10000.0,10075.274506134356,9999.999999999995,10235.746776757589,31,46,0.0,413,413
2019-05-16,9999.999999999998,9988.742292568837,9999.999999999995,9818.092535816531,34,48,0.0,381,381
2019-05-17,10000.0,10056.9347555575,10000.0,10015.250964709154,35,48,0.0,315,315
2019-05-20,10000.0,10008.654911759797,9999.999999999998,10078.391032313895,44,46,0.0,238,238
2019-05-21,10000.000000000004,9996.134382474065,9999.999999999995,9968.08927739852,34,46,0.0,298,298
2019-05-22,10000.000000000002,9810.892401627249,10000.000000000004,9957.423874088634,46,45,0.0,302,302
2019-05-23,10000.0,10098.546386202335,10000.000000000002,10055.773541619896,39,48,0.0,247,247
2019-05-24,10000.0,9968.165153892118,10000.000000000005,10001.65427103629,46,49,0.0,268,268
2019-05-28,10000.000000000002,9973.95774314341,9999.999999999998,9875.982378578667,33,43,0.0,243,243
2019-05-29,9999.999999999998,10031.025904285001,10000.0,10041.435578901117,38,47,0.0,232,232
2019-05-30,10000.0,9934.651832153917,10000.000000000002,9743.775080399682,43,47,0.0,271,271
2019-05-31,10000.0,10072.929431751027,10000.0,10020.104966637267,47,47,0.0,269,269
2019-06-03,10000.0,9989.964300744437,10000.000000000002,10022.296271162251,33,47,0.0,189,189
2019-06-04,9999.999999999998,10180.405253484532,10000.0,10178.163325694872,35,46,0.0,218,218
2019-06-05,9999.999999999998,9988.688827933425,10000.000000000002,9886.78000928623,38,47,0.0,220,220
2019-06-06,10000.000000000004,10070.110340325755,9999.999999999998,10082.433767343031,33,45,0.0,292,292
2019-06-07,10000.000000000002,10065.33912309846,10000.000000000002,10135.120636603773,33,49,0.0,265,265
2019-06-10,9999.999999999998,10154.35772752007,9999.999999999998,10235.404254985537,44,50,0.0,290,290
2019-06-11,10000.0,9990.23239538076,10000.000000000002,9787.57819004597,34,44,0.0,332,332
2019-06-12,9999.999999999998,9998.728856876114,9999.999999999996,9984.33913149638,47,44,0.0,266,266
2019-06-13,10000.0,10009.751590938,9999.999999999998,9936.599380471442,43,49,0.0,183,183
2019-06-14,10000.000000000002,9975.39761586627,10000.0,9951.879704662502,35,46,0.0,234,234
2019-06-17,10000.000000000002,10084.961475571847,10000.0,10253.033035835153,44,45,0.0,223,223
2019-06-18,10000.000000000004,10034.064388905455,10000.0,10258.222539998469,41,49,0.0,229,229
