FNF,44.1599998474,44.3800010681
ADT,6.0500001907,5.8899998665
EMN,73.6200027466,74.4700012207
BTI,36.9700012207,38.1399993896
MTW,13.3699998856,13.9300003052
MS,43.7400016785,43.5099983215
ICE,90.5699996948,89.25
BAH,68.9599990845,70.0599975586
BRO,34.9500007629,35.7999992371
BLL,71.4400024414,72.4599990845
MSI,164.4199981689,165.9600067139
SYK,213.3899993896,220.1300048828
BSX,41.5600013733,42.6699981689
DHR,136.5500030518,140.3600006104
DXCM,145.8699951172,147.4499969482
TAL,34.4000015259,35.0499992371
MOMO,35.4500007629,35.8300018311
CEA,25.7700004578,26.0
JKS,19.2999992371,19.4699993134
PBF,25.7000007629,25.4599990845
HFC,51.4399986267,50.6300010681
BMY,48.7599983215,49.4599990845
CDNS,65.8300018311,65.8099975586
CME,206.0,201.9799957275
SNPS,134.8200073242,135.1300048828
MA,274.9200134277,273.3900146484
ACN,190.0,194.6999969482
INTU,267.700012207,268.5
CL,71.9499969482,73.3700027466
PAYC,211.0,208.8999938965
FICO,324.4200134277,314.5199890137
AKAM,88.3499984741,90.5500030518
AXP,117.1200027466,119.0
FIVN,56.7200012207,56.2200012207
MRK,78.1106872559,79.6564865112
PT,2.7999999523,2.7699999809
FISV,103.3000030518,103.2900009155
PFE,35.8064537048,35.645160675
ADP,163.1399993896,161.1600036621
VZ,59.9000015259,60.0999984741
CMG,793.0,802.799987793
ILMN,278.3900146484,292.200012207
EL,198.4799957275,199.8999938965
MCD,209.6900024414,211.8999938965
DENN,23.1000003815,23.0400009155
QSR,71.8000030518,72.2600021362
DPZ,243.6000061035,248.0399932861
DRI,127.4499969482,127.0800018311
ARCO,6.8299999237,7.1100001335
YUM,114.9300003052,114.9400024414
